pokemon_identifier,language_identifier,name
genesect-burn-drive,jp-kana,ゲノセクトのすがた
genesect-burn-drive,jp-kanji,ゲノセクトのすがた
genesect-burn-drive,en,Genesect
genesect-burn-drive,fr,Forme de Genesect
genesect-burn-drive,it,Forma di Genesect
genesect-burn-drive,de,Genesect
genesect-burn-drive,es,Forma de Genesect
genesect-burn-drive,ko,게노세크트의 모습
genesect-burn-drive,zh-simp,盖诺赛克特的样子
genesect-burn-drive,zh-trad,蓋諾賽克特的樣子
genesect-chill-drive,jp-kana,ゲノセクトのすがた
genesect-chill-drive,jp-kanji,ゲノセクトのすがた
genesect-chill-drive,en,Genesect
genesect-chill-drive,fr,Forme de Genesect
genesect-chill-drive,it,Forma di Genesect
genesect-chill-drive,de,Genesect
genesect-chill-drive,es,Forma de Genesect
genesect-chill-drive,ko,게노세크트의 모습
genesect-chill-drive,zh-simp,盖诺赛克特的样子
genesect-chill-drive,zh-trad,蓋諾賽克特的樣子
greninja-ash,jp-kana,サトシゲッコウガ
greninja-ash,jp-kanji,サトシゲッコウガ
greninja-ash,en,Ash-Greninja
greninja-ash,fr,Forme Sacha
greninja-ash,it,Forma Ash
greninja-ash,de,Ash-Form
greninja-ash,es,Forma Ash
greninja-ash,ko,지우개굴닌자
greninja-ash,zh-simp,小智版甲贺忍蛙
greninja-ash,zh-trad,小智版甲賀忍蛙
vivillon-icy-snow-pattern,jp-kana,ひょうせつのもよう
vivillon-icy-snow-pattern,jp-kanji,ひょうせつのもよう
vivillon-icy-snow-pattern,en,Icy Snow Pattern
vivillon-icy-snow-pattern,fr,Motif Blizzard
vivillon-icy-snow-pattern,it,Motivo Nevi Perenni
vivillon-icy-snow-pattern,de,Frostmuster
vivillon-icy-snow-pattern,es,Motivo Polar
vivillon-icy-snow-pattern,ko,빙설의 모양
vivillon-icy-snow-pattern,zh-simp,冰雪花纹
vivillon-icy-snow-pattern,zh-trad,冰雪花紋
vivillon-polar-pattern,jp-kana,ゆきぐにのもよう
vivillon-polar-pattern,jp-kanji,ゆきぐにのもよう
vivillon-polar-pattern,en,Polar Pattern
vivillon-polar-pattern,fr,Motif Banquise
vivillon-polar-pattern,it,Motivo Nordico
vivillon-polar-pattern,de,Schneefeldmuster
vivillon-polar-pattern,es,Motivo Taiga
vivillon-polar-pattern,ko,설국의 모양
vivillon-polar-pattern,zh-simp,雪国花纹
vivillon-polar-pattern,zh-trad,雪國花紋
vivillon-tundra-pattern,jp-kana,せつげんのもよう
vivillon-tundra-pattern,jp-kanji,せつげんのもよう
vivillon-tundra-pattern,en,Tundra Pattern
vivillon-tundra-pattern,fr,Motif Glace
vivillon-tundra-pattern,it,Motivo Manto di Neve
vivillon-tundra-pattern,de,Flockenmuster
vivillon-tundra-pattern,es,Motivo Tundra
vivillon-tundra-pattern,ko,설원의 모양
vivillon-tundra-pattern,zh-simp,雪原花纹
vivillon-tundra-pattern,zh-trad,雪原花紋
vivillon-continental-pattern,jp-kana,たいりくのもよう
vivillon-continental-pattern,jp-kanji,たいりくのもよう
vivillon-continental-pattern,en,Continental Pattern
vivillon-continental-pattern,fr,Motif Continent
vivillon-continental-pattern,it,Motivo Continentale
vivillon-continental-pattern,de,Kontinentalmuster
vivillon-continental-pattern,es,Motivo Continental
vivillon-continental-pattern,ko,대륙의 모양
vivillon-continental-pattern,zh-simp,大陆花纹
vivillon-continental-pattern,zh-trad,大陸花紋
vivillon-garden-pattern,jp-kana,ていえんのもよう
vivillon-garden-pattern,jp-kanji,ていえんのもよう
vivillon-garden-pattern,en,Garden Pattern
vivillon-garden-pattern,fr,Motif Verdure
vivillon-garden-pattern,it,Motivo Prato
vivillon-garden-pattern,de,Ziergartenmuster
vivillon-garden-pattern,es,Motivo Vergel
vivillon-garden-pattern,ko,정원의 모양
vivillon-garden-pattern,zh-simp,庭园花纹
vivillon-garden-pattern,zh-trad,庭園花紋
vivillon-elegant-pattern,jp-kana,みやびなもよう
vivillon-elegant-pattern,jp-kanji,みやびなもよう
vivillon-elegant-pattern,en,Elegant Pattern
vivillon-elegant-pattern,fr,Motif Monarchie
vivillon-elegant-pattern,it,Motivo Eleganza
vivillon-elegant-pattern,de,Prunkmuster
vivillon-elegant-pattern,es,Motivo Oriental
vivillon-elegant-pattern,ko,우아한 모양
vivillon-elegant-pattern,zh-simp,高雅花纹
vivillon-elegant-pattern,zh-trad,高雅花紋
vivillon-meadow-pattern,jp-kana,はなぞののもよう
vivillon-meadow-pattern,jp-kanji,はなぞののもよう
vivillon-meadow-pattern,en,Meadow Pattern
vivillon-meadow-pattern,fr,Motif Floraison
vivillon-meadow-pattern,it,Motivo Giardinfiore
vivillon-meadow-pattern,de,Blumenmeermuster
vivillon-meadow-pattern,es,Motivo Floral
vivillon-meadow-pattern,ko,화원의 모양
vivillon-meadow-pattern,zh-simp,花园花纹
vivillon-meadow-pattern,zh-trad,花園花紋
vivillon-modern-pattern,jp-kana,モダンなもよう
vivillon-modern-pattern,jp-kanji,モダンなもよう
vivillon-modern-pattern,en,Modern Pattern
vivillon-modern-pattern,fr,Motif Métropole
vivillon-modern-pattern,it,Motivo Trendy
vivillon-modern-pattern,de,Innovationsmuster
vivillon-modern-pattern,es,Motivo Moderno
vivillon-modern-pattern,ko,모던한 모양
vivillon-modern-pattern,zh-simp,摩登花纹
vivillon-modern-pattern,zh-trad,摩登花紋
vivillon-marine-pattern,jp-kana,マリンのもよう
vivillon-marine-pattern,jp-kanji,マリンのもよう
vivillon-marine-pattern,en,Marine Pattern
vivillon-marine-pattern,fr,Motif Rivage
vivillon-marine-pattern,it,Motivo Marino
vivillon-marine-pattern,de,Aquamarinmuster
vivillon-marine-pattern,es,Motivo Marino
vivillon-marine-pattern,ko,마린의 모양
vivillon-marine-pattern,zh-simp,大海花纹
vivillon-marine-pattern,zh-trad,大海花紋
vivillon-archipelago-pattern,jp-kana,ぐんとうのもよう
vivillon-archipelago-pattern,jp-kanji,ぐんとうのもよう
vivillon-archipelago-pattern,en,Archipelago Pattern
vivillon-archipelago-pattern,fr,Motif Archipel
vivillon-archipelago-pattern,it,Motivo Arcipelago
vivillon-archipelago-pattern,de,Archipelmuster
vivillon-archipelago-pattern,es,Motivo Isleño
vivillon-archipelago-pattern,ko,군도의 모양
vivillon-archipelago-pattern,zh-simp,群岛花纹
vivillon-archipelago-pattern,zh-trad,群島花紋
vivillon-high-plains-pattern,jp-kana,こうやのもよう
vivillon-high-plains-pattern,jp-kanji,こうやのもよう
vivillon-high-plains-pattern,en,High Plains Pattern
vivillon-high-plains-pattern,fr,Motif Sécheresse
vivillon-high-plains-pattern,it,Motivo Deserto
vivillon-high-plains-pattern,de,Dürremuster
vivillon-high-plains-pattern,es,Motivo Estepa
vivillon-high-plains-pattern,ko,황야의 모양
vivillon-high-plains-pattern,zh-simp,荒野花纹
vivillon-high-plains-pattern,zh-trad,荒野花紋
vivillon-sandstorm-pattern,jp-kana,さじんのもよう
vivillon-sandstorm-pattern,jp-kanji,さじんのもよう
vivillon-sandstorm-pattern,en,Sandstorm Pattern
vivillon-sandstorm-pattern,fr,Motif Sable
vivillon-sandstorm-pattern,it,Motivo Sabbia
vivillon-sandstorm-pattern,de,Sandmuster
vivillon-sandstorm-pattern,es,Motivo Desierto
vivillon-sandstorm-pattern,ko,사진의 모양
vivillon-sandstorm-pattern,zh-simp,沙尘花纹
vivillon-sandstorm-pattern,zh-trad,沙塵花紋
vivillon-river-pattern,jp-kana,たいがのもよう
vivillon-river-pattern,jp-kanji,たいがのもよう
vivillon-river-pattern,en,River Pattern
vivillon-river-pattern,fr,Motif Delta
vivillon-river-pattern,it,Motivo Fluviale
vivillon-river-pattern,de,Flussdeltamuster
vivillon-river-pattern,es,Motivo Oasis
vivillon-river-pattern,ko,대하의 모양
vivillon-river-pattern,zh-simp,大河花纹
vivillon-river-pattern,zh-trad,大河花紋
vivillon-monsoon-pattern,jp-kana,スコールのもよう
vivillon-monsoon-pattern,jp-kanji,スコールのもよう
vivillon-monsoon-pattern,en,Monsoon Pattern
vivillon-monsoon-pattern,fr,Motif Cyclone
vivillon-monsoon-pattern,it,Motivo Pluviale
vivillon-monsoon-pattern,de,Monsunmuster
vivillon-monsoon-pattern,es,Motivo Monzón
vivillon-monsoon-pattern,ko,스콜의 모양
vivillon-monsoon-pattern,zh-simp,骤雨花纹
vivillon-monsoon-pattern,zh-trad,驟雨花紋
vivillon-savanna-pattern,jp-kana,サバンナのもよう
vivillon-savanna-pattern,jp-kanji,サバンナのもよう
vivillon-savanna-pattern,en,Savanna Pattern
vivillon-savanna-pattern,fr,Motif Mangrove
vivillon-savanna-pattern,it,Motivo Savana
vivillon-savanna-pattern,de,Savannenmuster
vivillon-savanna-pattern,es,Motivo Pantano
vivillon-savanna-pattern,ko,사바나의 모양
vivillon-savanna-pattern,zh-simp,热带草原花纹
vivillon-savanna-pattern,zh-trad,熱帶草原花紋
vivillon-sun-pattern,jp-kana,たいようのもよう
vivillon-sun-pattern,jp-kanji,たいようのもよう
vivillon-sun-pattern,en,Sun Pattern
vivillon-sun-pattern,fr,Motif Zénith
vivillon-sun-pattern,it,Motivo Solare
vivillon-sun-pattern,de,Sonnenmuster
vivillon-sun-pattern,es,Motivo Solar
vivillon-sun-pattern,ko,태양의 모양
vivillon-sun-pattern,zh-simp,太阳花纹
vivillon-sun-pattern,zh-trad,太陽花紋
vivillon-ocean-pattern,jp-kana,オーシャンのもよう
vivillon-ocean-pattern,jp-kanji,オーシャンのもよう
vivillon-ocean-pattern,en,Ocean Pattern
vivillon-ocean-pattern,fr,Motif Soleil Levant
vivillon-ocean-pattern,it,Motivo Oceanico
vivillon-ocean-pattern,de,Ozeanmuster
vivillon-ocean-pattern,es,Motivo Océano
vivillon-ocean-pattern,ko,오션의 모양
vivillon-ocean-pattern,zh-simp,大洋花纹
vivillon-ocean-pattern,zh-trad,大洋花紋
vivillon-jungle-pattern,jp-kana,ジャングルのもよう
vivillon-jungle-pattern,jp-kanji,ジャングルのもよう
vivillon-jungle-pattern,en,Jungle Pattern
vivillon-jungle-pattern,fr,Motif Jungle
vivillon-jungle-pattern,it,Motivo Giungla
vivillon-jungle-pattern,de,Dschungelmuster
vivillon-jungle-pattern,es,Motivo Jungla
vivillon-jungle-pattern,ko,정글의 모양
vivillon-jungle-pattern,zh-simp,热带雨林花纹
vivillon-jungle-pattern,zh-trad,熱帶雨林花紋
vivillon-fancy-pattern,jp-kana,ファンシーなもよう
vivillon-fancy-pattern,jp-kanji,ファンシーなもよう
vivillon-fancy-pattern,en,Fancy Pattern
vivillon-fancy-pattern,fr,Motif Fantaisie
vivillon-fancy-pattern,it,Motivo Sbarazzino
vivillon-fancy-pattern,de,Fantasiemuster
vivillon-fancy-pattern,es,Motivo Fantasía
vivillon-fancy-pattern,ko,팬시한 모양
vivillon-fancy-pattern,zh-simp,幻彩花纹
vivillon-fancy-pattern,zh-trad,幻彩花紋
vivillon-poke-ball-pattern,jp-kana,ボールのもよう
vivillon-poke-ball-pattern,jp-kanji,ボールのもよう
vivillon-poke-ball-pattern,en,Poké Ball Pattern
vivillon-poke-ball-pattern,fr,Motif Poké Ball
vivillon-poke-ball-pattern,it,Motivo Poké Ball
vivillon-poke-ball-pattern,de,Pokéball-Muster
vivillon-poke-ball-pattern,es,Motivo Poké Ball
vivillon-poke-ball-pattern,ko,볼의 모양
vivillon-poke-ball-pattern,zh-simp,球球花纹
vivillon-poke-ball-pattern,zh-trad,球球花紋
flabebe-red-flower,jp-kana,あかいはな
flabebe-red-flower,jp-kanji,あかいはな
flabebe-red-flower,en,Red Flower
flabebe-red-flower,fr,Fleur Rouge
flabebe-red-flower,it,Fiore Rosso
flabebe-red-flower,de,Rotblütler
flabebe-red-flower,es,Flor Roja
flabebe-red-flower,ko,빨간 꽃
flabebe-red-flower,zh-simp,红花
flabebe-red-flower,zh-trad,紅花
flabebe-yellow-flower,jp-kana,きいろのはな
flabebe-yellow-flower,jp-kanji,きいろのはな
flabebe-yellow-flower,en,Yellow Flower
flabebe-yellow-flower,fr,Fleur Jaune
flabebe-yellow-flower,it,Fiore Giallo
flabebe-yellow-flower,de,Gelbblütler
flabebe-yellow-flower,es,Flor Amarilla
flabebe-yellow-flower,ko,노란 꽃
flabebe-yellow-flower,zh-simp,黄花
flabebe-yellow-flower,zh-trad,黃花
flabebe-orange-flower,jp-kana,オレンジいろのはな
flabebe-orange-flower,jp-kanji,オレンジいろのはな
flabebe-orange-flower,en,Orange Flower
flabebe-orange-flower,fr,Fleur Orange
flabebe-orange-flower,it,Fiore Arancione
flabebe-orange-flower,de,Orangeblütler
flabebe-orange-flower,es,Flor Naranja
flabebe-orange-flower,ko,오렌지색 꽃
flabebe-orange-flower,zh-simp,橙花
flabebe-orange-flower,zh-trad,橙花
flabebe-blue-flower,jp-kana,あおいはな
flabebe-blue-flower,jp-kanji,あおいはな
flabebe-blue-flower,en,Blue Flower
flabebe-blue-flower,fr,Fleur Bleue
flabebe-blue-flower,it,Fiore Blu
flabebe-blue-flower,de,Blaublütler
flabebe-blue-flower,es,Flor Azul
flabebe-blue-flower,ko,파란 꽃
flabebe-blue-flower,zh-simp,蓝花
flabebe-blue-flower,zh-trad,藍花
flabebe-white-flower,jp-kana,しろいはな
flabebe-white-flower,jp-kanji,しろいはな
flabebe-white-flower,en,White Flower
flabebe-white-flower,fr,Fleur Blanche
flabebe-white-flower,it,Fiore Bianco
flabebe-white-flower,de,Weißblütler
flabebe-white-flower,es,Flor Blanca
flabebe-white-flower,ko,하얀 꽃
flabebe-white-flower,zh-simp,白花
flabebe-white-flower,zh-trad,白花
floette-red-flower,jp-kana,あかいはな
floette-red-flower,jp-kanji,あかいはな
floette-red-flower,en,Red Flower
floette-red-flower,fr,Fleur Rouge
floette-red-flower,it,Fiore Rosso
floette-red-flower,de,Rotblütler
floette-red-flower,es,Flor Roja
floette-red-flower,ko,빨간 꽃
floette-red-flower,zh-simp,红花
floette-red-flower,zh-trad,紅花
floette-yellow-flower,jp-kana,きいろのはな
floette-yellow-flower,jp-kanji,きいろのはな
floette-yellow-flower,en,Yellow Flower
floette-yellow-flower,fr,Fleur Jaune
floette-yellow-flower,it,Fiore Giallo
floette-yellow-flower,de,Gelbblütler
floette-yellow-flower,es,Flor Amarilla
floette-yellow-flower,ko,노란 꽃
floette-yellow-flower,zh-simp,黄花
floette-yellow-flower,zh-trad,黃花
floette-orange-flower,jp-kana,オレンジいろのはな
floette-orange-flower,jp-kanji,オレンジいろのはな
floette-orange-flower,en,Orange Flower
floette-orange-flower,fr,Fleur Orange
floette-orange-flower,it,Fiore Arancione
floette-orange-flower,de,Orangeblütler
floette-orange-flower,es,Flor Naranja
floette-orange-flower,ko,오렌지색 꽃
floette-orange-flower,zh-simp,橙花
floette-orange-flower,zh-trad,橙花
floette-blue-flower,jp-kana,あおいはな
floette-blue-flower,jp-kanji,あおいはな
floette-blue-flower,en,Blue Flower
floette-blue-flower,fr,Fleur Bleue
floette-blue-flower,it,Fiore Blu
floette-blue-flower,de,Blaublütler
floette-blue-flower,es,Flor Azul
floette-blue-flower,ko,파란 꽃
floette-blue-flower,zh-simp,蓝花
floette-blue-flower,zh-trad,藍花
floette-white-flower,jp-kana,しろいはな
floette-white-flower,jp-kanji,しろいはな
floette-white-flower,en,White Flower
floette-white-flower,fr,Fleur Blanche
floette-white-flower,it,Fiore Bianco
floette-white-flower,de,Weißblütler
floette-white-flower,es,Flor Blanca
floette-white-flower,ko,하얀 꽃
floette-white-flower,zh-simp,白花
floette-white-flower,zh-trad,白花
floette-eternal-flower,jp-kana,えいえんのはな
floette-eternal-flower,jp-kanji,えいえんのはな
floette-eternal-flower,en,Eternal Flower
floette-eternal-flower,fr,Éternelle
floette-eternal-flower,it,Fiore Eterno
floette-eternal-flower,de,Ewigblütler
floette-eternal-flower,es,Flor Eterna
floette-eternal-flower,ko,영원의 꽃
floette-eternal-flower,zh-simp,永恒之花
floette-eternal-flower,zh-trad,永恆之花
florges-red-flower,jp-kana,あかいはな
florges-red-flower,jp-kanji,あかいはな
florges-red-flower,en,Red Flower
florges-red-flower,fr,Fleur Rouge
florges-red-flower,it,Fiore Rosso
florges-red-flower,de,Rotblütler
florges-red-flower,es,Flor Roja
florges-red-flower,ko,빨간 꽃
florges-red-flower,zh-simp,红花
florges-red-flower,zh-trad,紅花
florges-yellow-flower,jp-kana,きいろのはな
florges-yellow-flower,jp-kanji,きいろのはな
florges-yellow-flower,en,Yellow Flower
florges-yellow-flower,fr,Fleur Jaune
florges-yellow-flower,it,Fiore Giallo
florges-yellow-flower,de,Gelbblütler
florges-yellow-flower,es,Flor Amarilla
florges-yellow-flower,ko,노란 꽃
florges-yellow-flower,zh-simp,黄花
florges-yellow-flower,zh-trad,黃花
florges-orange-flower,jp-kana,オレンジいろのはな
florges-orange-flower,jp-kanji,オレンジいろのはな
florges-orange-flower,en,Orange Flower
florges-orange-flower,fr,Fleur Orange
florges-orange-flower,it,Fiore Arancione
florges-orange-flower,de,Orangeblütler
florges-orange-flower,es,Flor Naranja
florges-orange-flower,ko,오렌지색 꽃
florges-orange-flower,zh-simp,橙花
florges-orange-flower,zh-trad,橙花
florges-blue-flower,jp-kana,あおいはな
florges-blue-flower,jp-kanji,あおいはな
florges-blue-flower,en,Blue Flower
florges-blue-flower,fr,Fleur Bleue
florges-blue-flower,it,Fiore Blu
florges-blue-flower,de,Blaublütler
florges-blue-flower,es,Flor Azul
florges-blue-flower,ko,파란 꽃
florges-blue-flower,zh-simp,蓝花
florges-blue-flower,zh-trad,藍花
florges-white-flower,jp-kana,しろいはな
florges-white-flower,jp-kanji,しろいはな
florges-white-flower,en,White Flower
florges-white-flower,fr,Fleur Blanche
florges-white-flower,it,Fiore Bianco
florges-white-flower,de,Weißblütler
florges-white-flower,es,Flor Blanca
florges-white-flower,ko,하얀 꽃
florges-white-flower,zh-simp,白花
florges-white-flower,zh-trad,白花
furfrou-natural-form,jp-kana,やせいのすがた
furfrou-natural-form,jp-kanji,やせいのすがた
furfrou-natural-form,en,Natural Form
furfrou-natural-form,fr,Forme Sauvage
furfrou-natural-form,it,Forma Selvatica
furfrou-natural-form,de,Zottelform
furfrou-natural-form,es,Forma Salvaje
furfrou-natural-form,ko,야생의 모습
furfrou-natural-form,zh-simp,野生的样子
furfrou-natural-form,zh-trad,野生的樣子
furfrou-heart-trim,jp-kana,ハートカット
furfrou-heart-trim,jp-kanji,ハートカット
furfrou-heart-trim,en,Heart Trim
furfrou-heart-trim,fr,Coupe Cœur
furfrou-heart-trim,it,Taglio Cuore
furfrou-heart-trim,de,Herzchenschnitt
furfrou-heart-trim,es,Corte Corazón
furfrou-heart-trim,ko,하트컷
furfrou-heart-trim,zh-simp,心形造型
furfrou-heart-trim,zh-trad,心形造型
furfrou-star-trim,jp-kana,スターカット
furfrou-star-trim,jp-kanji,スターカット
furfrou-star-trim,en,Star Trim
furfrou-star-trim,fr,Coupe Étoile
furfrou-star-trim,it,Taglio Stella
furfrou-star-trim,de,Sternchenschnitt
furfrou-star-trim,es,Corte Estrella
furfrou-star-trim,ko,스타컷
furfrou-star-trim,zh-simp,星形造型
furfrou-star-trim,zh-trad,星形造型
furfrou-diamond-trim,jp-kana,ダイヤカット
furfrou-diamond-trim,jp-kanji,ダイヤカット
furfrou-diamond-trim,en,Diamond Trim
furfrou-diamond-trim,fr,Coupe Diamant
furfrou-diamond-trim,it,Taglio Diamante
furfrou-diamond-trim,de,Diamantenschnitt
furfrou-diamond-trim,es,Corte Rombo
furfrou-diamond-trim,ko,다이아컷
furfrou-diamond-trim,zh-simp,菱形造型
furfrou-diamond-trim,zh-trad,菱形造型
furfrou-debutante-trim,jp-kana,レディカット
furfrou-debutante-trim,jp-kanji,レディカット
furfrou-debutante-trim,en,Debutante Trim
furfrou-debutante-trim,fr,Coupe Demoiselle
furfrou-debutante-trim,it,Taglio Signorina
furfrou-debutante-trim,de,Fräuleinschnitt
furfrou-debutante-trim,es,Corte Señorita
furfrou-debutante-trim,ko,레이디컷
furfrou-debutante-trim,zh-simp,淑女造型
furfrou-debutante-trim,zh-trad,淑女造型
furfrou-matron-trim,jp-kana,マダムカット
furfrou-matron-trim,jp-kanji,マダムカット
furfrou-matron-trim,en,Matron Trim
furfrou-matron-trim,fr,Coupe Madame
furfrou-matron-trim,it,Taglio Gentildonna
furfrou-matron-trim,de,Damenschnitt
furfrou-matron-trim,es,Corte Dama
furfrou-matron-trim,ko,마담컷
furfrou-matron-trim,zh-simp,贵妇造型
furfrou-matron-trim,zh-trad,貴婦造型
furfrou-dandy-trim,jp-kana,ジェントルカット
furfrou-dandy-trim,jp-kanji,ジェントルカット
furfrou-dandy-trim,en,Dandy Trim
furfrou-dandy-trim,fr,Coupe Monsieur
furfrou-dandy-trim,it,Taglio Gentiluomo
furfrou-dandy-trim,de,Kavaliersschnitt
furfrou-dandy-trim,es,Corte Caballero
furfrou-dandy-trim,ko,젠틀컷
furfrou-dandy-trim,zh-simp,绅士造型
furfrou-dandy-trim,zh-trad,紳士造型
furfrou-la-reine-trim,jp-kana,クイーンカット
furfrou-la-reine-trim,jp-kanji,クイーンカット
furfrou-la-reine-trim,en,La Reine Trim
furfrou-la-reine-trim,fr,Coupe Reine
furfrou-la-reine-trim,it,Taglio Regina
furfrou-la-reine-trim,de,Königinnenschnitt
furfrou-la-reine-trim,es,Corte Aristocrático
furfrou-la-reine-trim,ko,퀸컷
furfrou-la-reine-trim,zh-simp,女王造型
furfrou-la-reine-trim,zh-trad,女王造型
furfrou-kabuki-trim,jp-kana,カブキカット
furfrou-kabuki-trim,jp-kanji,カブキカット
furfrou-kabuki-trim,en,Kabuki Trim
furfrou-kabuki-trim,fr,Coupe Kabuki
furfrou-kabuki-trim,it,Taglio Kabuki
furfrou-kabuki-trim,de,Kabuki-Schnitt
furfrou-kabuki-trim,es,Corte Kabuki
furfrou-kabuki-trim,ko,가부키컷
furfrou-kabuki-trim,zh-simp,歌舞伎造型
furfrou-kabuki-trim,zh-trad,歌舞伎造型
furfrou-pharaoh-trim,jp-kana,キングダムカット
furfrou-pharaoh-trim,jp-kanji,キングダムカット
furfrou-pharaoh-trim,en,Pharaoh Trim
furfrou-pharaoh-trim,fr,Coupe Pharaon
furfrou-pharaoh-trim,it,Taglio Faraone
furfrou-pharaoh-trim,de,Herrscherschnitt
furfrou-pharaoh-trim,es,Corte Faraónico
furfrou-pharaoh-trim,ko,킹덤컷
furfrou-pharaoh-trim,zh-simp,国王造型
furfrou-pharaoh-trim,zh-trad,國王造型
meowstic-male,jp-kana,オスのすがた
meowstic-male,jp-kanji,オスのすがた
meowstic-male,en,Male
meowstic-male,fr,Mâle
meowstic-male,it,Maschio
meowstic-male,de,Männlich
meowstic-male,es,Macho
meowstic-male,ko,수컷의 모습
meowstic-male,zh-simp,雄性的样子
meowstic-male,zh-trad,雄性的樣子
meowstic-female,jp-kana,メスのすがた
meowstic-female,jp-kanji,メスのすがた
meowstic-female,en,Female
meowstic-female,fr,Femelle
meowstic-female,it,Femmina
meowstic-female,de,Weiblich
meowstic-female,es,Hembra
meowstic-female,ko,암컷의 모습
meowstic-female,zh-simp,雌性的样子
meowstic-female,zh-trad,雌性的樣子
aegislash-shield-forme,jp-kana,シールドフォルム
aegislash-shield-forme,jp-kanji,シールドフォルム
aegislash-shield-forme,en,Shield Forme
aegislash-shield-forme,fr,Forme Parade
aegislash-shield-forme,it,Forma Scudo
aegislash-shield-forme,de,Schildform
aegislash-shield-forme,es,Forma Escudo
aegislash-shield-forme,ko,실드폼
aegislash-shield-forme,zh-simp,盾牌形态
aegislash-shield-forme,zh-trad,盾牌形態
aegislash-blade-forme,jp-kana,ブレードフォルム
aegislash-blade-forme,jp-kanji,ブレードフォルム
aegislash-blade-forme,en,Blade Forme
aegislash-blade-forme,fr,Forme Assaut
aegislash-blade-forme,it,Forma Spada
aegislash-blade-forme,de,Klingenform
aegislash-blade-forme,es,Forma Filo
aegislash-blade-forme,ko,블레이드폼
aegislash-blade-forme,zh-simp,刀剑形态
aegislash-blade-forme,zh-trad,刀劍形態
sliggoo-hisuian-form,jp-kana,ヒスイのすがた
sliggoo-hisuian-form,jp-kanji,ヒスイのすがた
sliggoo-hisuian-form,en,Hisuian Form
sliggoo-hisuian-form,fr,Forme de Hisui
sliggoo-hisuian-form,it,Forma di Hisui
sliggoo-hisuian-form,de,Hisui-Form
sliggoo-hisuian-form,es,Forma de Hisui
sliggoo-hisuian-form,ko,히스이의 모습
sliggoo-hisuian-form,zh-simp,洗翠的样子
sliggoo-hisuian-form,zh-trad,洗翠的樣子
goodra-hisuian-form,jp-kana,ヒスイのすがた
goodra-hisuian-form,jp-kanji,ヒスイのすがた
goodra-hisuian-form,en,Hisuian Form
goodra-hisuian-form,fr,Forme de Hisui
goodra-hisuian-form,it,Forma di Hisui
goodra-hisuian-form,de,Hisui-Form
goodra-hisuian-form,es,Forma de Hisui
goodra-hisuian-form,ko,히스이의 모습
goodra-hisuian-form,zh-simp,洗翠的样子
goodra-hisuian-form,zh-trad,洗翠的樣子
pumpkaboo-average-size,jp-kana,ふつうのサイズ
pumpkaboo-average-size,jp-kanji,ふつうのサイズ
pumpkaboo-average-size,en,Average Size
pumpkaboo-average-size,fr,Taille Normale
pumpkaboo-average-size,it,Normale
pumpkaboo-average-size,de,Größe M
pumpkaboo-average-size,es,Tamaño Normal
pumpkaboo-average-size,ko,보통 사이즈
pumpkaboo-average-size,zh-simp,普通尺寸
pumpkaboo-average-size,zh-trad,普通尺寸
pumpkaboo-small-size,jp-kana,ちいさいサイズ
pumpkaboo-small-size,jp-kanji,ちいさいサイズ
pumpkaboo-small-size,en,Small Size
pumpkaboo-small-size,fr,Taille Mini
pumpkaboo-small-size,it,Mini
pumpkaboo-small-size,de,Größe S
pumpkaboo-small-size,es,Tamaño Pequeño
pumpkaboo-small-size,ko,작은 사이즈
pumpkaboo-small-size,zh-simp,小尺寸
pumpkaboo-small-size,zh-trad,小尺寸
pumpkaboo-large-size,jp-kana,おおきいサイズ
pumpkaboo-large-size,jp-kanji,おおきいサイズ
pumpkaboo-large-size,en,Large Size
pumpkaboo-large-size,fr,Taille Maxi
pumpkaboo-large-size,it,Grande
pumpkaboo-large-size,de,Größe L
pumpkaboo-large-size,es,Tamaño Grande
pumpkaboo-large-size,ko,큰 사이즈
pumpkaboo-large-size,zh-simp,大尺寸
pumpkaboo-large-size,zh-trad,大尺寸
pumpkaboo-super-size,jp-kana,とくだいサイズ
pumpkaboo-super-size,jp-kanji,とくだいサイズ
pumpkaboo-super-size,en,Super Size
pumpkaboo-super-size,fr,Taille Ultra
pumpkaboo-super-size,it,Maxi
pumpkaboo-super-size,de,Größe XL
pumpkaboo-super-size,es,Tamaño Extragrande
pumpkaboo-super-size,ko,특대 사이즈
pumpkaboo-super-size,zh-simp,特大尺寸
pumpkaboo-super-size,zh-trad,特大尺寸
gourgeist-average-size,jp-kana,ふつうのサイズ
gourgeist-average-size,jp-kanji,ふつうのサイズ
gourgeist-average-size,en,Average Size
gourgeist-average-size,fr,Taille Normale
gourgeist-average-size,it,Normale
gourgeist-average-size,de,Größe M
gourgeist-average-size,es,Tamaño Normal
gourgeist-average-size,ko,보통 사이즈
gourgeist-average-size,zh-simp,普通尺寸
gourgeist-average-size,zh-trad,普通尺寸
gourgeist-small-size,jp-kana,ちいさいサイズ
gourgeist-small-size,jp-kanji,ちいさいサイズ
gourgeist-small-size,en,Small Size
gourgeist-small-size,fr,Taille Mini
gourgeist-small-size,it,Mini
gourgeist-small-size,de,Größe S
gourgeist-small-size,es,Tamaño Pequeño
gourgeist-small-size,ko,작은 사이즈
gourgeist-small-size,zh-simp,小尺寸
gourgeist-small-size,zh-trad,小尺寸
