game_group_identifier,pokemon_species_identifier,language_identifier,name
sm,vanillish,zh-trad,多多冰
sm,vanilluxe,jp-kana,バイバニラ
sm,vanilluxe,jp-kanji,バイバニラ
sm,vanilluxe,en,Vanilluxe
sm,vanilluxe,fr,Sorbouboul
sm,vanilluxe,it,Vanilluxe
sm,vanilluxe,de,Gelatwino
sm,vanilluxe,es,Vanilluxe
sm,vanilluxe,ko,배바닐라
sm,vanilluxe,zh-simp,双倍多多冰
sm,vanilluxe,zh-trad,雙倍多多冰
sm,deerling,jp-kana,シキジカ
sm,deerling,jp-kanji,シキジカ
sm,deerling,en,Deerling
sm,deerling,fr,Vivaldaim
sm,deerling,it,Deerling
sm,deerling,de,Sesokitz
sm,deerling,es,Deerling
sm,deerling,ko,사철록
sm,deerling,zh-simp,四季鹿
sm,deerling,zh-trad,四季鹿
sm,sawsbuck,jp-kana,メブキジカ
sm,sawsbuck,jp-kanji,メブキジカ
sm,sawsbuck,en,Sawsbuck
sm,sawsbuck,fr,Haydaim
sm,sawsbuck,it,Sawsbuck
sm,sawsbuck,de,Kronjuwild
sm,sawsbuck,es,Sawsbuck
sm,sawsbuck,ko,바라철록
sm,sawsbuck,zh-simp,萌芽鹿
sm,sawsbuck,zh-trad,萌芽鹿
sm,emolga,jp-kana,エモンガ
sm,emolga,jp-kanji,エモンガ
sm,emolga,en,Emolga
sm,emolga,fr,Emolga
sm,emolga,it,Emolga
sm,emolga,de,Emolga
sm,emolga,es,Emolga
sm,emolga,ko,에몽가
sm,emolga,zh-simp,电飞鼠
sm,emolga,zh-trad,電飛鼠
sm,karrablast,jp-kana,カブルモ
sm,karrablast,jp-kanji,カブルモ
sm,karrablast,en,Karrablast
sm,karrablast,fr,Carabing
sm,karrablast,it,Karrablast
sm,karrablast,de,Laukaps
sm,karrablast,es,Karrablast
sm,karrablast,ko,딱정곤
sm,karrablast,zh-simp,盖盖虫
sm,karrablast,zh-trad,蓋蓋蟲
sm,escavalier,jp-kana,シュバルゴ
sm,escavalier,jp-kanji,シュバルゴ
sm,escavalier,en,Escavalier
sm,escavalier,fr,Lançargot
sm,escavalier,it,Escavalier
sm,escavalier,de,Cavalanzas
sm,escavalier,es,Escavalier
sm,escavalier,ko,슈바르고
sm,escavalier,zh-simp,骑士蜗牛
sm,escavalier,zh-trad,騎士蝸牛
sm,foongus,jp-kana,タマゲタケ
sm,foongus,jp-kanji,タマゲタケ
sm,foongus,en,Foongus
sm,foongus,fr,Trompignon
sm,foongus,it,Foongus
sm,foongus,de,Tarnpignon
sm,foongus,es,Foongus
sm,foongus,ko,깜놀버슬
sm,foongus,zh-simp,哎呀球菇
sm,foongus,zh-trad,哎呀球菇
sm,amoonguss,jp-kana,モロバレル
sm,amoonguss,jp-kanji,モロバレル
sm,amoonguss,en,Amoonguss
sm,amoonguss,fr,Gaulet
sm,amoonguss,it,Amoonguss
sm,amoonguss,de,Hutsassa
sm,amoonguss,es,Amoonguss
sm,amoonguss,ko,뽀록나
sm,amoonguss,zh-simp,败露球菇
sm,amoonguss,zh-trad,敗露球菇
sm,frillish,jp-kana,プルリル
sm,frillish,jp-kanji,プルリル
sm,frillish,en,Frillish
sm,frillish,fr,Viskuse
sm,frillish,it,Frillish
sm,frillish,de,Quabbel
sm,frillish,es,Frillish
sm,frillish,ko,탱그릴
sm,frillish,zh-simp,轻飘飘
sm,frillish,zh-trad,輕飄飄
sm,jellicent,jp-kana,ブルンゲル
sm,jellicent,jp-kanji,ブルンゲル
sm,jellicent,en,Jellicent
sm,jellicent,fr,Moyade
sm,jellicent,it,Jellicent
sm,jellicent,de,Apoquallyp
sm,jellicent,es,Jellicent
sm,jellicent,ko,탱탱겔
sm,jellicent,zh-simp,胖嘟嘟
sm,jellicent,zh-trad,胖嘟嘟
sm,alomomola,jp-kana,ママンボウ
sm,alomomola,jp-kanji,ママンボウ
sm,alomomola,en,Alomomola
sm,alomomola,fr,Mamanbo
sm,alomomola,it,Alomomola
sm,alomomola,de,Mamolida
sm,alomomola,es,Alomomola
sm,alomomola,ko,맘복치
sm,alomomola,zh-simp,保姆曼波
sm,alomomola,zh-trad,保母曼波
sm,joltik,jp-kana,バチュル
sm,joltik,jp-kanji,バチュル
sm,joltik,en,Joltik
sm,joltik,fr,Statitik
sm,joltik,it,Joltik
sm,joltik,de,Wattzapf
sm,joltik,es,Joltik
sm,joltik,ko,파쪼옥
sm,joltik,zh-simp,电电虫
sm,joltik,zh-trad,電電蟲
sm,galvantula,jp-kana,デンチュラ
sm,galvantula,jp-kanji,デンチュラ
sm,galvantula,en,Galvantula
sm,galvantula,fr,Mygavolt
sm,galvantula,it,Galvantula
sm,galvantula,de,Voltula
sm,galvantula,es,Galvantula
sm,galvantula,ko,전툴라
sm,galvantula,zh-simp,电蜘蛛
sm,galvantula,zh-trad,電蜘蛛
sm,ferroseed,jp-kana,テッシード
sm,ferroseed,jp-kanji,テッシード
sm,ferroseed,en,Ferroseed
sm,ferroseed,fr,Grindur
sm,ferroseed,it,Ferroseed
sm,ferroseed,de,Kastadur
sm,ferroseed,es,Ferroseed
sm,ferroseed,ko,철시드
sm,ferroseed,zh-simp,种子铁球
sm,ferroseed,zh-trad,種子鐵球
sm,ferrothorn,jp-kana,ナットレイ
sm,ferrothorn,jp-kanji,ナットレイ
sm,ferrothorn,en,Ferrothorn
sm,ferrothorn,fr,Noacier
sm,ferrothorn,it,Ferrothorn
sm,ferrothorn,de,Tentantel
sm,ferrothorn,es,Ferrothorn
sm,ferrothorn,ko,너트령
sm,ferrothorn,zh-simp,坚果哑铃
sm,ferrothorn,zh-trad,堅果啞鈴
sm,klink,jp-kana,ギアル
sm,klink,jp-kanji,ギアル
sm,klink,en,Klink
sm,klink,fr,Tic
sm,klink,it,Klink
sm,klink,de,Klikk
sm,klink,es,Klink
sm,klink,ko,기어르
sm,klink,zh-simp,齿轮儿
sm,klink,zh-trad,齒輪兒
sm,klang,jp-kana,ギギアル
sm,klang,jp-kanji,ギギアル
sm,klang,en,Klang
sm,klang,fr,Clic
sm,klang,it,Klang
sm,klang,de,Kliklak
sm,klang,es,Klang
sm,klang,ko,기기어르
sm,klang,zh-simp,齿轮组
sm,klang,zh-trad,齒輪組
sm,klinklang,jp-kana,ギギギアル
sm,klinklang,jp-kanji,ギギギアル
sm,klinklang,en,Klinklang
sm,klinklang,fr,Cliticlic
sm,klinklang,it,Klinklang
sm,klinklang,de,Klikdiklak
sm,klinklang,es,Klinklang
sm,klinklang,ko,기기기어르
sm,klinklang,zh-simp,齿轮怪
sm,klinklang,zh-trad,齒輪怪
sm,tynamo,jp-kana,シビシラス
sm,tynamo,jp-kanji,シビシラス
sm,tynamo,en,Tynamo
sm,tynamo,fr,Anchwatt
sm,tynamo,it,Tynamo
sm,tynamo,de,Zapplardin
sm,tynamo,es,Tynamo
sm,tynamo,ko,저리어
sm,tynamo,zh-simp,麻麻小鱼
sm,tynamo,zh-trad,麻麻小魚
sm,eelektrik,jp-kana,シビビール
sm,eelektrik,jp-kanji,シビビール
sm,eelektrik,en,Eelektrik
sm,eelektrik,fr,Lampéroie
sm,eelektrik,it,Eelektrik
sm,eelektrik,de,Zapplalek
sm,eelektrik,es,Eelektrik
sm,eelektrik,ko,저리릴
sm,eelektrik,zh-simp,麻麻鳗
sm,eelektrik,zh-trad,麻麻鰻
sm,eelektross,jp-kana,シビルドン
sm,eelektross,jp-kanji,シビルドン
sm,eelektross,en,Eelektross
sm,eelektross,fr,Ohmassacre
sm,eelektross,it,Eelektross
sm,eelektross,de,Zapplarang
sm,eelektross,es,Eelektross
sm,eelektross,ko,저리더프
sm,eelektross,zh-simp,麻麻鳗鱼王
sm,eelektross,zh-trad,麻麻鰻魚王
sm,elgyem,jp-kana,リグレー
sm,elgyem,jp-kanji,リグレー
sm,elgyem,en,Elgyem
sm,elgyem,fr,Lewsor
sm,elgyem,it,Elgyem
sm,elgyem,de,Pygraulon
sm,elgyem,es,Elgyem
sm,elgyem,ko,리그레
sm,elgyem,zh-simp,小灰怪
sm,elgyem,zh-trad,小灰怪
sm,beheeyem,jp-kana,オーベム
sm,beheeyem,jp-kanji,オーベム
sm,beheeyem,en,Beheeyem
sm,beheeyem,fr,Neitram
sm,beheeyem,it,Beheeyem
sm,beheeyem,de,Megalon
sm,beheeyem,es,Beheeyem
sm,beheeyem,ko,벰크
sm,beheeyem,zh-simp,大宇怪
sm,beheeyem,zh-trad,大宇怪
sm,litwick,jp-kana,ヒトモシ
sm,litwick,jp-kanji,ヒトモシ
sm,litwick,en,Litwick
sm,litwick,fr,Funécire
sm,litwick,it,Litwick
sm,litwick,de,Lichtel
sm,litwick,es,Litwick
sm,litwick,ko,불켜미
sm,litwick,zh-simp,烛光灵
sm,litwick,zh-trad,燭光靈
sm,lampent,jp-kana,ランプラー
sm,lampent,jp-kanji,ランプラー
sm,lampent,en,Lampent
sm,lampent,fr,Mélancolux
sm,lampent,it,Lampent
sm,lampent,de,Laternecto
sm,lampent,es,Lampent
sm,lampent,ko,램프라
sm,lampent,zh-simp,灯火幽灵
sm,lampent,zh-trad,燈火幽靈
sm,chandelure,jp-kana,シャンデラ
sm,chandelure,jp-kanji,シャンデラ
sm,chandelure,en,Chandelure
sm,chandelure,fr,Lugulabre
sm,chandelure,it,Chandelure
sm,chandelure,de,Skelabra
sm,chandelure,es,Chandelure
sm,chandelure,ko,샹델라
sm,chandelure,zh-simp,水晶灯火灵
sm,chandelure,zh-trad,水晶燈火靈
sm,axew,jp-kana,キバゴ
sm,axew,jp-kanji,キバゴ
sm,axew,en,Axew
sm,axew,fr,Coupenotte
sm,axew,it,Axew
sm,axew,de,Milza
sm,axew,es,Axew
sm,axew,ko,터검니
sm,axew,zh-simp,牙牙
sm,axew,zh-trad,牙牙
sm,fraxure,jp-kana,オノンド
sm,fraxure,jp-kanji,オノンド
sm,fraxure,en,Fraxure
sm,fraxure,fr,Incisache
sm,fraxure,it,Fraxure
sm,fraxure,de,Sharfax
sm,fraxure,es,Fraxure
sm,fraxure,ko,액슨도
sm,fraxure,zh-simp,斧牙龙
sm,fraxure,zh-trad,斧牙龍
sm,haxorus,jp-kana,オノノクス
sm,haxorus,jp-kanji,オノノクス
sm,haxorus,en,Haxorus
sm,haxorus,fr,Tranchodon
sm,haxorus,it,Haxorus
sm,haxorus,de,Maxax
sm,haxorus,es,Haxorus
sm,haxorus,ko,액스라이즈
sm,haxorus,zh-simp,双斧战龙
sm,haxorus,zh-trad,雙斧戰龍
sm,cubchoo,jp-kana,クマシュン
sm,cubchoo,jp-kanji,クマシュン
sm,cubchoo,en,Cubchoo
sm,cubchoo,fr,Polarhume
sm,cubchoo,it,Cubchoo
sm,cubchoo,de,Petznief
sm,cubchoo,es,Cubchoo
sm,cubchoo,ko,코고미
sm,cubchoo,zh-simp,喷嚏熊
sm,cubchoo,zh-trad,噴嚏熊
sm,beartic,jp-kana,ツンベアー
sm,beartic,jp-kanji,ツンベアー
sm,beartic,en,Beartic
sm,beartic,fr,Polagriffe
sm,beartic,it,Beartic
sm,beartic,de,Siberio
sm,beartic,es,Beartic
sm,beartic,ko,툰베어
sm,beartic,zh-simp,冻原熊
sm,beartic,zh-trad,凍原熊
sm,cryogonal,jp-kana,フリージオ
sm,cryogonal,jp-kanji,フリージオ
sm,cryogonal,en,Cryogonal
sm,cryogonal,fr,Hexagel
sm,cryogonal,it,Cryogonal
sm,cryogonal,de,Frigometri
sm,cryogonal,es,Cryogonal
sm,cryogonal,ko,프리지오
sm,cryogonal,zh-simp,几何雪花
sm,cryogonal,zh-trad,幾何雪花
sm,shelmet,jp-kana,チョボマキ
sm,shelmet,jp-kanji,チョボマキ
sm,shelmet,en,Shelmet
sm,shelmet,fr,Escargaume
sm,shelmet,it,Shelmet
sm,shelmet,de,Schnuthelm
sm,shelmet,es,Shelmet
sm,shelmet,ko,쪼마리
sm,shelmet,zh-simp,小嘴蜗
sm,shelmet,zh-trad,小嘴蝸
sm,accelgor,jp-kana,アギルダー
sm,accelgor,jp-kanji,アギルダー
sm,accelgor,en,Accelgor
sm,accelgor,fr,Limaspeed
sm,accelgor,it,Accelgor
sm,accelgor,de,Hydragil
sm,accelgor,es,Accelgor
sm,accelgor,ko,어지리더
sm,accelgor,zh-simp,敏捷虫
sm,accelgor,zh-trad,敏捷蟲
sm,stunfisk,jp-kana,マッギョ
sm,stunfisk,jp-kanji,マッギョ
sm,stunfisk,en,Stunfisk
sm,stunfisk,fr,Limonde
sm,stunfisk,it,Stunfisk
sm,stunfisk,de,Flunschlik
sm,stunfisk,es,Stunfisk
sm,stunfisk,ko,메더
sm,stunfisk,zh-simp,泥巴鱼
sm,stunfisk,zh-trad,泥巴魚
sm,mienfoo,jp-kana,コジョフー
sm,mienfoo,jp-kanji,コジョフー
sm,mienfoo,en,Mienfoo
sm,mienfoo,fr,Kungfouine
sm,mienfoo,it,Mienfoo
sm,mienfoo,de,Lin-Fu
sm,mienfoo,es,Mienfoo
sm,mienfoo,ko,비조푸
sm,mienfoo,zh-simp,功夫鼬
sm,mienfoo,zh-trad,功夫鼬
sm,mienshao,jp-kana,コジョンド
sm,mienshao,jp-kanji,コジョンド
sm,mienshao,en,Mienshao
sm,mienshao,fr,Shaofouine
sm,mienshao,it,Mienshao
sm,mienshao,de,Wie-Shu
sm,mienshao,es,Mienshao
sm,mienshao,ko,비조도
sm,mienshao,zh-simp,师父鼬
sm,mienshao,zh-trad,師父鼬
sm,druddigon,jp-kana,クリムガン
sm,druddigon,jp-kanji,クリムガン
sm,druddigon,en,Druddigon
sm,druddigon,fr,Drakkarmin
sm,druddigon,it,Druddigon
sm,druddigon,de,Shardrago
sm,druddigon,es,Druddigon
sm,druddigon,ko,크리만
sm,druddigon,zh-simp,赤面龙
sm,druddigon,zh-trad,赤面龍
sm,golett,jp-kana,ゴビット
sm,golett,jp-kanji,ゴビット
sm,golett,en,Golett
sm,golett,fr,Gringolem
sm,golett,it,Golett
sm,golett,de,Golbit
sm,golett,es,Golett
sm,golett,ko,골비람
sm,golett,zh-simp,泥偶小人
sm,golett,zh-trad,泥偶小人
sm,golurk,jp-kana,ゴルーグ
sm,golurk,jp-kanji,ゴルーグ
sm,golurk,en,Golurk
sm,golurk,fr,Golemastoc
sm,golurk,it,Golurk
sm,golurk,de,Golgantes
sm,golurk,es,Golurk
sm,golurk,ko,골루그
sm,golurk,zh-simp,泥偶巨人
sm,golurk,zh-trad,泥偶巨人
sm,pawniard,jp-kana,コマタナ
sm,pawniard,jp-kanji,コマタナ
sm,pawniard,en,Pawniard
sm,pawniard,fr,Scalpion
sm,pawniard,it,Pawniard
sm,pawniard,de,Gladiantri
sm,pawniard,es,Pawniard
sm,pawniard,ko,자망칼
sm,pawniard,zh-simp,驹刀小兵
sm,pawniard,zh-trad,駒刀小兵
sm,bisharp,jp-kana,キリキザン
sm,bisharp,jp-kanji,キリキザン
sm,bisharp,en,Bisharp
sm,bisharp,fr,Scalproie
sm,bisharp,it,Bisharp
sm,bisharp,de,Caesurio
sm,bisharp,es,Bisharp
sm,bisharp,ko,절각참
sm,bisharp,zh-simp,劈斩司令
sm,bisharp,zh-trad,劈斬司令
sm,bouffalant,jp-kana,バッフロン
sm,bouffalant,jp-kanji,バッフロン
sm,bouffalant,en,Bouffalant
sm,bouffalant,fr,Frison
sm,bouffalant,it,Bouffalant
sm,bouffalant,de,Bisofank
sm,bouffalant,es,Bouffalant
sm,bouffalant,ko,버프론
sm,bouffalant,zh-simp,爆炸头水牛
sm,bouffalant,zh-trad,爆炸頭水牛
sm,rufflet,jp-kana,ワシボン
sm,rufflet,jp-kanji,ワシボン
sm,rufflet,en,Rufflet
sm,rufflet,fr,Furaiglon
sm,rufflet,it,Rufflet
sm,rufflet,de,Geronimatz
sm,rufflet,es,Rufflet
sm,rufflet,ko,수리둥보
sm,rufflet,zh-simp,毛头小鹰
sm,rufflet,zh-trad,毛頭小鷹
sm,braviary,jp-kana,ウォーグル
sm,braviary,jp-kanji,ウォーグル
sm,braviary,en,Braviary
sm,braviary,fr,Gueriaigle
sm,braviary,it,Braviary
sm,braviary,de,Washakwil
sm,braviary,es,Braviary
sm,braviary,ko,워글
sm,braviary,zh-simp,勇士雄鹰
sm,braviary,zh-trad,勇士雄鷹
sm,vullaby,jp-kana,バルチャイ
sm,vullaby,jp-kanji,バルチャイ
sm,vullaby,en,Vullaby
sm,vullaby,fr,Vostourno
sm,vullaby,it,Vullaby
sm,vullaby,de,Skallyk
sm,vullaby,es,Vullaby
sm,vullaby,ko,벌차이
sm,vullaby,zh-simp,秃鹰丫头
sm,vullaby,zh-trad,禿鷹丫頭
sm,mandibuzz,jp-kana,バルジーナ
sm,mandibuzz,jp-kanji,バルジーナ
sm,mandibuzz,en,Mandibuzz
sm,mandibuzz,fr,Vaututrice
sm,mandibuzz,it,Mandibuzz
sm,mandibuzz,de,Grypheldis
sm,mandibuzz,es,Mandibuzz
sm,mandibuzz,ko,버랜지나
sm,mandibuzz,zh-simp,秃鹰娜
sm,mandibuzz,zh-trad,禿鷹娜
sm,heatmor,jp-kana,クイタラン
sm,heatmor,jp-kanji,クイタラン
sm,heatmor,en,Heatmor
sm,heatmor,fr,Aflamanoir
sm,heatmor,it,Heatmor
sm,heatmor,de,Furnifraß
sm,heatmor,es,Heatmor
sm,heatmor,ko,앤티골
sm,heatmor,zh-simp,熔蚁兽
sm,heatmor,zh-trad,熔蟻獸
sm,durant,jp-kana,アイアント
sm,durant,jp-kanji,アイアント
sm,durant,en,Durant
sm,durant,fr,Fermite
sm,durant,it,Durant
sm,durant,de,Fermicula
sm,durant,es,Durant
sm,durant,ko,아이앤트
sm,durant,zh-simp,铁蚁
sm,durant,zh-trad,鐵蟻
sm,deino,jp-kana,モノズ
sm,deino,jp-kanji,モノズ
sm,deino,en,Deino
sm,deino,fr,Solochi
sm,deino,it,Deino
sm,deino,de,Kapuno
sm,deino,es,Deino
sm,deino,ko,모노두
sm,deino,zh-simp,单首龙
sm,deino,zh-trad,單首龍
sm,zweilous,jp-kana,ジヘッド
sm,zweilous,jp-kanji,ジヘッド
sm,zweilous,en,Zweilous
sm,zweilous,fr,Diamat
sm,zweilous,it,Zweilous
sm,zweilous,de,Duodino
sm,zweilous,es,Zweilous
sm,zweilous,ko,디헤드
sm,zweilous,zh-simp,双首暴龙
sm,zweilous,zh-trad,雙首暴龍
sm,hydreigon,jp-kana,サザンドラ
sm,hydreigon,jp-kanji,サザンドラ
sm,hydreigon,en,Hydreigon
sm,hydreigon,fr,Trioxhydre
sm,hydreigon,it,Hydreigon
sm,hydreigon,de,Trikephalo
sm,hydreigon,es,Hydreigon
sm,hydreigon,ko,삼삼드래
sm,hydreigon,zh-simp,三首恶龙
sm,hydreigon,zh-trad,三首惡龍
sm,larvesta,jp-kana,メラルバ
sm,larvesta,jp-kanji,メラルバ
sm,larvesta,en,Larvesta
sm,larvesta,fr,Pyronille
sm,larvesta,it,Larvesta
sm,larvesta,de,Ignivor
sm,larvesta,es,Larvesta
sm,larvesta,ko,활화르바
sm,larvesta,zh-simp,燃烧虫
sm,larvesta,zh-trad,燃燒蟲
sm,volcarona,jp-kana,ウルガモス
sm,volcarona,jp-kanji,ウルガモス
sm,volcarona,en,Volcarona
sm,volcarona,fr,Pyrax
sm,volcarona,it,Volcarona
sm,volcarona,de,Ramoth
sm,volcarona,es,Volcarona
sm,volcarona,ko,불카모스
sm,volcarona,zh-simp,火神蛾
sm,volcarona,zh-trad,火神蛾
sm,cobalion,jp-kana,コバルオン
sm,cobalion,jp-kanji,コバルオン
sm,cobalion,en,Cobalion
sm,cobalion,fr,Cobaltium
sm,cobalion,it,Cobalion
sm,cobalion,de,Kobalium
sm,cobalion,es,Cobalion
sm,cobalion,ko,코바르온
sm,cobalion,zh-simp,勾帕路翁
sm,cobalion,zh-trad,勾帕路翁
sm,terrakion,jp-kana,テラキオン
sm,terrakion,jp-kanji,テラキオン
sm,terrakion,en,Terrakion
sm,terrakion,fr,Terrakium
sm,terrakion,it,Terrakion
sm,terrakion,de,Terrakium
sm,terrakion,es,Terrakion
sm,terrakion,ko,테라키온
sm,terrakion,zh-simp,代拉基翁
sm,terrakion,zh-trad,代拉基翁
sm,virizion,jp-kana,ビリジオン
sm,virizion,jp-kanji,ビリジオン
sm,virizion,en,Virizion
sm,virizion,fr,Viridium
sm,virizion,it,Virizion
sm,virizion,de,Viridium
sm,virizion,es,Virizion
sm,virizion,ko,비리디온
sm,virizion,zh-simp,毕力吉翁
sm,virizion,zh-trad,畢力吉翁
sm,tornadus,jp-kana,トルネロス
sm,tornadus,jp-kanji,トルネロス
sm,tornadus,en,Tornadus
sm,tornadus,fr,Boréas
sm,tornadus,it,Tornadus
sm,tornadus,de,Boreos
sm,tornadus,es,Tornadus
sm,tornadus,ko,토네로스
sm,tornadus,zh-simp,龙卷云
sm,tornadus,zh-trad,龍捲雲
sm,thundurus,jp-kana,ボルトロス
sm,thundurus,jp-kanji,ボルトロス
sm,thundurus,en,Thundurus
sm,thundurus,fr,Fulguris
sm,thundurus,it,Thundurus
sm,thundurus,de,Voltolos
sm,thundurus,es,Thundurus
sm,thundurus,ko,볼트로스
sm,thundurus,zh-simp,雷电云
sm,thundurus,zh-trad,雷電雲
sm,reshiram,jp-kana,レシラム
sm,reshiram,jp-kanji,レシラム
sm,reshiram,en,Reshiram
sm,reshiram,fr,Reshiram
sm,reshiram,it,Reshiram
sm,reshiram,de,Reshiram
sm,reshiram,es,Reshiram
sm,reshiram,ko,레시라무
sm,reshiram,zh-simp,莱希拉姆
sm,reshiram,zh-trad,萊希拉姆
sm,zekrom,jp-kana,ゼクロム
sm,zekrom,jp-kanji,ゼクロム
sm,zekrom,en,Zekrom
sm,zekrom,fr,Zekrom
sm,zekrom,it,Zekrom
sm,zekrom,de,Zekrom
sm,zekrom,es,Zekrom
sm,zekrom,ko,제크로무
sm,zekrom,zh-simp,捷克罗姆
sm,zekrom,zh-trad,捷克羅姆
sm,landorus,jp-kana,ランドロス
sm,landorus,jp-kanji,ランドロス
sm,landorus,en,Landorus
sm,landorus,fr,Démétéros
sm,landorus,it,Landorus
sm,landorus,de,Demeteros
sm,landorus,es,Landorus
sm,landorus,ko,랜드로스
sm,landorus,zh-simp,土地云
sm,landorus,zh-trad,土地雲
sm,kyurem,jp-kana,キュレム
sm,kyurem,jp-kanji,キュレム
sm,kyurem,en,Kyurem
sm,kyurem,fr,Kyurem
sm,kyurem,it,Kyurem
sm,kyurem,de,Kyurem
sm,kyurem,es,Kyurem
sm,kyurem,ko,큐레무
sm,kyurem,zh-simp,酋雷姆
sm,kyurem,zh-trad,酋雷姆
sm,keldeo,jp-kana,ケルディオ
sm,keldeo,jp-kanji,ケルディオ
sm,keldeo,en,Keldeo
sm,keldeo,fr,Keldeo
sm,keldeo,it,Keldeo
sm,keldeo,de,Keldeo
sm,keldeo,es,Keldeo
sm,keldeo,ko,케르디오
sm,keldeo,zh-simp,凯路迪欧
sm,keldeo,zh-trad,凱路迪歐
sm,meloetta,jp-kana,メロエッタ
sm,meloetta,jp-kanji,メロエッタ
sm,meloetta,en,Meloetta
sm,meloetta,fr,Meloetta
sm,meloetta,it,Meloetta
sm,meloetta,de,Meloetta
sm,meloetta,es,Meloetta
sm,meloetta,ko,메로엣타
sm,meloetta,zh-simp,美洛耶塔
sm,meloetta,zh-trad,美洛耶塔
sm,genesect,jp-kana,ゲノセクト
sm,genesect,jp-kanji,ゲノセクト
sm,genesect,en,Genesect
sm,genesect,fr,Genesect
sm,genesect,it,Genesect
sm,genesect,de,Genesect
sm,genesect,es,Genesect
sm,genesect,ko,게노세크트
sm,genesect,zh-simp,盖诺赛克特
sm,genesect,zh-trad,蓋諾賽克特
sm,chespin,jp-kana,ハリマロン
sm,chespin,jp-kanji,ハリマロン
sm,chespin,en,Chespin
sm,chespin,fr,Marisson
sm,chespin,it,Chespin
sm,chespin,de,Igamaro
sm,chespin,es,Chespin
sm,chespin,ko,도치마론
sm,chespin,zh-simp,哈力栗
sm,chespin,zh-trad,哈力栗
sm,quilladin,jp-kana,ハリボーグ
sm,quilladin,jp-kanji,ハリボーグ
sm,quilladin,en,Quilladin
sm,quilladin,fr,Boguérisse
sm,quilladin,it,Quilladin
sm,quilladin,de,Igastarnish
sm,quilladin,es,Quilladin
sm,quilladin,ko,도치보구
sm,quilladin,zh-simp,胖胖哈力
sm,quilladin,zh-trad,胖胖哈力
sm,chesnaught,jp-kana,ブリガロン
sm,chesnaught,jp-kanji,ブリガロン
sm,chesnaught,en,Chesnaught
sm,chesnaught,fr,Blindépique
sm,chesnaught,it,Chesnaught
sm,chesnaught,de,Brigaron
sm,chesnaught,es,Chesnaught
sm,chesnaught,ko,브리가론
sm,chesnaught,zh-simp,布里卡隆
sm,chesnaught,zh-trad,布里卡隆
sm,fennekin,jp-kana,フォッコ
sm,fennekin,jp-kanji,フォッコ
sm,fennekin,en,Fennekin
sm,fennekin,fr,Feunnec
sm,fennekin,it,Fennekin
sm,fennekin,de,Fynx
sm,fennekin,es,Fennekin
sm,fennekin,ko,푸호꼬
sm,fennekin,zh-simp,火狐狸
sm,fennekin,zh-trad,火狐狸
sm,braixen,jp-kana,テールナー
sm,braixen,jp-kanji,テールナー
sm,braixen,en,Braixen
sm,braixen,fr,Roussil
sm,braixen,it,Braixen
sm,braixen,de,Rutena
sm,braixen,es,Braixen
sm,braixen,ko,테르나
sm,braixen,zh-simp,长尾火狐
sm,braixen,zh-trad,長尾火狐
sm,delphox,jp-kana,マフォクシー
sm,delphox,jp-kanji,マフォクシー
sm,delphox,en,Delphox
sm,delphox,fr,Goupelin
sm,delphox,it,Delphox
sm,delphox,de,Fennexis
sm,delphox,es,Delphox
sm,delphox,ko,마폭시
sm,delphox,zh-simp,妖火红狐
sm,delphox,zh-trad,妖火紅狐
sm,froakie,jp-kana,ケロマツ
sm,froakie,jp-kanji,ケロマツ
sm,froakie,en,Froakie
sm,froakie,fr,Grenousse
sm,froakie,it,Froakie
sm,froakie,de,Froxy
sm,froakie,es,Froakie
sm,froakie,ko,개구마르
sm,froakie,zh-simp,呱呱泡蛙
sm,froakie,zh-trad,呱呱泡蛙
sm,frogadier,jp-kana,ゲコガシラ
sm,frogadier,jp-kanji,ゲコガシラ
sm,frogadier,en,Frogadier
sm,frogadier,fr,Croâporal
sm,frogadier,it,Frogadier
sm,frogadier,de,Amphizel
sm,frogadier,es,Frogadier
sm,frogadier,ko,개굴반장
sm,frogadier,zh-simp,呱头蛙
sm,frogadier,zh-trad,呱頭蛙
sm,greninja,jp-kana,ゲッコウガ
sm,greninja,jp-kanji,ゲッコウガ
sm,greninja,en,Greninja
sm,greninja,fr,Amphinobi
sm,greninja,it,Greninja
sm,greninja,de,Quajutsu
sm,greninja,es,Greninja
sm,greninja,ko,개굴닌자
sm,greninja,zh-simp,甲贺忍蛙
sm,greninja,zh-trad,甲賀忍蛙
sm,bunnelby,jp-kana,ホルビー
sm,bunnelby,jp-kanji,ホルビー
sm,bunnelby,en,Bunnelby
sm,bunnelby,fr,Sapereau
sm,bunnelby,it,Bunnelby
sm,bunnelby,de,Scoppel
sm,bunnelby,es,Bunnelby
sm,bunnelby,ko,파르빗
sm,bunnelby,zh-simp,掘掘兔
sm,bunnelby,zh-trad,掘掘兔
sm,diggersby,jp-kana,ホルード
sm,diggersby,jp-kanji,ホルード
sm,diggersby,en,Diggersby
sm,diggersby,fr,Excavarenne
sm,diggersby,it,Diggersby
sm,diggersby,de,Grebbit
sm,diggersby,es,Diggersby
sm,diggersby,ko,파르토
sm,diggersby,zh-simp,掘地兔
sm,diggersby,zh-trad,掘地兔
sm,fletchling,jp-kana,ヤヤコマ
sm,fletchling,jp-kanji,ヤヤコマ
sm,fletchling,en,Fletchling
