item_identifier,language,game_group_from,game_revision_from,game_group_to,game_revision_to,name
lost-item,es,gs,,c,,OBJ. PERDIDO
lost-item,es,hgss,,b2w2,,Obj. Perdido
love-ball,en,gs,,c,,LOVE BALL
love-ball,fr,gs,,c,,LOVE BALL
love-ball,it,gs,,c,,LOVE BALL
love-ball,de,gs,,c,,SYMPABALL
love-ball,es,gs,,c,,AMOR BALL
luck-incense,es,dp,,b2w2,,Incie. Duplo
lucky-egg,en,gs,,e,,LUCKY EGG
lucky-egg,fr,gs,,e,,OEUF CHANCE
lucky-egg,fr,dp,,hgss,,Oeuf Chance
lucky-egg,it,gs,,e,,FORTUNUOVO
lucky-egg,de,gs,,e,,GLÜCKS-EI
lucky-egg,es,gs,,e,,HUEVO SUERTE
lucky-egg,ko,gs,,gs,,행복의 알
lucky-punch,en,gs,,e,,LUCKY PUNCH
lucky-punch,fr,gs,,e,,POING CHANCE
lucky-punch,it,gs,,e,,FORTUNPUGNO
lucky-punch,de,gs,,e,,LUCKY PUNCH
lucky-punch,es,gs,,e,,PUÑO SUERTE
lucky-punch,ko,gs,,gs,,럭키 펀치
lum-berry,en,rs,,e,,LUM BERRY
lum-berry,fr,rs,,e,,BAIE PRINE
lum-berry,it,rs,,e,,BACCAPRUGNA
lum-berry,de,rs,,e,,PRUNUSBEERE
lum-berry,es,rs,,e,,BAYA ZIUELA
lunar-feather,en,dp,,ss,,Lunar Wing
lunar-feather,fr,dp,,ss,,Lun’Aile
lunar-feather,it,dp,,ss,,Alalunare
lunar-feather,ko,dp,,la,,초승달날개
lure-ball,en,gs,,c,,LURE BALL
lure-ball,fr,gs,,c,,APPAT BALL
lure-ball,it,gs,,c,,ESCA BALL
lure-ball,de,gs,,c,,KÖDERBALL
lure-ball,es,gs,,c,,CEBO BALL
luxury-ball,en,rs,,e,,LUXURY BALL
luxury-ball,fr,rs,,e,,LUXE BALL
luxury-ball,it,rs,,e,,CHIC BALL
luxury-ball,de,rs,,e,,LUXUSBALL
luxury-ball,es,rs,,e,,LUJO BALL
mach-bike,en,rs,,e,,MACH BIKE
mach-bike,fr,rs,,e,,VELO COURSE
mach-bike,it,rs,,e,,BICI CORSA
mach-bike,de,rs,,e,,EILRAD
mach-bike,es,rs,,e,,BICI CARRERA
machine-part,en,gs,,c,,MACHINE PART
machine-part,fr,gs,,c,,PARTIE MACH.
machine-part,fr,hgss,,b2w2,,Partie Mach.
machine-part,it,gs,,c,,PEZZO MACCH.
machine-part,it,hgss,,la,,Pezzo macch.
machine-part,de,gs,,c,,SPULE
machine-part,es,gs,,c,,MAQUINARIA
macho-brace,en,rs,,e,,MACHO BRACE
macho-brace,fr,rs,,e,,BRAC. MACHO
macho-brace,fr,dp,,b2w2,,Brac. Macho
macho-brace,it,rs,,e,,CRESCICAPPA
macho-brace,de,rs,,e,,MACHOBAND
macho-brace,de,dp,,la,,Machoband
macho-brace,es,rs,,e,,VESTIDURA
magnet,en,gs,,e,,MAGNET
magnet,fr,gs,,e,,AIMANT
magnet,it,gs,,e,,CALAMITA
magnet,de,gs,,e,,MAGNET
magnet,es,gs,,e,,IMÁN
mago-berry,en,rs,,e,,MAGO BERRY
mago-berry,fr,rs,,e,,BAIE MAGO
mago-berry,it,rs,,e,,BACCAMANGO
mago-berry,de,rs,,e,,MAGOBEERE
mago-berry,es,rs,,e,,BAYA ANGO
magost-berry,en,rs,,e,,MAGOST BERRY
magost-berry,fr,rs,,e,,BAIE MANGOU
magost-berry,it,rs,,e,,BACCAGOSTAN
magost-berry,de,rs,,e,,MAGOSTBEERE
magost-berry,es,rs,,e,,BAYA AOSTAN
master-ball,en,rb,,e,,MASTER BALL
master-ball,fr,rb,,e,,MASTER BALL
master-ball,it,rb,,e,,MASTER BALL
master-ball,de,rb,,e,,MEISTERBALL
master-ball,es,rb,,e,,MASTER BALL
max-elixir,en,rb,,c,,MAX ELIXER
max-elixir,en,rs,,e,,MAX ELIXIR
max-elixir,fr,rb,,e,,MAX ELIXIR
max-elixir,fr,dp,,hgss,,Max Elixir
max-elixir,fr,bw,,usum,,Max Élixir
max-elixir,fr,la,,la,,Maxi Soin PP
max-elixir,it,rb,,e,,ELISIR MAX
max-elixir,it,dp,,bdsp,,Elisir Max
max-elixir,it,la,,la,,Tonico PP Max
max-elixir,de,rb,,e,,TOP-ELIXIER
max-elixir,de,la,,la,,Elixierpillen
max-elixir,es,rb,,y,,ELIXIR MÁX.
max-elixir,es,gs,,c,,ELIXIR MÁX
max-elixir,es,rs,,e,,ELIXIR MÁX.
max-elixir,es,dp,,b2w2,,Elixir Máx.
max-elixir,es,la,,la,,Píldora Elixir
max-elixir,ko,gs,,gs,,PP 맥스
max-elixir,zh-simp,lgpe,,lgpe,,PP多项全补剂
max-elixir,zh-trad,lgpe,,lgpe,,PP多項全補劑
max-ether,en,rb,,e,,MAX ETHER
max-ether,fr,rb,,e,,HUILE MAX
max-ether,fr,la,,la,,Soin PP
max-ether,it,rb,,e,,ETERE MAX
max-ether,it,dp,,bdsp,,Etere Max
max-ether,it,la,,la,,Tonico PP
max-ether,de,rb,,e,,TOP-ÄTHER
max-ether,de,la,,la,,Ätherpillen
max-ether,es,rb,,y,,ÉTER MÁX.
max-ether,es,gs,,c,,ÉTER MÁX
max-ether,es,rs,,e,,ÉTER MÁX.
max-ether,es,dp,,b2w2,,Éter Máx.
max-ether,es,la,,la,,Píldora Éter
max-ether,ko,gs,,gs,,PP 회복
max-ether,zh-simp,lgpe,,lgpe,,PP单项全补剂
max-ether,zh-trad,lgpe,,lgpe,,PP單項全補劑
max-lure,it,lgpe,,la,,Profumo Max
max-potion,en,rb,,e,,MAX POTION
max-potion,fr,rb,,e,,POTION MAX
max-potion,it,rb,,e,,POZIONE MAX
max-potion,it,dp,,la,,Pozione Max
max-potion,de,rb,,e,,TOP-TRANK
max-potion,es,rb,,e,,MÁX. POCIÓN
max-potion,es,dp,,b2w2,,Máx. Poción
max-potion,ko,gs,,gs,,풀 회복약
max-potion--recipe,it,la,,la,,Pozione Max
max-repel,en,rb,,e,,MAX REPEL
max-repel,fr,rb,,e,,MAX REPOUSSE
max-repel,fr,dp,,usum,,Max Repousse
max-repel,it,rb,,c,,REPELL.MAX
max-repel,it,rs,,e,,REPELL. MAX
max-repel,it,dp,,b2w2,,Repell. Max
max-repel,it,xy,,la,,Repellente Max
max-repel,de,rb,,e,,TOP-SCHUTZ
max-repel,es,rb,,e,,MÁX. REPEL
max-repel,es,dp,,b2w2,,Máx. Repel
max-repel,ko,gs,,gs,,골드 스프레이
max-revive,en,rb,,e,,MAX REVIVE
max-revive,fr,rb,,e,,RAPPEL MAX
max-revive,it,rb,,c,,REVITAL.MAX
max-revive,it,rs,,e,,REVITAL. MAX
max-revive,it,dp,,b2w2,,Revital. Max
max-revive,it,xy,,la,,Revitalizz. Max
max-revive,de,rb,,e,,TOP-BELEBER
max-revive,es,rb,,e,,MÁX. REVIVIR
max-revive,es,dp,,b2w2,,Máx. Revivir
max-revive,ko,gs,,gs,,기력의 덩어리
max-revive--recipe,it,la,,la,,Revitalizz. Max
medal-box,fr,b2w2,,b2w2,,B. Médailles
medal-box,it,b2w2,,la,,Box Premi
medal-box,es,b2w2,,b2w2,,C. Insignias
medal-box,es,xy,,la,,Caja Insignias
mega-cuff,ko,oras,,la,,메가블레스
mega-tiara,ko,oras,,la,,메가티아러
member-card,it,dp,,la,,Scheda Soci
member-card,de,dp,,oras,,Mitgl.Karte
member-card,es,dp,,la,,Carné Socio
mental-herb,en,rs,,e,,MENTAL HERB
mental-herb,fr,rs,,e,,HERBE MENTAL
mental-herb,it,rs,,e,,MENTALERBA
mental-herb,de,rs,,e,,MENTALKRAUT
mental-herb,es,rs,,e,,HIER. MENTAL
mental-herb,es,dp,,b2w2,,Hier. Mental
metal-coat,en,gs,,e,,METAL COAT
metal-coat,fr,gs,,e,,PEAU METAL
metal-coat,it,gs,,e,,METALCOPERTA
metal-coat,it,dp,,la,,Metalcoperta
metal-coat,de,gs,,e,,METALLMANTEL
metal-coat,es,gs,,e,,REV.METÁLICO
metal-coat,es,dp,,b2w2,,Rev.metálico
metal-powder,en,gs,,e,,METAL POWDER
metal-powder,fr,gs,,e,,POUDRE METAL
metal-powder,it,gs,,e,,METALPOLVERE
metal-powder,de,gs,,e,,METALLSTAUB
metal-powder,es,gs,,e,,POL.METÁLICO
metal-powder,es,dp,,b2w2,,Pol.metálico
metal-powder,ko,gs,,gs,,금속 파우더
meteorite--hoenn,en,rs,,e,,METEORITE
meteorite--hoenn,fr,rs,,e,,METEORITE
meteorite--hoenn,it,rs,,e,,METEORITE
meteorite--hoenn,de,rs,,e,,METEORIT
meteorite--hoenn,es,rs,,e,,METEORITO
meteorite-shard,es,oras,,la,,Frag. Meteorito
mighty-candy-l,zh-simp,lgpe,,lgpe,,力量糖果L
mighty-candy-l,zh-trad,lgpe,,lgpe,,力量糖果L
mighty-candy-xl,zh-simp,lgpe,,lgpe,,力量糖果XL
mighty-candy-xl,zh-trad,lgpe,,lgpe,,力量糖果XL
mimikium-z--bag,zh-simp,bdsp,,la,,谜拟丘Ｚ
mimikium-z--held,zh-simp,bdsp,,la,,谜拟丘Ｚ
mind-plate,fr,dp,,b2w2,,Plaquesprit
miracle-seed,en,gs,,e,,MIRACLE SEED
miracle-seed,fr,gs,,e,,GRAIN MIRACL
miracle-seed,fr,dp,,b2w2,,Grain Miracl
miracle-seed,fr,xy,,oras,,Grain Miracle
miracle-seed,it,gs,,e,,MIRACOLSEME
miracle-seed,de,gs,,e,,WUNDERSAAT
miracle-seed,es,gs,,e,,SEM. MILAGRO
miracle-seed,es,dp,,b2w2,,Sem. Milagro
miracle-seed,ko,gs,,gs,,기적의 씨
moomoo-milk,en,gs,,e,,MOOMOO MILK
moomoo-milk,fr,gs,,e,,LAIT MEUMEU
moomoo-milk,it,gs,,e,,LATTE MUMU
moomoo-milk,de,gs,,e,,KUHMUH-MILCH
moomoo-milk,es,gs,,e,,LECHE MU-MU
moomoo-milk,ko,gs,,gs,,튼튼 밀크
moon-ball,en,gs,,c,,MOON BALL
moon-ball,fr,gs,,c,,LUNE BALL
moon-ball,it,gs,,c,,LUNA BALL
moon-ball,de,gs,,c,,MONDBALL
moon-ball,es,gs,,c,,LUNA BALL
moon-stone,en,rb,,e,,MOON STONE
moon-stone,fr,rb,,e,,PIERRE LUNE
moon-stone,it,rb,,e,,PIETRALUNARE
moon-stone,de,rb,,e,,MONDSTEIN
moon-stone,es,rb,,e,,PIEDRA LUNAR
moon-stone,ko,gs,,gs,,달맞이 돌
muscle-band,fr,dp,,b2w2,,Band. Muscle
muscle-feather,en,bw,,lgpe,,Muscle Wing
muscle-feather,fr,bw,,lgpe,,Aile Force
muscle-feather,es,bw,,b2w2,,P. Músculo
muscle-feather,ko,bw,,la,,근력날개
mystery-egg,en,gs,,c,,MYSTERY EGG
mystery-egg,fr,gs,,c,,OEUF MYSTERE
mystery-egg,fr,hgss,,hgss,,Oeuf Mystère
mystery-egg,it,gs,,c,,UOVO MISTERO
mystery-egg,it,hgss,,la,,Uovo Mistero
mystery-egg,de,gs,,c,,RÄTSEL-EI
mystery-egg,es,gs,,c,,HUEVO MIST
mystery-egg,es,hgss,,b2w2,,Huevo Mist
mystery-egg,ko,gs,,gs,,이상한 알
mystic-water,en,gs,,e,,MYSTIC WATER
mystic-water,fr,gs,,e,,EAU MYSTIQUE
mystic-water,it,gs,,e,,ACQUA MAGICA
mystic-water,it,dp,,la,,Acqua Magica
mystic-water,de,gs,,e,,ZAUBERWASSER
mystic-water,es,gs,,e,,AGUA MÍSTICA
mystic-water,ko,gs,,gs,,신비의 물방울
nanab-berry,en,rs,,e,,NANAB BERRY
nanab-berry,fr,rs,,e,,BAIE NANAB
nanab-berry,it,rs,,e,,BACCABANA
nanab-berry,de,rs,,e,,NANABBEERE
nanab-berry,es,rs,,e,,BAYA LATANO
nest-ball,en,rs,,e,,NEST BALL
nest-ball,fr,rs,,e,,FAIBLO BALL
nest-ball,it,rs,,e,,MINOR BALL
nest-ball,de,rs,,e,,NESTBALL
nest-ball,es,rs,,e,,NIDO BALL
net-ball,en,rs,,e,,NET BALL
net-ball,fr,rs,,e,,FILET BALL
net-ball,it,rs,,e,,RETE BALL
net-ball,de,rs,,e,,NETZBALL
net-ball,es,rs,,e,,MALLA BALL
net-ball,ko,dp,,la,,넷트볼
never-melt-ice,en,gs,,e,,NEVERMELTICE
never-melt-ice,en,dp,,b2w2,,NeverMeltIce
never-melt-ice,fr,gs,,e,,GLACETERNEL
never-melt-ice,fr,dp,,b2w2,,Glacéternel
never-melt-ice,it,gs,,e,,GELOMAI
never-melt-ice,de,gs,,e,,EWIGES EIS
never-melt-ice,es,gs,,e,,ANTIDERRETIR
never-melt-ice,ko,gs,,gs,,녹지않는 얼음
nomel-berry,en,rs,,e,,NOMEL BERRY
nomel-berry,fr,rs,,e,,BAIE TRONCI
nomel-berry,it,rs,,e,,BACCALEMON
nomel-berry,de,rs,,e,,TRONZIBEERE
nomel-berry,es,rs,,e,,BAYA MONLI
normal-gem,es,bw,,b2w2,,G. Normal
nugget,en,rb,,e,,NUGGET
nugget,fr,rb,,e,,PEPITE
nugget,it,rb,,e,,PEPITA
nugget,de,rb,,e,,NUGGET
nugget,es,rb,,e,,PEPITA
oaks-letter,es,dp,,b2w2,,Carta Pr Oak
odd-incense,fr,dp,,b2w2,,Bizar.Encens
odd-incense,es,dp,,b2w2,,Incie. Raro
odd-keystone,es,dp,,b2w2,,P. Espíritu
old-amber,en,rb,,e,,OLD AMBER
old-amber,fr,rb,,e,,VIEIL AMBRE
old-amber,it,rb,,e,,AMBRA ANTICA
old-amber,it,dp,,usum,,Ambra Antica
old-amber,de,rb,,e,,ALTBERNSTEIN
old-amber,es,rb,,e,,ÁMBAR VIEJO
old-charm,it,dp,,ss,,Arcamuleto
old-gateau,it,dp,,la,,Dolce Gateau
old-gateau--recipe,it,la,,la,,Dolce Gateau
old-rod,en,rb,,e,,OLD ROD
old-rod,fr,rb,,e,,CANNE
old-rod,it,rb,,e,,AMO VECCHIO
old-rod,it,dp,,la,,Amo Vecchio
old-rod,de,rb,,e,,ANGEL
old-rod,es,rb,,y,,CAñA VIEJA
old-rod,es,gs,,e,,CAÑA VIEJA
old-rod,ko,gs,,gs,,낡은 낚싯대
oran-berry,en,rs,,e,,ORAN BERRY
oran-berry,fr,rs,,e,,BAIE ORAN
oran-berry,it,rs,,e,,BACCARANCIA
oran-berry,de,rs,,e,,SINELBEERE
oran-berry,es,rs,,e,,BAYA ARANJA
pair-of-tickets,es,oras,,la,,Entrada para dos
pal-pad,it,dp,,la,,Blocco Amici
pal-pad,es,dp,,la,,Bloc amigos
pamtre-berry,en,rs,,e,,PAMTRE BERRY
pamtre-berry,fr,rs,,e,,BAIE PALMA
pamtre-berry,it,rs,,e,,BACCAPALMA
pamtre-berry,de,rs,,e,,PALLMBEERE
pamtre-berry,es,rs,,e,,BAYA PLAMA
paralyze-heal,en,rb,,e,,PARLYZ HEAL
paralyze-heal,en,dp,,b2w2,,Parlyz Heal
paralyze-heal,fr,rb,,e,,ANTI-PARA
paralyze-heal,it,rb,,e,,ANTIPARALISI
paralyze-heal,de,rb,,e,,PARA-HEILER
paralyze-heal,es,rb,,y,,ANTIPARALIZ.
paralyze-heal,es,gs,,e,,ANTIPARALIZ
paralyze-heal,es,dp,,b2w2,,Antiparaliz
paralyze-heal,ko,gs,,gs,,마비 치료제
parcel--kanto,en,rb,,y,,OAK’s PARCEL
parcel--kanto,en,frlg,,e,,OAK’S PARCEL
parcel--kanto,fr,rb,,e,,COLIS CHEN
parcel--kanto,it,rb,,e,,PACCO DI OAK
parcel--kanto,de,rb,,y,,EICHS PAKET
parcel--kanto,de,frlg,,e,,EICHs PAKET
parcel--kanto,es,rb,,e,,CORREO-OAK
pass,jp-kana,gs,,c,,ていきけん
pass,en,gs,,c,,PASS
pass,fr,gs,,c,,PASSE
pass,it,gs,,c,,ABBONAMENTO
pass,de,gs,,c,,FAHRSCHEIN
pass,es,gs,,c,,PASE
pass,ko,gs,,gs,,정기권
pass-orb,de,bw,,la,,Transferorb
pearl,en,gs,,e,,PEARL
pearl,fr,gs,,e,,PERLE
pearl,it,gs,,e,,PERLA
pearl,de,gs,,e,,PERLE
pearl,es,gs,,e,,PERLA
pearl-string,es,bw,,la,,Sarta Perlas
pecha-berry,en,rs,,e,,PECHA BERRY
pecha-berry,fr,rs,,e,,BAIE PECHA
pecha-berry,it,rs,,e,,BACCAPESCA
pecha-berry,de,rs,,e,,PIRSIFBEERE
pecha-berry,es,rs,,e,,BAYA MELOC
persim-berry,en,rs,,e,,PERSIM BERRY
persim-berry,fr,rs,,e,,BAIE KIKA
persim-berry,it,rs,,e,,BACCAKI
persim-berry,de,rs,,e,,PERSIMBEERE
persim-berry,es,rs,,e,,BAYA CAQUIC
petaya-berry,en,rs,,e,,PETAYA BERRY
petaya-berry,fr,rs,,e,,BAIE PITAYE
petaya-berry,it,rs,,e,,BACCAPITAYA
petaya-berry,de,rs,,e,,TAHAYBEERE
petaya-berry,es,rs,,e,,BAYA YAPATI
pinap-berry,en,rs,,e,,PINAP BERRY
pinap-berry,fr,rs,,e,,BAIE NANANA
pinap-berry,it,rs,,e,,BACCANANAS
pinap-berry,de,rs,,e,,SANANABEERE
pinap-berry,es,rs,,e,,BAYA PINIA
pink-apricorn,en,gs,,c,,PNK APRICORN
pink-apricorn,en,hgss,,b2w2,,Pnk Apricorn
pink-apricorn,fr,gs,,c,,NOIGRUME ROS
pink-apricorn,fr,hgss,,oras,,Noigrume Ros
pink-apricorn,it,gs,,c,,GHICOC.ROSA
pink-apricorn,it,hgss,,b2w2,,Ghic. Rosa
pink-apricorn,it,xy,,la,,Ghicocca Rosa
pink-apricorn,de,gs,,c,,APRIKOKO PNK
pink-apricorn,de,hgss,,lgpe,,Aprikoko Pnk
pink-apricorn,es,gs,,c,,BONGURI ROS
pink-apricorn,es,hgss,,b2w2,,Bonguri Ros
pink-apricorn,ko,gs,,gs,,담홍 규토리
pink-scarf,en,rs,,e,,PINK SCARF
pink-scarf,fr,rs,,e,,FOUL. ROSE
pink-scarf,fr,dp,,b2w2,,Foul. Rose
pink-scarf,it,rs,,e,,FASCIA ROSA
pink-scarf,it,dp,,la,,Fascia Rosa
pink-scarf,de,rs,,e,,ROSA SCHAL
pink-scarf,es,rs,,e,,PAÑUELO ROSA
plasma-card,es,b2w2,,b2w2,,Tarj. Plasma
plume-fossil,fr,bw,,b2w2,,Foss. Plume
plume-fossil,ko,bw,,la,,날개화석
poffin-case,fr,dp,,ss,,Boîte Poffin
point-card,fr,dp,,ss,,Carte Points
point-card,it,dp,,ss,,Scheda Punti
point-card,es,dp,,b2w2,,Tarj. Puntos
point-card,es,xy,,la,,Tarjeta Puntos
poison-barb,en,gs,,e,,POISON BARB
poison-barb,fr,gs,,e,,PIC VENIN
poison-barb,it,gs,,e,,VELENACULEO
poison-barb,de,gs,,e,,GIFTSTICH
poison-barb,es,gs,,c,,FLECHA VEN
poison-barb,es,rs,,e,,FLECHA VEN.
poison-barb,es,dp,,b2w2,,Flecha Ven.
poison-gem,es,bw,,b2w2,,G. Veneno
poke-ball,en,rb,,e,,POKé BALL
poke-ball,fr,rb,,e,,POKé BALL
poke-ball,it,rb,,e,,POKé BALL
poke-ball,de,rb,,e,,POKéBALL
poke-ball,es,rb,,e,,POKé BALL
poke-doll,en,rb,,e,,POKé DOLL
poke-doll,fr,rb,,y,,POKéPOUPEE
poke-doll,fr,gs,,c,,POKé POUPEE
poke-doll,fr,rs,,e,,POKéPOUPEE
poke-doll,fr,dp,,oras,,Poképoupée
poke-doll,it,rb,,e,,POKé BAMBOLA
poke-doll,it,dp,,la,,Poké Bambola
poke-doll,de,rb,,e,,POKéPUPPE
poke-doll,es,rb,,y,,POKé MUÑECA
poke-doll,es,gs,,e,,POKé MUÑECO
poke-doll,es,dp,,la,,Poké Muñeco
poke-flute,en,rb,,e,,POKé FLUTE
poke-flute,fr,rb,,e,,POKéFLUTE
poke-flute,fr,xy,,usum,,Pokéflûte
poke-flute,it,rb,,e,,POKé FLAUTO
poke-flute,it,xy,,la,,Poké Flauto
poke-flute,de,rb,,e,,POKéFLÖTE
poke-flute,es,rb,,e,,POKé FLAUTA
poke-flute,es,xy,,la,,Poké Flauta
poke-radar,es,dp,,ss,,Pokéradar
poke-toy,fr,bw,,oras,,Poképlumet
pokeblock-kit,ko,oras,,la,,포켓몬스넥키트
pokedex,en,rb,,y,,POKéDEX
pokedex,fr,rb,,y,,POKéDEX
pokedex,it,rb,,y,,POKéDEX
pokedex,de,rb,,y,,POKéDEX
pokedex,es,rb,,y,,POKéDEX
pokemon-box-link--lets-go,en,lgpe,,lgpe,,Pokémon Box
pokeshi-doll,es,la,,la,,Poké Muñeca
pokeshi-doll--recipe,es,la,,la,,Poké Muñeca
pomeg-berry,en,rs,,e,,POMEG BERRY
pomeg-berry,fr,rs,,e,,BAIE GRENA
pomeg-berry,it,rs,,e,,BACCAGRANA
pomeg-berry,de,rs,,e,,GRANABEERE
pomeg-berry,es,rs,,e,,BAYA GRANA
potion,en,rb,,e,,POTION
potion,fr,rb,,e,,POTION
potion,it,rb,,e,,POZIONE
potion,de,rb,,e,,TRANK
potion,es,rb,,e,,POCIÓN
power-anklet,fr,dp,,b2w2,,Chaîne Pouv.
power-band,fr,dp,,b2w2,,Band. Pouv.
power-belt,fr,dp,,b2w2,,Ceint. Pouv.
power-bracer,fr,dp,,b2w2,,Poign. Pouv.
power-bracer,fr,xy,,lgpe,,Poignée Pouvoir
power-herb,fr,dp,,b2w2,,Herbe Pouv.
power-lens,fr,dp,,b2w2,,Lent. Pouv.
power-plant-pass,it,xy,,la,,Pass Centrale
power-plant-pass,es,xy,,la,,Pase Central
power-weight,fr,dp,,b2w2,,Poids Pouv.
pp-max,en,rs,,e,,PP MAX
pp-max,fr,rs,,e,,PP MAX
pp-max,it,rs,,e,,PP-MAX
pp-max,it,dp,,la,,PP-Max
pp-max,de,rs,,e,,AP-TOP
pp-max,es,rs,,e,,MÁX. PP
pp-max,es,dp,,b2w2,,Máx. PP
pp-max,zh-simp,lgpe,,lgpe,,PP极限提升剂
pp-max,zh-trad,lgpe,,lgpe,,PP極限提升劑
pp-up,en,rb,,e,,PP UP
pp-up,fr,rb,,e,,PP PLUS
pp-up,it,rb,,e,,PP-SU
pp-up,it,dp,,la,,PP-Su
pp-up,de,rb,,e,,AP-PLUS
pp-up,es,rb,,y,,MÁS  PP
pp-up,es,gs,,e,,MÁS PP
pp-up,ko,gs,,gs,,포인트 업
pp-up,zh-simp,lgpe,,lgpe,,PP提升剂
pp-up,zh-trad,lgpe,,lgpe,,PP提升劑
premier-ball,en,rs,,e,,PREMIER BALL
premier-ball,fr,rs,,e,,HONOR BALL
premier-ball,it,rs,,e,,PREMIER BALL
premier-ball,de,rs,,e,,PREMIERBALL
premier-ball,es,rs,,e,,HONOR BALL
premier-ball,ko,dp,,la,,프레미어볼
pretty-feather,en,bw,,lgpe,,Pretty Wing
pretty-feather,fr,bw,,lgpe,,Jolie Aile
pretty-feather,es,bw,,b2w2,,P. Bella
pretty-feather,ko,bw,,la,,고운날개
prism-scale,it,bw,,la,,Squama Bella
professors-mask,it,sm,,la,,Maschera Prof.
protein,en,rb,,e,,PROTEIN
protein,fr,rb,,e,,PROTEINE
protein,it,rb,,e,,PROTEINA
protein,de,rb,,e,,PROTEIN
protein,es,rb,,c,,PROTEÍNAS
protein,es,rs,,e,,PROTEÍNA
psychic-gem,es,bw,,b2w2,,G. Psíquica
psychic-gem,es,xy,,la,,Gema Psíquica
pure-incense,es,dp,,b2w2,,Incie. Puro
qualot-berry,en,rs,,e,,QUALOT BERRY
qualot-berry,fr,rs,,e,,BAIE QUALOT
qualot-berry,it,rs,,e,,BACCALOQUAT
qualot-berry,de,rs,,e,,QUALOTBEERE
qualot-berry,es,rs,,e,,BAYA ISPERO
quick-candy-l,zh-simp,lgpe,,lgpe,,敏捷糖果L
quick-candy-l,zh-trad,lgpe,,lgpe,,敏捷糖果L
quick-candy-xl,zh-simp,lgpe,,lgpe,,敏捷糖果XL
quick-candy-xl,zh-trad,lgpe,,lgpe,,敏捷糖果XL
quick-claw,en,gs,,e,,QUICK CLAW
quick-claw,fr,gs,,e,,VIVE GRIFFE
quick-claw,it,gs,,e,,RAPIDARTIGLI
quick-claw,it,dp,,la,,Rapidartigli
quick-claw,de,gs,,e,,FLINKKLAUE
quick-claw,es,gs,,e,,GARRA RÁPIDA
quick-claw,ko,gs,,gs,,선제공격 손톱
rabuta-berry,en,rs,,e,,RABUTA BERRY
rabuta-berry,fr,rs,,e,,BAIE RABUTA
rabuta-berry,it,rs,,e,,BACCAMBUTAN
rabuta-berry,de,rs,,e,,RABUTABEERE
rabuta-berry,es,rs,,e,,BAYA RAUTAN
rage-candy-bar,en,gs,,c,,RAGECANDYBAR
rage-candy-bar,en,hgss,,b2w2,,RageCandyBar
rage-candy-bar,fr,gs,,c,,BONBON RAGE
rage-candy-bar,it,gs,,c,,IRAMELLA
rage-candy-bar,de,gs,,c,,WUTKEKS
rage-candy-bar,es,gs,,c,,CARAM. FURIA
rage-candy-bar,es,hgss,,b2w2,,Caram. Furia
rage-candy-bar,ko,gs,,gs,,분노의 호두과자
rainbow-wing,en,gs,,c,,RAINBOW WING
rainbow-wing,fr,gs,,c,,ARCENCI’AILE
rainbow-wing,fr,hgss,,oras,,Arcenci’Aile
rainbow-wing,it,gs,,c,,ALA D’IRIDE
rainbow-wing,de,gs,,c,,BUNTSCHWINGE
rainbow-wing,es,gs,,c,,ALA ARCOIRIS
rainbow-wing,ko,gs,,gs,,무지개빛 날개
rare-bone,it,dp,,la,,Osso Raro
rare-candy,en,rb,,e,,RARE CANDY
rare-candy,fr,rb,,e,,SUPER BONBON
rare-candy,it,rb,,e,,CARAM. RARA
rare-candy,it,dp,,b2w2,,Caram. Rara
rare-candy,it,xy,,usum,,Caramella Rara
rare-candy,de,rb,,e,,SONDERBONBON
rare-candy,es,rb,,e,,CARAMELORARO
rare-candy,es,dp,,b2w2,,Carameloraro
rare-candy,ko,gs,,gs,,이상한 사탕
rawst-berry,en,rs,,e,,RAWST BERRY
rawst-berry,fr,rs,,e,,BAIE FRAIVE
rawst-berry,it,rs,,e,,BACCAFRAGO
rawst-berry,de,rs,,e,,FRAGIABEERE
rawst-berry,es,rs,,e,,BAYA SAFRE
razor-claw,fr,dp,,b2w2,,Grif. Rasoir
razor-claw,it,dp,,la,,Affilartigli
razor-claw,es,dp,,b2w2,,Garrafilada
razor-fang,es,dp,,b2w2,,Colmillagudo
razz-berry,en,rs,,e,,RAZZ BERRY
razz-berry,fr,rs,,e,,BAIE FRAMBY
razz-berry,it,rs,,e,,BACCALAMPON
razz-berry,de,rs,,e,,HIMMIHBEERE
razz-berry,es,rs,,e,,BAYA FRAMBU
reaper-cloth,es,dp,,b2w2,,Telaterrible
red-apricorn,en,gs,,c,,RED APRICORN
red-apricorn,fr,gs,,c,,NOIGRUME RGE
red-apricorn,fr,hgss,,oras,,Noigrume Rge
red-apricorn,it,gs,,c,,GHICOC.ROSSA
red-apricorn,it,hgss,,b2w2,,Ghic. Rossa
red-apricorn,it,xy,,la,,Ghicocca Rossa
red-apricorn,de,gs,,c,,APRIKOKO ROT
red-apricorn,es,gs,,c,,BONGURI ROJ
red-apricorn,es,hgss,,b2w2,,Bonguri Roj
red-apricorn,ko,gs,,gs,,빨간 규토리
red-chain,it,dp,,ss,,Rossocatena
red-chain,ko,dp,,ss,,빨강쇠사슬
red-flute,en,rs,,e,,RED FLUTE
red-flute,fr,rs,,e,,FLUTE ROUGE
