game_group_identifier,pokemon_identifier,stat_identifier,base_value,ev_yield
b2w2,smoochum,hp,45,0
b2w2,smoochum,attack,30,0
b2w2,smoochum,defense,15,0
b2w2,smoochum,sp-atk,85,1
b2w2,smoochum,sp-def,65,0
b2w2,smoochum,speed,65,0
b2w2,elekid,hp,45,0
b2w2,elekid,attack,63,0
b2w2,elekid,defense,37,0
b2w2,elekid,sp-atk,65,0
b2w2,elekid,sp-def,55,0
b2w2,elekid,speed,95,1
b2w2,magby,hp,45,0
b2w2,magby,attack,75,0
b2w2,magby,defense,37,0
b2w2,magby,sp-atk,70,0
b2w2,magby,sp-def,55,0
b2w2,magby,speed,83,1
b2w2,miltank,hp,95,0
b2w2,miltank,attack,80,0
b2w2,miltank,defense,105,2
b2w2,miltank,sp-atk,40,0
b2w2,miltank,sp-def,70,0
b2w2,miltank,speed,100,0
b2w2,blissey,hp,255,3
b2w2,blissey,attack,10,0
b2w2,blissey,defense,10,0
b2w2,blissey,sp-atk,75,0
b2w2,blissey,sp-def,135,0
b2w2,blissey,speed,55,0
b2w2,raikou,hp,90,0
b2w2,raikou,attack,85,0
b2w2,raikou,defense,75,0
b2w2,raikou,sp-atk,115,1
b2w2,raikou,sp-def,100,0
b2w2,raikou,speed,115,2
b2w2,entei,hp,115,1
b2w2,entei,attack,115,2
b2w2,entei,defense,85,0
b2w2,entei,sp-atk,90,0
b2w2,entei,sp-def,75,0
b2w2,entei,speed,100,0
b2w2,suicune,hp,100,0
b2w2,suicune,attack,75,0
b2w2,suicune,defense,115,1
b2w2,suicune,sp-atk,90,0
b2w2,suicune,sp-def,115,2
b2w2,suicune,speed,85,0
b2w2,larvitar,hp,50,0
b2w2,larvitar,attack,64,1
b2w2,larvitar,defense,50,0
b2w2,larvitar,sp-atk,45,0
b2w2,larvitar,sp-def,50,0
b2w2,larvitar,speed,41,0
b2w2,pupitar,hp,70,0
b2w2,pupitar,attack,84,2
b2w2,pupitar,defense,70,0
b2w2,pupitar,sp-atk,65,0
b2w2,pupitar,sp-def,70,0
b2w2,pupitar,speed,51,0
b2w2,tyranitar,hp,100,0
b2w2,tyranitar,attack,134,3
b2w2,tyranitar,defense,110,0
b2w2,tyranitar,sp-atk,95,0
b2w2,tyranitar,sp-def,100,0
b2w2,tyranitar,speed,61,0
b2w2,lugia,hp,106,0
b2w2,lugia,attack,90,0
b2w2,lugia,defense,130,0
b2w2,lugia,sp-atk,90,0
b2w2,lugia,sp-def,154,3
b2w2,lugia,speed,110,0
b2w2,ho-oh,hp,106,0
b2w2,ho-oh,attack,130,0
b2w2,ho-oh,defense,90,0
b2w2,ho-oh,sp-atk,110,0
b2w2,ho-oh,sp-def,154,3
b2w2,ho-oh,speed,90,0
b2w2,celebi,hp,100,3
b2w2,celebi,attack,100,0
b2w2,celebi,defense,100,0
b2w2,celebi,sp-atk,100,0
b2w2,celebi,sp-def,100,0
b2w2,celebi,speed,100,0
b2w2,treecko,hp,40,0
b2w2,treecko,attack,45,0
b2w2,treecko,defense,35,0
b2w2,treecko,sp-atk,65,0
b2w2,treecko,sp-def,55,0
b2w2,treecko,speed,70,1
b2w2,grovyle,hp,50,0
b2w2,grovyle,attack,65,0
b2w2,grovyle,defense,45,0
b2w2,grovyle,sp-atk,85,0
b2w2,grovyle,sp-def,65,0
b2w2,grovyle,speed,95,2
b2w2,sceptile,hp,70,0
b2w2,sceptile,attack,85,0
b2w2,sceptile,defense,65,0
b2w2,sceptile,sp-atk,105,0
b2w2,sceptile,sp-def,85,0
b2w2,sceptile,speed,120,3
b2w2,torchic,hp,45,0
b2w2,torchic,attack,60,0
b2w2,torchic,defense,40,0
b2w2,torchic,sp-atk,70,1
b2w2,torchic,sp-def,50,0
b2w2,torchic,speed,45,0
b2w2,combusken,hp,60,0
b2w2,combusken,attack,85,1
b2w2,combusken,defense,60,0
b2w2,combusken,sp-atk,85,1
b2w2,combusken,sp-def,60,0
b2w2,combusken,speed,55,0
b2w2,blaziken,hp,80,0
b2w2,blaziken,attack,120,3
b2w2,blaziken,defense,70,0
b2w2,blaziken,sp-atk,110,0
b2w2,blaziken,sp-def,70,0
b2w2,blaziken,speed,80,0
b2w2,mudkip,hp,50,0
b2w2,mudkip,attack,70,1
b2w2,mudkip,defense,50,0
b2w2,mudkip,sp-atk,50,0
b2w2,mudkip,sp-def,50,0
b2w2,mudkip,speed,40,0
b2w2,marshtomp,hp,70,0
b2w2,marshtomp,attack,85,2
b2w2,marshtomp,defense,70,0
b2w2,marshtomp,sp-atk,60,0
b2w2,marshtomp,sp-def,70,0
b2w2,marshtomp,speed,50,0
b2w2,swampert,hp,100,0
b2w2,swampert,attack,110,3
b2w2,swampert,defense,90,0
b2w2,swampert,sp-atk,85,0
b2w2,swampert,sp-def,90,0
b2w2,swampert,speed,60,0
b2w2,poochyena,hp,35,0
b2w2,poochyena,attack,55,1
b2w2,poochyena,defense,35,0
b2w2,poochyena,sp-atk,30,0
b2w2,poochyena,sp-def,30,0
b2w2,poochyena,speed,35,0
b2w2,mightyena,hp,70,0
b2w2,mightyena,attack,90,2
b2w2,mightyena,defense,70,0
b2w2,mightyena,sp-atk,60,0
b2w2,mightyena,sp-def,60,0
b2w2,mightyena,speed,70,0
b2w2,zigzagoon,hp,38,0
b2w2,zigzagoon,attack,30,0
b2w2,zigzagoon,defense,41,0
b2w2,zigzagoon,sp-atk,30,0
b2w2,zigzagoon,sp-def,41,0
b2w2,zigzagoon,speed,60,1
b2w2,linoone,hp,78,0
b2w2,linoone,attack,70,0
b2w2,linoone,defense,61,0
b2w2,linoone,sp-atk,50,0
b2w2,linoone,sp-def,61,0
b2w2,linoone,speed,100,2
b2w2,wurmple,hp,45,1
b2w2,wurmple,attack,45,0
b2w2,wurmple,defense,35,0
b2w2,wurmple,sp-atk,20,0
b2w2,wurmple,sp-def,30,0
b2w2,wurmple,speed,20,0
b2w2,silcoon,hp,50,0
b2w2,silcoon,attack,35,0
b2w2,silcoon,defense,55,2
b2w2,silcoon,sp-atk,25,0
b2w2,silcoon,sp-def,25,0
b2w2,silcoon,speed,15,0
b2w2,beautifly,hp,60,0
b2w2,beautifly,attack,70,0
b2w2,beautifly,defense,50,0
b2w2,beautifly,sp-atk,90,3
b2w2,beautifly,sp-def,50,0
b2w2,beautifly,speed,65,0
b2w2,cascoon,hp,50,0
b2w2,cascoon,attack,35,0
b2w2,cascoon,defense,55,2
b2w2,cascoon,sp-atk,25,0
b2w2,cascoon,sp-def,25,0
b2w2,cascoon,speed,15,0
b2w2,dustox,hp,60,0
b2w2,dustox,attack,50,0
b2w2,dustox,defense,70,0
b2w2,dustox,sp-atk,50,0
b2w2,dustox,sp-def,90,3
b2w2,dustox,speed,65,0
b2w2,lotad,hp,40,0
b2w2,lotad,attack,30,0
b2w2,lotad,defense,30,0
b2w2,lotad,sp-atk,40,0
b2w2,lotad,sp-def,50,1
b2w2,lotad,speed,30,0
b2w2,lombre,hp,60,0
b2w2,lombre,attack,50,0
b2w2,lombre,defense,50,0
b2w2,lombre,sp-atk,60,0
b2w2,lombre,sp-def,70,2
b2w2,lombre,speed,50,0
b2w2,ludicolo,hp,80,0
b2w2,ludicolo,attack,70,0
b2w2,ludicolo,defense,70,0
b2w2,ludicolo,sp-atk,90,0
b2w2,ludicolo,sp-def,100,3
b2w2,ludicolo,speed,70,0
b2w2,seedot,hp,40,0
b2w2,seedot,attack,40,0
b2w2,seedot,defense,50,1
b2w2,seedot,sp-atk,30,0
b2w2,seedot,sp-def,30,0
b2w2,seedot,speed,30,0
b2w2,nuzleaf,hp,70,0
b2w2,nuzleaf,attack,70,2
b2w2,nuzleaf,defense,40,0
b2w2,nuzleaf,sp-atk,60,0
b2w2,nuzleaf,sp-def,40,0
b2w2,nuzleaf,speed,60,0
b2w2,shiftry,hp,90,0
b2w2,shiftry,attack,100,3
b2w2,shiftry,defense,60,0
b2w2,shiftry,sp-atk,90,0
b2w2,shiftry,sp-def,60,0
b2w2,shiftry,speed,80,0
b2w2,taillow,hp,40,0
b2w2,taillow,attack,55,0
b2w2,taillow,defense,30,0
b2w2,taillow,sp-atk,30,0
b2w2,taillow,sp-def,30,0
b2w2,taillow,speed,85,1
b2w2,swellow,hp,60,0
b2w2,swellow,attack,85,0
b2w2,swellow,defense,60,0
b2w2,swellow,sp-atk,50,0
b2w2,swellow,sp-def,50,0
b2w2,swellow,speed,125,2
b2w2,wingull,hp,40,0
b2w2,wingull,attack,30,0
b2w2,wingull,defense,30,0
b2w2,wingull,sp-atk,55,0
b2w2,wingull,sp-def,30,0
b2w2,wingull,speed,85,1
b2w2,pelipper,hp,60,0
b2w2,pelipper,attack,50,0
b2w2,pelipper,defense,100,2
b2w2,pelipper,sp-atk,85,0
b2w2,pelipper,sp-def,70,0
b2w2,pelipper,speed,65,0
b2w2,ralts,hp,28,0
b2w2,ralts,attack,25,0
b2w2,ralts,defense,25,0
b2w2,ralts,sp-atk,45,1
b2w2,ralts,sp-def,35,0
b2w2,ralts,speed,40,0
b2w2,kirlia,hp,38,0
b2w2,kirlia,attack,35,0
b2w2,kirlia,defense,35,0
b2w2,kirlia,sp-atk,65,2
b2w2,kirlia,sp-def,55,0
b2w2,kirlia,speed,50,0
b2w2,gardevoir,hp,68,0
b2w2,gardevoir,attack,65,0
b2w2,gardevoir,defense,65,0
b2w2,gardevoir,sp-atk,125,3
b2w2,gardevoir,sp-def,115,0
b2w2,gardevoir,speed,80,0
b2w2,surskit,hp,40,0
b2w2,surskit,attack,30,0
b2w2,surskit,defense,32,0
b2w2,surskit,sp-atk,50,0
b2w2,surskit,sp-def,52,0
b2w2,surskit,speed,65,1
b2w2,masquerain,hp,70,0
b2w2,masquerain,attack,60,0
b2w2,masquerain,defense,62,0
b2w2,masquerain,sp-atk,80,1
b2w2,masquerain,sp-def,82,1
b2w2,masquerain,speed,60,0
b2w2,shroomish,hp,60,1
b2w2,shroomish,attack,40,0
b2w2,shroomish,defense,60,0
b2w2,shroomish,sp-atk,40,0
b2w2,shroomish,sp-def,60,0
b2w2,shroomish,speed,35,0
b2w2,breloom,hp,60,0
b2w2,breloom,attack,130,2
b2w2,breloom,defense,80,0
b2w2,breloom,sp-atk,60,0
b2w2,breloom,sp-def,60,0
b2w2,breloom,speed,70,0
b2w2,slakoth,hp,60,1
b2w2,slakoth,attack,60,0
b2w2,slakoth,defense,60,0
b2w2,slakoth,sp-atk,35,0
b2w2,slakoth,sp-def,35,0
b2w2,slakoth,speed,30,0
b2w2,vigoroth,hp,80,0
b2w2,vigoroth,attack,80,0
b2w2,vigoroth,defense,80,0
b2w2,vigoroth,sp-atk,55,0
b2w2,vigoroth,sp-def,55,0
b2w2,vigoroth,speed,90,2
b2w2,slaking,hp,150,3
b2w2,slaking,attack,160,0
b2w2,slaking,defense,100,0
b2w2,slaking,sp-atk,95,0
b2w2,slaking,sp-def,65,0
b2w2,slaking,speed,100,0
b2w2,nincada,hp,31,0
b2w2,nincada,attack,45,0
b2w2,nincada,defense,90,1
b2w2,nincada,sp-atk,30,0
b2w2,nincada,sp-def,30,0
b2w2,nincada,speed,40,0
b2w2,ninjask,hp,61,0
b2w2,ninjask,attack,90,0
b2w2,ninjask,defense,45,0
b2w2,ninjask,sp-atk,50,0
b2w2,ninjask,sp-def,50,0
b2w2,ninjask,speed,160,2
b2w2,shedinja,hp,1,2
b2w2,shedinja,attack,90,0
b2w2,shedinja,defense,45,0
b2w2,shedinja,sp-atk,30,0
b2w2,shedinja,sp-def,30,0
b2w2,shedinja,speed,40,0
b2w2,whismur,hp,64,1
b2w2,whismur,attack,51,0
b2w2,whismur,defense,23,0
b2w2,whismur,sp-atk,51,0
b2w2,whismur,sp-def,23,0
b2w2,whismur,speed,28,0
b2w2,loudred,hp,84,2
b2w2,loudred,attack,71,0
b2w2,loudred,defense,43,0
b2w2,loudred,sp-atk,71,0
b2w2,loudred,sp-def,43,0
b2w2,loudred,speed,48,0
b2w2,exploud,hp,104,3
b2w2,exploud,attack,91,0
b2w2,exploud,defense,63,0
b2w2,exploud,sp-atk,91,0
b2w2,exploud,sp-def,63,0
b2w2,exploud,speed,68,0
b2w2,makuhita,hp,72,1
b2w2,makuhita,attack,60,0
b2w2,makuhita,defense,30,0
b2w2,makuhita,sp-atk,20,0
b2w2,makuhita,sp-def,30,0
b2w2,makuhita,speed,25,0
b2w2,hariyama,hp,144,2
b2w2,hariyama,attack,120,0
b2w2,hariyama,defense,60,0
b2w2,hariyama,sp-atk,40,0
b2w2,hariyama,sp-def,60,0
b2w2,hariyama,speed,50,0
b2w2,azurill,hp,50,1
b2w2,azurill,attack,20,0
b2w2,azurill,defense,40,0
b2w2,azurill,sp-atk,20,0
b2w2,azurill,sp-def,40,0
b2w2,azurill,speed,20,0
b2w2,nosepass,hp,30,0
b2w2,nosepass,attack,45,0
b2w2,nosepass,defense,135,1
b2w2,nosepass,sp-atk,45,0
b2w2,nosepass,sp-def,90,0
b2w2,nosepass,speed,30,0
b2w2,skitty,hp,50,0
b2w2,skitty,attack,45,0
b2w2,skitty,defense,45,0
b2w2,skitty,sp-atk,35,0
b2w2,skitty,sp-def,35,0
b2w2,skitty,speed,50,1
b2w2,delcatty,hp,70,1
b2w2,delcatty,attack,65,0
b2w2,delcatty,defense,65,0
b2w2,delcatty,sp-atk,55,0
b2w2,delcatty,sp-def,55,0
b2w2,delcatty,speed,70,1
b2w2,sableye,hp,50,0
b2w2,sableye,attack,75,1
b2w2,sableye,defense,75,1
b2w2,sableye,sp-atk,65,0
b2w2,sableye,sp-def,65,0
b2w2,sableye,speed,50,0
b2w2,mawile,hp,50,0
b2w2,mawile,attack,85,1
b2w2,mawile,defense,85,1
b2w2,mawile,sp-atk,55,0
b2w2,mawile,sp-def,55,0
b2w2,mawile,speed,50,0
b2w2,aron,hp,50,0
b2w2,aron,attack,70,0
b2w2,aron,defense,100,1
b2w2,aron,sp-atk,40,0
b2w2,aron,sp-def,40,0
b2w2,aron,speed,30,0
b2w2,lairon,hp,60,0
b2w2,lairon,attack,90,0
b2w2,lairon,defense,140,2
b2w2,lairon,sp-atk,50,0
b2w2,lairon,sp-def,50,0
b2w2,lairon,speed,40,0
b2w2,aggron,hp,70,0
b2w2,aggron,attack,110,0
b2w2,aggron,defense,180,3
b2w2,aggron,sp-atk,60,0
b2w2,aggron,sp-def,60,0
b2w2,aggron,speed,50,0
b2w2,meditite,hp,30,0
b2w2,meditite,attack,40,0
b2w2,meditite,defense,55,0
b2w2,meditite,sp-atk,40,0
b2w2,meditite,sp-def,55,0
b2w2,meditite,speed,60,1
b2w2,medicham,hp,60,0
b2w2,medicham,attack,60,0
b2w2,medicham,defense,75,0
b2w2,medicham,sp-atk,60,0
b2w2,medicham,sp-def,75,0
b2w2,medicham,speed,80,2
b2w2,electrike,hp,40,0
b2w2,electrike,attack,45,0
b2w2,electrike,defense,40,0
b2w2,electrike,sp-atk,65,0
b2w2,electrike,sp-def,40,0
b2w2,electrike,speed,65,1
b2w2,manectric,hp,70,0
b2w2,manectric,attack,75,0
b2w2,manectric,defense,60,0
b2w2,manectric,sp-atk,105,0
b2w2,manectric,sp-def,60,0
b2w2,manectric,speed,105,2
b2w2,plusle,hp,60,0
b2w2,plusle,attack,50,0
b2w2,plusle,defense,40,0
b2w2,plusle,sp-atk,85,0
b2w2,plusle,sp-def,75,0
b2w2,plusle,speed,95,1
b2w2,minun,hp,60,0
b2w2,minun,attack,40,0
b2w2,minun,defense,50,0
b2w2,minun,sp-atk,75,0
b2w2,minun,sp-def,85,0
b2w2,minun,speed,95,1
b2w2,volbeat,hp,65,0
b2w2,volbeat,attack,73,0
b2w2,volbeat,defense,55,0
b2w2,volbeat,sp-atk,47,0
b2w2,volbeat,sp-def,75,0
b2w2,volbeat,speed,85,1
b2w2,illumise,hp,65,0
b2w2,illumise,attack,47,0
b2w2,illumise,defense,55,0
b2w2,illumise,sp-atk,73,0
b2w2,illumise,sp-def,75,0
b2w2,illumise,speed,85,1
b2w2,roselia,hp,50,0
b2w2,roselia,attack,60,0
b2w2,roselia,defense,45,0
b2w2,roselia,sp-atk,100,2
b2w2,roselia,sp-def,80,0
b2w2,roselia,speed,65,0
b2w2,gulpin,hp,70,1
b2w2,gulpin,attack,43,0
b2w2,gulpin,defense,53,0
b2w2,gulpin,sp-atk,43,0
b2w2,gulpin,sp-def,53,0
b2w2,gulpin,speed,40,0
b2w2,swalot,hp,100,2
b2w2,swalot,attack,73,0
b2w2,swalot,defense,83,0
b2w2,swalot,sp-atk,73,0
b2w2,swalot,sp-def,83,0
b2w2,swalot,speed,55,0
b2w2,carvanha,hp,45,0
b2w2,carvanha,attack,90,1
b2w2,carvanha,defense,20,0
b2w2,carvanha,sp-atk,65,0
b2w2,carvanha,sp-def,20,0
b2w2,carvanha,speed,65,0
b2w2,sharpedo,hp,70,0
b2w2,sharpedo,attack,120,2
b2w2,sharpedo,defense,40,0
b2w2,sharpedo,sp-atk,95,0
b2w2,sharpedo,sp-def,40,0
b2w2,sharpedo,speed,95,0
b2w2,wailmer,hp,130,1
b2w2,wailmer,attack,70,0
b2w2,wailmer,defense,35,0
b2w2,wailmer,sp-atk,70,0
b2w2,wailmer,sp-def,35,0
b2w2,wailmer,speed,60,0
b2w2,wailord,hp,170,2
b2w2,wailord,attack,90,0
b2w2,wailord,defense,45,0
b2w2,wailord,sp-atk,90,0
b2w2,wailord,sp-def,45,0
b2w2,wailord,speed,60,0
b2w2,numel,hp,60,0
b2w2,numel,attack,60,0
b2w2,numel,defense,40,0
b2w2,numel,sp-atk,65,1
b2w2,numel,sp-def,45,0
b2w2,numel,speed,35,0
b2w2,camerupt,hp,70,0
b2w2,camerupt,attack,100,1
b2w2,camerupt,defense,70,0
b2w2,camerupt,sp-atk,105,1
b2w2,camerupt,sp-def,75,0
b2w2,camerupt,speed,40,0
b2w2,torkoal,hp,70,0
b2w2,torkoal,attack,85,0
b2w2,torkoal,defense,140,2
b2w2,torkoal,sp-atk,85,0
b2w2,torkoal,sp-def,70,0
b2w2,torkoal,speed,20,0
b2w2,spoink,hp,60,0
b2w2,spoink,attack,25,0
b2w2,spoink,defense,35,0
b2w2,spoink,sp-atk,70,0
b2w2,spoink,sp-def,80,1
b2w2,spoink,speed,60,0
b2w2,grumpig,hp,80,0
b2w2,grumpig,attack,45,0
b2w2,grumpig,defense,65,0
b2w2,grumpig,sp-atk,90,0
b2w2,grumpig,sp-def,110,2
b2w2,grumpig,speed,80,0
b2w2,spinda,hp,60,0
b2w2,spinda,attack,60,0
b2w2,spinda,defense,60,0
b2w2,spinda,sp-atk,60,1
b2w2,spinda,sp-def,60,0
b2w2,spinda,speed,60,0
b2w2,trapinch,hp,45,0
b2w2,trapinch,attack,100,1
b2w2,trapinch,defense,45,0
b2w2,trapinch,sp-atk,45,0
b2w2,trapinch,sp-def,45,0
b2w2,trapinch,speed,10,0
b2w2,vibrava,hp,50,0
b2w2,vibrava,attack,70,1
b2w2,vibrava,defense,50,0
b2w2,vibrava,sp-atk,50,0
b2w2,vibrava,sp-def,50,0
b2w2,vibrava,speed,70,1
b2w2,flygon,hp,80,0
b2w2,flygon,attack,100,1
b2w2,flygon,defense,80,0
b2w2,flygon,sp-atk,80,0
b2w2,flygon,sp-def,80,0
b2w2,flygon,speed,100,2
b2w2,cacnea,hp,50,0
b2w2,cacnea,attack,85,0
b2w2,cacnea,defense,40,0
b2w2,cacnea,sp-atk,85,1
b2w2,cacnea,sp-def,40,0
b2w2,cacnea,speed,35,0
b2w2,cacturne,hp,70,0
b2w2,cacturne,attack,115,1
b2w2,cacturne,defense,60,0
b2w2,cacturne,sp-atk,115,1
b2w2,cacturne,sp-def,60,0
b2w2,cacturne,speed,55,0
b2w2,swablu,hp,45,0
b2w2,swablu,attack,40,0
b2w2,swablu,defense,60,0
b2w2,swablu,sp-atk,40,0
b2w2,swablu,sp-def,75,1
b2w2,swablu,speed,50,0
b2w2,altaria,hp,75,0
b2w2,altaria,attack,70,0
b2w2,altaria,defense,90,0
b2w2,altaria,sp-atk,70,0
b2w2,altaria,sp-def,105,2
b2w2,altaria,speed,80,0
b2w2,zangoose,hp,73,0
b2w2,zangoose,attack,115,2
b2w2,zangoose,defense,60,0
b2w2,zangoose,sp-atk,60,0
b2w2,zangoose,sp-def,60,0
b2w2,zangoose,speed,90,0
b2w2,seviper,hp,73,0
b2w2,seviper,attack,100,1
b2w2,seviper,defense,60,0
b2w2,seviper,sp-atk,100,1
b2w2,seviper,sp-def,60,0
b2w2,seviper,speed,65,0
b2w2,lunatone,hp,70,0
b2w2,lunatone,attack,55,0
b2w2,lunatone,defense,65,0
b2w2,lunatone,sp-atk,95,2
b2w2,lunatone,sp-def,85,0
b2w2,lunatone,speed,70,0
b2w2,solrock,hp,70,0
b2w2,solrock,attack,95,2
b2w2,solrock,defense,85,0
b2w2,solrock,sp-atk,55,0
b2w2,solrock,sp-def,65,0
b2w2,solrock,speed,70,0
b2w2,barboach,hp,50,1
b2w2,barboach,attack,48,0
b2w2,barboach,defense,43,0
b2w2,barboach,sp-atk,46,0
b2w2,barboach,sp-def,41,0
b2w2,barboach,speed,60,0
b2w2,whiscash,hp,110,2
b2w2,whiscash,attack,78,0
b2w2,whiscash,defense,73,0
b2w2,whiscash,sp-atk,76,0
b2w2,whiscash,sp-def,71,0
b2w2,whiscash,speed,60,0
b2w2,corphish,hp,43,0
b2w2,corphish,attack,80,1
b2w2,corphish,defense,65,0
b2w2,corphish,sp-atk,50,0
b2w2,corphish,sp-def,35,0
b2w2,corphish,speed,35,0
b2w2,crawdaunt,hp,63,0
b2w2,crawdaunt,attack,120,2
b2w2,crawdaunt,defense,85,0
b2w2,crawdaunt,sp-atk,90,0
b2w2,crawdaunt,sp-def,55,0
b2w2,crawdaunt,speed,55,0
b2w2,baltoy,hp,40,0
b2w2,baltoy,attack,40,0
b2w2,baltoy,defense,55,0
b2w2,baltoy,sp-atk,40,0
b2w2,baltoy,sp-def,70,1
b2w2,baltoy,speed,55,0
b2w2,claydol,hp,60,0
b2w2,claydol,attack,70,0
b2w2,claydol,defense,105,0
b2w2,claydol,sp-atk,70,0
b2w2,claydol,sp-def,120,2
b2w2,claydol,speed,75,0
b2w2,lileep,hp,66,0
b2w2,lileep,attack,41,0
b2w2,lileep,defense,77,0
b2w2,lileep,sp-atk,61,0
b2w2,lileep,sp-def,87,1
b2w2,lileep,speed,23,0
b2w2,cradily,hp,86,0
b2w2,cradily,attack,81,0
b2w2,cradily,defense,97,0
b2w2,cradily,sp-atk,81,0
b2w2,cradily,sp-def,107,2
b2w2,cradily,speed,43,0
b2w2,anorith,hp,45,0
b2w2,anorith,attack,95,1
b2w2,anorith,defense,50,0
b2w2,anorith,sp-atk,40,0
b2w2,anorith,sp-def,50,0
b2w2,anorith,speed,75,0
b2w2,armaldo,hp,75,0
b2w2,armaldo,attack,125,2
b2w2,armaldo,defense,100,0
b2w2,armaldo,sp-atk,70,0
b2w2,armaldo,sp-def,80,0
b2w2,armaldo,speed,45,0
b2w2,feebas,hp,20,0
b2w2,feebas,attack,15,0
b2w2,feebas,defense,20,0
b2w2,feebas,sp-atk,10,0
b2w2,feebas,sp-def,55,0
b2w2,feebas,speed,80,1
b2w2,milotic,hp,95,0
b2w2,milotic,attack,60,0
b2w2,milotic,defense,79,0
b2w2,milotic,sp-atk,100,0
b2w2,milotic,sp-def,125,2
b2w2,milotic,speed,81,0
b2w2,castform-normal,hp,70,1
b2w2,castform-normal,attack,70,0
b2w2,castform-normal,defense,70,0
b2w2,castform-normal,sp-atk,70,0
b2w2,castform-normal,sp-def,70,0
b2w2,castform-normal,speed,70,0
b2w2,castform-sunny-form,hp,70,1
b2w2,castform-sunny-form,attack,70,0
b2w2,castform-sunny-form,defense,70,0
b2w2,castform-sunny-form,sp-atk,70,0
b2w2,castform-sunny-form,sp-def,70,0
b2w2,castform-sunny-form,speed,70,0
b2w2,castform-rainy-form,hp,70,1
b2w2,castform-rainy-form,attack,70,0
b2w2,castform-rainy-form,defense,70,0
b2w2,castform-rainy-form,sp-atk,70,0
b2w2,castform-rainy-form,sp-def,70,0
b2w2,castform-rainy-form,speed,70,0
b2w2,castform-snowy-form,hp,70,1
b2w2,castform-snowy-form,attack,70,0
b2w2,castform-snowy-form,defense,70,0
b2w2,castform-snowy-form,sp-atk,70,0
b2w2,castform-snowy-form,sp-def,70,0
b2w2,castform-snowy-form,speed,70,0
b2w2,kecleon,hp,60,0
b2w2,kecleon,attack,90,0
b2w2,kecleon,defense,70,0
b2w2,kecleon,sp-atk,60,0
b2w2,kecleon,sp-def,120,1
b2w2,kecleon,speed,40,0
b2w2,shuppet,hp,44,0
b2w2,shuppet,attack,75,1
b2w2,shuppet,defense,35,0
b2w2,shuppet,sp-atk,63,0
b2w2,shuppet,sp-def,33,0
b2w2,shuppet,speed,45,0
b2w2,banette,hp,64,0
b2w2,banette,attack,115,2
b2w2,banette,defense,65,0
b2w2,banette,sp-atk,83,0
b2w2,banette,sp-def,63,0
b2w2,banette,speed,65,0
b2w2,duskull,hp,20,0
b2w2,duskull,attack,40,0
b2w2,duskull,defense,90,0
b2w2,duskull,sp-atk,30,0
b2w2,duskull,sp-def,90,1
b2w2,duskull,speed,25,0
b2w2,dusclops,hp,40,0
b2w2,dusclops,attack,70,0
b2w2,dusclops,defense,130,1
b2w2,dusclops,sp-atk,60,0
b2w2,dusclops,sp-def,130,1
b2w2,dusclops,speed,25,0
b2w2,tropius,hp,99,2
b2w2,tropius,attack,68,0
b2w2,tropius,defense,83,0
b2w2,tropius,sp-atk,72,0
b2w2,tropius,sp-def,87,0
b2w2,tropius,speed,51,0
b2w2,chimecho,hp,65,0
b2w2,chimecho,attack,50,0
b2w2,chimecho,defense,70,0
b2w2,chimecho,sp-atk,95,1
b2w2,chimecho,sp-def,80,1
b2w2,chimecho,speed,65,0
b2w2,absol,hp,65,0
b2w2,absol,attack,130,2
b2w2,absol,defense,60,0
b2w2,absol,sp-atk,75,0
b2w2,absol,sp-def,60,0
b2w2,absol,speed,75,0
b2w2,wynaut,hp,95,1
b2w2,wynaut,attack,23,0
b2w2,wynaut,defense,48,0
b2w2,wynaut,sp-atk,23,0
b2w2,wynaut,sp-def,48,0
b2w2,wynaut,speed,23,0
b2w2,snorunt,hp,50,1
b2w2,snorunt,attack,50,0
b2w2,snorunt,defense,50,0
b2w2,snorunt,sp-atk,50,0
b2w2,snorunt,sp-def,50,0
b2w2,snorunt,speed,50,0
b2w2,glalie,hp,80,2
b2w2,glalie,attack,80,0
b2w2,glalie,defense,80,0
b2w2,glalie,sp-atk,80,0
b2w2,glalie,sp-def,80,0
b2w2,glalie,speed,80,0
b2w2,spheal,hp,70,1
b2w2,spheal,attack,40,0
b2w2,spheal,defense,50,0
b2w2,spheal,sp-atk,55,0
b2w2,spheal,sp-def,50,0
b2w2,spheal,speed,25,0
b2w2,sealeo,hp,90,2
b2w2,sealeo,attack,60,0
b2w2,sealeo,defense,70,0
b2w2,sealeo,sp-atk,75,0
b2w2,sealeo,sp-def,70,0
b2w2,sealeo,speed,45,0
b2w2,walrein,hp,110,3
b2w2,walrein,attack,80,0
b2w2,walrein,defense,90,0
b2w2,walrein,sp-atk,95,0
b2w2,walrein,sp-def,90,0
b2w2,walrein,speed,65,0
b2w2,clamperl,hp,35,0
b2w2,clamperl,attack,64,0
b2w2,clamperl,defense,85,1
b2w2,clamperl,sp-atk,74,0
b2w2,clamperl,sp-def,55,0
b2w2,clamperl,speed,32,0
b2w2,huntail,hp,55,0
b2w2,huntail,attack,104,1
b2w2,huntail,defense,105,1
b2w2,huntail,sp-atk,94,0
b2w2,huntail,sp-def,75,0
b2w2,huntail,speed,52,0
b2w2,gorebyss,hp,55,0
b2w2,gorebyss,attack,84,0
