game_group_identifier,move_identifier,language_identifier,name
oras,crush-grip,en,Crush Grip
oras,crush-grip,fr,Presse
oras,crush-grip,it,Sbriciolmano
oras,crush-grip,de,Quetschgriff
oras,crush-grip,es,Agarrón
oras,crush-grip,ko,묵사발
oras,curse,jp-kana,のろい
oras,curse,jp-kanji,のろい
oras,curse,en,Curse
oras,curse,fr,Malédiction
oras,curse,it,Maledizione
oras,curse,de,Fluch
oras,curse,es,Maldición
oras,curse,ko,저주
oras,cut,jp-kana,いあいぎり
oras,cut,jp-kanji,いあいぎり
oras,cut,en,Cut
oras,cut,fr,Coupe
oras,cut,it,Taglio
oras,cut,de,Zerschneider
oras,cut,es,Corte
oras,cut,ko,풀베기
oras,dark-pulse,jp-kana,あくのはどう
oras,dark-pulse,jp-kanji,あくのはどう
oras,dark-pulse,en,Dark Pulse
oras,dark-pulse,fr,Vibrobscur
oras,dark-pulse,it,Neropulsar
oras,dark-pulse,de,Finsteraura
oras,dark-pulse,es,Pulso Umbrío
oras,dark-pulse,ko,악의파동
oras,dark-void,jp-kana,ダークホール
oras,dark-void,jp-kanji,ダークホール
oras,dark-void,en,Dark Void
oras,dark-void,fr,Trou Noir
oras,dark-void,it,Vuototetro
oras,dark-void,de,Schlummerort
oras,dark-void,es,Brecha Negra
oras,dark-void,ko,다크홀
oras,dazzling-gleam,jp-kana,マジカルシャイン
oras,dazzling-gleam,jp-kanji,マジカルシャイン
oras,dazzling-gleam,en,Dazzling Gleam
oras,dazzling-gleam,fr,Éclat Magique
oras,dazzling-gleam,it,Magibrillio
oras,dazzling-gleam,de,Zauberschein
oras,dazzling-gleam,es,Brillo Mágico
oras,dazzling-gleam,ko,매지컬샤인
oras,defend-order,jp-kana,ぼうぎょしれい
oras,defend-order,jp-kanji,ぼうぎょしれい
oras,defend-order,en,Defend Order
oras,defend-order,fr,Appel Défense
oras,defend-order,it,Comandoscudo
oras,defend-order,de,Blockbefehl
oras,defend-order,es,A Defender
oras,defend-order,ko,방어지령
oras,defense-curl,jp-kana,まるくなる
oras,defense-curl,jp-kanji,まるくなる
oras,defense-curl,en,Defense Curl
oras,defense-curl,fr,Boul’Armure
oras,defense-curl,it,Ricciolscudo
oras,defense-curl,de,Einigler
oras,defense-curl,es,Rizo Defensa
oras,defense-curl,ko,웅크리기
oras,defog,jp-kana,きりばらい
oras,defog,jp-kanji,きりばらい
oras,defog,en,Defog
oras,defog,fr,Anti-Brume
oras,defog,it,Scacciabruma
oras,defog,de,Auflockern
oras,defog,es,Despejar
oras,defog,ko,안개제거
oras,destiny-bond,jp-kana,みちづれ
oras,destiny-bond,jp-kanji,みちづれ
oras,destiny-bond,en,Destiny Bond
oras,destiny-bond,fr,Prélèvem. Destin
oras,destiny-bond,it,Destinobbligato
oras,destiny-bond,de,Abgangsbund
oras,destiny-bond,es,Mismo Destino
oras,destiny-bond,ko,길동무
oras,detect,jp-kana,みきり
oras,detect,jp-kanji,みきり
oras,detect,en,Detect
oras,detect,fr,Détection
oras,detect,it,Individua
oras,detect,de,Scanner
oras,detect,es,Detección
oras,detect,ko,판별
oras,diamond-storm,jp-kana,ダイヤストーム
oras,diamond-storm,jp-kanji,ダイヤストーム
oras,diamond-storm,en,Diamond Storm
oras,diamond-storm,fr,Orage Adamantin
oras,diamond-storm,it,Diamantempesta
oras,diamond-storm,de,Diamantsturm
oras,diamond-storm,es,Torm. Diamantes
oras,diamond-storm,ko,다이아스톰
oras,dig,jp-kana,あなをほる
oras,dig,jp-kanji,あなをほる
oras,dig,en,Dig
oras,dig,fr,Tunnel
oras,dig,it,Fossa
oras,dig,de,Schaufler
oras,dig,es,Excavar
oras,dig,ko,구멍파기
oras,disable,jp-kana,かなしばり
oras,disable,jp-kanji,かなしばり
oras,disable,en,Disable
oras,disable,fr,Entrave
oras,disable,it,Inibitore
oras,disable,de,Aussetzer
oras,disable,es,Anulación
oras,disable,ko,사슬묶기
oras,disarming-voice,jp-kana,チャームボイス
oras,disarming-voice,jp-kanji,チャームボイス
oras,disarming-voice,en,Disarming Voice
oras,disarming-voice,fr,Voix Enjôleuse
oras,disarming-voice,it,Incantavoce
oras,disarming-voice,de,Säuselstimme
oras,disarming-voice,es,Voz Cautivadora
oras,disarming-voice,ko,차밍보이스
oras,discharge,jp-kana,ほうでん
oras,discharge,jp-kanji,ほうでん
oras,discharge,en,Discharge
oras,discharge,fr,Coup d’Jus
oras,discharge,it,Scarica
oras,discharge,de,Ladungsstoß
oras,discharge,es,Chispazo
oras,discharge,ko,방전
oras,dive,jp-kana,ダイビング
oras,dive,jp-kanji,ダイビング
oras,dive,en,Dive
oras,dive,fr,Plongée
oras,dive,it,Sub
oras,dive,de,Taucher
oras,dive,es,Buceo
oras,dive,ko,다이빙
oras,dizzy-punch,jp-kana,ピヨピヨパンチ
oras,dizzy-punch,jp-kanji,ピヨピヨパンチ
oras,dizzy-punch,en,Dizzy Punch
oras,dizzy-punch,fr,Uppercut
oras,dizzy-punch,it,Stordipugno
oras,dizzy-punch,de,Irrschlag
oras,dizzy-punch,es,Puño Mareo
oras,dizzy-punch,ko,잼잼펀치
oras,doom-desire,jp-kana,はめつのねがい
oras,doom-desire,jp-kanji,はめつのねがい
oras,doom-desire,en,Doom Desire
oras,doom-desire,fr,Carnareket
oras,doom-desire,it,Obbliderio
oras,doom-desire,de,Kismetwunsch
oras,doom-desire,es,Deseo Oculto
oras,doom-desire,ko,파멸의소원
oras,double-edge,jp-kana,すてみタックル
oras,double-edge,jp-kanji,すてみタックル
oras,double-edge,en,Double-Edge
oras,double-edge,fr,Damoclès
oras,double-edge,it,Sdoppiatore
oras,double-edge,de,Risikotackle
oras,double-edge,es,Doble Filo
oras,double-edge,ko,이판사판태클
oras,double-hit,jp-kana,ダブルアタック
oras,double-hit,jp-kanji,ダブルアタック
oras,double-hit,en,Double Hit
oras,double-hit,fr,Coup Double
oras,double-hit,it,Doppiosmash
oras,double-hit,de,Doppelschlag
oras,double-hit,es,Doble Golpe
oras,double-hit,ko,더블어택
oras,double-kick,jp-kana,にどげり
oras,double-kick,jp-kanji,にどげり
oras,double-kick,en,Double Kick
oras,double-kick,fr,Double Pied
oras,double-kick,it,Doppiocalcio
oras,double-kick,de,Doppelkick
oras,double-kick,es,Doble Patada
oras,double-kick,ko,두번치기
oras,double-slap,jp-kana,おうふくビンタ
oras,double-slap,jp-kanji,おうふくビンタ
oras,double-slap,en,Double Slap
oras,double-slap,fr,Torgnoles
oras,double-slap,it,Doppiasberla
oras,double-slap,de,Duplexhieb
oras,double-slap,es,Doble Bofetón
oras,double-slap,ko,연속뺨치기
oras,double-team,jp-kana,かげぶんしん
oras,double-team,jp-kanji,かげぶんしん
oras,double-team,en,Double Team
oras,double-team,fr,Reflet
oras,double-team,it,Doppioteam
oras,double-team,de,Doppelteam
oras,double-team,es,Doble Equipo
oras,double-team,ko,그림자분신
oras,draco-meteor,jp-kana,りゅうせいぐん
oras,draco-meteor,jp-kanji,りゅうせいぐん
oras,draco-meteor,en,Draco Meteor
oras,draco-meteor,fr,Draco Météor
oras,draco-meteor,it,Dragobolide
oras,draco-meteor,de,Draco Meteor
oras,draco-meteor,es,Cometa Draco
oras,draco-meteor,ko,용성군
oras,dragon-ascent,jp-kana,ガリョウテンセイ
oras,dragon-ascent,jp-kanji,ガリョウテンセイ
oras,dragon-ascent,en,Dragon Ascent
oras,dragon-ascent,fr,Draco Ascension
oras,dragon-ascent,it,Ascesa del Drago
oras,dragon-ascent,de,Zenitstürmer
oras,dragon-ascent,es,Ascenso Draco
oras,dragon-ascent,ko,화룡점정
oras,dragon-breath,jp-kana,りゅうのいぶき
oras,dragon-breath,jp-kanji,りゅうのいぶき
oras,dragon-breath,en,Dragon Breath
oras,dragon-breath,fr,Dracosouffle
oras,dragon-breath,it,Dragospiro
oras,dragon-breath,de,Feuerodem
oras,dragon-breath,es,Dragoaliento
oras,dragon-breath,ko,용의숨결
oras,dragon-claw,jp-kana,ドラゴンクロー
oras,dragon-claw,jp-kanji,ドラゴンクロー
oras,dragon-claw,en,Dragon Claw
oras,dragon-claw,fr,Dracogriffe
oras,dragon-claw,it,Dragartigli
oras,dragon-claw,de,Drachenklaue
oras,dragon-claw,es,Garra Dragón
oras,dragon-claw,ko,드래곤크루
oras,dragon-dance,jp-kana,りゅうのまい
oras,dragon-dance,jp-kanji,りゅうのまい
oras,dragon-dance,en,Dragon Dance
oras,dragon-dance,fr,Danse Draco
oras,dragon-dance,it,Dragodanza
oras,dragon-dance,de,Drachentanz
oras,dragon-dance,es,Danza Dragón
oras,dragon-dance,ko,용의춤
oras,dragon-pulse,jp-kana,りゅうのはどう
oras,dragon-pulse,jp-kanji,りゅうのはどう
oras,dragon-pulse,en,Dragon Pulse
oras,dragon-pulse,fr,Dracochoc
oras,dragon-pulse,it,Dragopulsar
oras,dragon-pulse,de,Drachenpuls
oras,dragon-pulse,es,Pulso Dragón
oras,dragon-pulse,ko,용의파동
oras,dragon-rage,jp-kana,りゅうのいかり
oras,dragon-rage,jp-kanji,りゅうのいかり
oras,dragon-rage,en,Dragon Rage
oras,dragon-rage,fr,Draco-Rage
oras,dragon-rage,it,Ira di Drago
oras,dragon-rage,de,Drachenwut
oras,dragon-rage,es,Furia Dragón
oras,dragon-rage,ko,용의분노
oras,dragon-rush,jp-kana,ドラゴンダイブ
oras,dragon-rush,jp-kanji,ドラゴンダイブ
oras,dragon-rush,en,Dragon Rush
oras,dragon-rush,fr,Dracocharge
oras,dragon-rush,it,Dragofuria
oras,dragon-rush,de,Drachenstoß
oras,dragon-rush,es,Carga Dragón
oras,dragon-rush,ko,드래곤다이브
oras,dragon-tail,jp-kana,ドラゴンテール
oras,dragon-tail,jp-kanji,ドラゴンテール
oras,dragon-tail,en,Dragon Tail
oras,dragon-tail,fr,Draco-Queue
oras,dragon-tail,it,Codadrago
oras,dragon-tail,de,Drachenrute
oras,dragon-tail,es,Cola Dragón
oras,dragon-tail,ko,드래곤테일
oras,drain-punch,jp-kana,ドレインパンチ
oras,drain-punch,jp-kanji,ドレインパンチ
oras,drain-punch,en,Drain Punch
oras,drain-punch,fr,Vampipoing
oras,drain-punch,it,Assorbipugno
oras,drain-punch,de,Ableithieb
oras,drain-punch,es,Puño Drenaje
oras,drain-punch,ko,드레인펀치
oras,draining-kiss,jp-kana,ドレインキッス
oras,draining-kiss,jp-kanji,ドレインキッス
oras,draining-kiss,en,Draining Kiss
oras,draining-kiss,fr,Vampibaiser
oras,draining-kiss,it,Assorbibacio
oras,draining-kiss,de,Diebeskuss
oras,draining-kiss,es,Beso Drenaje
oras,draining-kiss,ko,드레인키스
oras,dream-eater,jp-kana,ゆめくい
oras,dream-eater,jp-kanji,ゆめくい
oras,dream-eater,en,Dream Eater
oras,dream-eater,fr,Dévorêve
oras,dream-eater,it,Mangiasogni
oras,dream-eater,de,Traumfresser
oras,dream-eater,es,Come Sueños
oras,dream-eater,ko,꿈먹기
oras,drill-peck,jp-kana,ドリルくちばし
oras,drill-peck,jp-kanji,ドリルくちばし
oras,drill-peck,en,Drill Peck
oras,drill-peck,fr,Bec Vrille
oras,drill-peck,it,Perforbecco
oras,drill-peck,de,Bohrschnabel
oras,drill-peck,es,Pico Taladro
oras,drill-peck,ko,회전부리
oras,drill-run,jp-kana,ドリルライナー
oras,drill-run,jp-kanji,ドリルライナー
oras,drill-run,en,Drill Run
oras,drill-run,fr,Tunnelier
oras,drill-run,it,Giravvita
oras,drill-run,de,Schlagbohrer
oras,drill-run,es,Taladradora
oras,drill-run,ko,드릴라이너
oras,dual-chop,jp-kana,ダブルチョップ
oras,dual-chop,jp-kanji,ダブルチョップ
oras,dual-chop,en,Dual Chop
oras,dual-chop,fr,Double Baffe
oras,dual-chop,it,Doppiocolpo
oras,dual-chop,de,Doppelhieb
oras,dual-chop,es,Golpe Bis
oras,dual-chop,ko,더블촙
oras,dynamic-punch,jp-kana,ばくれつパンチ
oras,dynamic-punch,jp-kanji,ばくれつパンチ
oras,dynamic-punch,en,Dynamic Punch
oras,dynamic-punch,fr,Dynamopoing
oras,dynamic-punch,it,Dinamipugno
oras,dynamic-punch,de,Wuchtschlag
oras,dynamic-punch,es,Puño Dinámico
oras,dynamic-punch,ko,폭발펀치
oras,earth-power,jp-kana,だいちのちから
oras,earth-power,jp-kanji,だいちのちから
oras,earth-power,en,Earth Power
oras,earth-power,fr,Telluriforce
oras,earth-power,it,Geoforza
oras,earth-power,de,Erdkräfte
oras,earth-power,es,Tierra Viva
oras,earth-power,ko,대지의힘
oras,earthquake,jp-kana,じしん
oras,earthquake,jp-kanji,じしん
oras,earthquake,en,Earthquake
oras,earthquake,fr,Séisme
oras,earthquake,it,Terremoto
oras,earthquake,de,Erdbeben
oras,earthquake,es,Terremoto
oras,earthquake,ko,지진
oras,echoed-voice,jp-kana,エコーボイス
oras,echoed-voice,jp-kanji,エコーボイス
oras,echoed-voice,en,Echoed Voice
oras,echoed-voice,fr,Écho
oras,echoed-voice,it,Echeggiavoce
oras,echoed-voice,de,Widerhall
oras,echoed-voice,es,Eco Voz
oras,echoed-voice,ko,에코보이스
oras,eerie-impulse,jp-kana,かいでんぱ
oras,eerie-impulse,jp-kanji,かいでんぱ
oras,eerie-impulse,en,Eerie Impulse
oras,eerie-impulse,fr,Ondes Étranges
oras,eerie-impulse,it,Elettromistero
oras,eerie-impulse,de,Mystowellen
oras,eerie-impulse,es,Onda Anómala
oras,eerie-impulse,ko,괴전파
oras,egg-bomb,jp-kana,タマゴばくだん
oras,egg-bomb,jp-kanji,タマゴばくだん
oras,egg-bomb,en,Egg Bomb
oras,egg-bomb,fr,Bomb’Œuf
oras,egg-bomb,it,Uovobomba
oras,egg-bomb,de,Eierbombe
oras,egg-bomb,es,Bomba Huevo
oras,egg-bomb,ko,알폭탄
oras,electric-terrain,jp-kana,エレキフィールド
oras,electric-terrain,jp-kanji,エレキフィールド
oras,electric-terrain,en,Electric Terrain
oras,electric-terrain,fr,Champ Électrifié
oras,electric-terrain,it,Campo Elettrico
oras,electric-terrain,de,Elektrofeld
oras,electric-terrain,es,Campo Eléctrico
oras,electric-terrain,ko,일렉트릭필드
oras,electrify,jp-kana,そうでん
oras,electrify,jp-kanji,そうでん
oras,electrify,en,Electrify
oras,electrify,fr,Électrisation
oras,electrify,it,Elettrocontagio
oras,electrify,de,Elektrifizierung
oras,electrify,es,Electrificación
oras,electrify,ko,송전
oras,electro-ball,jp-kana,エレキボール
oras,electro-ball,jp-kanji,エレキボール
oras,electro-ball,en,Electro Ball
oras,electro-ball,fr,Boule Élek
oras,electro-ball,it,Energisfera
oras,electro-ball,de,Elektroball
oras,electro-ball,es,Bola Voltio
oras,electro-ball,ko,일렉트릭볼
oras,electroweb,jp-kana,エレキネット
oras,electroweb,jp-kanji,エレキネット
oras,electroweb,en,Electroweb
oras,electroweb,fr,Toile Élek
oras,electroweb,it,Elettrotela
oras,electroweb,de,Elektronetz
oras,electroweb,es,Electrotela
oras,electroweb,ko,일렉트릭네트
oras,embargo,jp-kana,さしおさえ
oras,embargo,jp-kanji,さしおさえ
oras,embargo,en,Embargo
oras,embargo,fr,Embargo
oras,embargo,it,Divieto
oras,embargo,de,Itemsperre
oras,embargo,es,Embargo
oras,embargo,ko,금제
oras,ember,jp-kana,ひのこ
oras,ember,jp-kanji,ひのこ
oras,ember,en,Ember
oras,ember,fr,Flammèche
oras,ember,it,Braciere
oras,ember,de,Glut
oras,ember,es,Ascuas
oras,ember,ko,불꽃세례
oras,encore,jp-kana,アンコール
oras,encore,jp-kanji,アンコール
oras,encore,en,Encore
oras,encore,fr,Encore
oras,encore,it,Ripeti
oras,encore,de,Zugabe
oras,encore,es,Otra Vez
oras,encore,ko,앵콜
oras,endeavor,jp-kana,がむしゃら
oras,endeavor,jp-kanji,がむしゃら
oras,endeavor,en,Endeavor
oras,endeavor,fr,Effort
oras,endeavor,it,Rimonta
oras,endeavor,de,Notsituation
oras,endeavor,es,Esfuerzo
oras,endeavor,ko,죽기살기
oras,endure,jp-kana,こらえる
oras,endure,jp-kanji,こらえる
oras,endure,en,Endure
oras,endure,fr,Ténacité
oras,endure,it,Resistenza
oras,endure,de,Ausdauer
oras,endure,es,Aguante
oras,endure,ko,버티기
oras,energy-ball,jp-kana,エナジーボール
oras,energy-ball,jp-kanji,エナジーボール
oras,energy-ball,en,Energy Ball
oras,energy-ball,fr,Éco-Sphère
oras,energy-ball,it,Energipalla
oras,energy-ball,de,Energieball
oras,energy-ball,es,Energibola
oras,energy-ball,ko,에너지볼
oras,entrainment,jp-kana,なかまづくり
oras,entrainment,jp-kanji,なかまづくり
oras,entrainment,en,Entrainment
oras,entrainment,fr,Ten-danse
oras,entrainment,it,Saltamicizia
oras,entrainment,de,Zwango
oras,entrainment,es,Danza Amiga
oras,entrainment,ko,동료만들기
oras,eruption,jp-kana,ふんか
oras,eruption,jp-kanji,ふんか
oras,eruption,en,Eruption
oras,eruption,fr,Éruption
oras,eruption,it,Eruzione
oras,eruption,de,Eruption
oras,eruption,es,Estallido
oras,eruption,ko,분화
oras,explosion,jp-kana,だいばくはつ
oras,explosion,jp-kanji,だいばくはつ
oras,explosion,en,Explosion
oras,explosion,fr,Explosion
oras,explosion,it,Esplosione
oras,explosion,de,Explosion
oras,explosion,es,Explosión
oras,explosion,ko,대폭발
oras,extrasensory,jp-kana,じんつうりき
oras,extrasensory,jp-kanji,じんつうりき
oras,extrasensory,en,Extrasensory
oras,extrasensory,fr,Extrasenseur
oras,extrasensory,it,Extrasenso
oras,extrasensory,de,Sondersensor
oras,extrasensory,es,Paranormal
oras,extrasensory,ko,신통력
oras,extreme-speed,jp-kana,しんそく
oras,extreme-speed,jp-kanji,しんそく
oras,extreme-speed,en,Extreme Speed
oras,extreme-speed,fr,Vitesse Extrême
oras,extreme-speed,it,Extrarapido
oras,extreme-speed,de,Turbotempo
oras,extreme-speed,es,Veloc. Extrema
oras,extreme-speed,ko,신속
oras,facade,jp-kana,からげんき
oras,facade,jp-kanji,からげんき
oras,facade,en,Facade
oras,facade,fr,Façade
oras,facade,it,Facciata
oras,facade,de,Fassade
oras,facade,es,Imagen
oras,facade,ko,객기
oras,fairy-lock,jp-kana,フェアリーロック
oras,fairy-lock,jp-kanji,フェアリーロック
oras,fairy-lock,en,Fairy Lock
oras,fairy-lock,fr,Verrou Enchanté
oras,fairy-lock,it,Blocco Fatato
oras,fairy-lock,de,Feenschloss
oras,fairy-lock,es,Cerrojo Feérico
oras,fairy-lock,ko,페어리록
oras,fairy-wind,jp-kana,ようせいのかぜ
oras,fairy-wind,jp-kanji,ようせいのかぜ
oras,fairy-wind,en,Fairy Wind
oras,fairy-wind,fr,Vent Féérique
oras,fairy-wind,it,Vento di Fata
oras,fairy-wind,de,Feenbrise
oras,fairy-wind,es,Viento Feérico
oras,fairy-wind,ko,요정의바람
oras,fake-out,jp-kana,ねこだまし
oras,fake-out,jp-kanji,ねこだまし
oras,fake-out,en,Fake Out
oras,fake-out,fr,Bluff
oras,fake-out,it,Bruciapelo
oras,fake-out,de,Mogelhieb
oras,fake-out,es,Sorpresa
oras,fake-out,ko,속이다
oras,fake-tears,jp-kana,うそなき
oras,fake-tears,jp-kanji,うそなき
oras,fake-tears,en,Fake Tears
oras,fake-tears,fr,Croco Larme
oras,fake-tears,it,Falselacrime
oras,fake-tears,de,Trugträne
oras,fake-tears,es,Llanto Falso
oras,fake-tears,ko,거짓울음
oras,false-swipe,jp-kana,みねうち
oras,false-swipe,jp-kanji,みねうち
oras,false-swipe,en,False Swipe
oras,false-swipe,fr,Faux-Chage
oras,false-swipe,it,Falsofinale
oras,false-swipe,de,Trugschlag
oras,false-swipe,es,Falsotortazo
oras,false-swipe,ko,칼등치기
oras,feather-dance,jp-kana,フェザーダンス
oras,feather-dance,jp-kanji,フェザーダンス
oras,feather-dance,en,Feather Dance
oras,feather-dance,fr,Danse-Plume
oras,feather-dance,it,Danzadipiume
oras,feather-dance,de,Daunenreigen
oras,feather-dance,es,Danza Pluma
oras,feather-dance,ko,깃털댄스
oras,feint,jp-kana,フェイント
oras,feint,jp-kanji,フェイント
oras,feint,en,Feint
oras,feint,fr,Ruse
oras,feint,it,Fintoattacco
oras,feint,de,Offenlegung
oras,feint,es,Amago
oras,feint,ko,페인트
oras,feint-attack,jp-kana,だましうち
oras,feint-attack,jp-kanji,だましうち
oras,feint-attack,en,Feint Attack
oras,feint-attack,fr,Feinte
oras,feint-attack,it,Finta
oras,feint-attack,de,Finte
oras,feint-attack,es,Finta
oras,feint-attack,ko,속여때리기
oras,fell-stinger,jp-kana,とどめばり
oras,fell-stinger,jp-kanji,とどめばり
oras,fell-stinger,en,Fell Stinger
oras,fell-stinger,fr,Dard Mortel
oras,fell-stinger,it,Pungiglione
oras,fell-stinger,de,Stachelfinale
oras,fell-stinger,es,Aguijón Letal
oras,fell-stinger,ko,마지막일침
oras,fiery-dance,jp-kana,ほのおのまい
oras,fiery-dance,jp-kanji,ほのおのまい
oras,fiery-dance,en,Fiery Dance
oras,fiery-dance,fr,Danse du Feu
oras,fiery-dance,it,Voldifuoco
oras,fiery-dance,de,Feuerreigen
oras,fiery-dance,es,Danza Llama
oras,fiery-dance,ko,불꽃춤
oras,final-gambit,jp-kana,いのちがけ
oras,final-gambit,jp-kanji,いのちがけ
oras,final-gambit,en,Final Gambit
oras,final-gambit,fr,Tout ou Rien
oras,final-gambit,it,Azzardo
oras,final-gambit,de,Wagemut
oras,final-gambit,es,Sacrificio
oras,final-gambit,ko,목숨걸기
oras,fire-blast,jp-kana,だいもんじ
oras,fire-blast,jp-kanji,だいもんじ
oras,fire-blast,en,Fire Blast
oras,fire-blast,fr,Déflagration
oras,fire-blast,it,Fuocobomba
oras,fire-blast,de,Feuersturm
oras,fire-blast,es,Llamarada
oras,fire-blast,ko,불대문자
oras,fire-fang,jp-kana,ほのおのキバ
oras,fire-fang,jp-kanji,ほのおのキバ
oras,fire-fang,en,Fire Fang
oras,fire-fang,fr,Crocs Feu
oras,fire-fang,it,Rogodenti
oras,fire-fang,de,Feuerzahn
oras,fire-fang,es,Colmillo Ígneo
oras,fire-fang,ko,불꽃엄니
oras,fire-pledge,jp-kana,ほのおのちかい
oras,fire-pledge,jp-kanji,ほのおのちかい
oras,fire-pledge,en,Fire Pledge
oras,fire-pledge,fr,Aire de Feu
oras,fire-pledge,it,Fiammapatto
oras,fire-pledge,de,Feuersäulen
oras,fire-pledge,es,Voto Fuego
oras,fire-pledge,ko,불꽃의맹세
oras,fire-punch,jp-kana,ほのおのパンチ
oras,fire-punch,jp-kanji,ほのおのパンチ
oras,fire-punch,en,Fire Punch
oras,fire-punch,fr,Poing de Feu
oras,fire-punch,it,Fuocopugno
oras,fire-punch,de,Feuerschlag
oras,fire-punch,es,Puño Fuego
oras,fire-punch,ko,불꽃펀치
oras,fire-spin,jp-kana,ほのおのうず
oras,fire-spin,jp-kanji,ほのおのうず
oras,fire-spin,en,Fire Spin
oras,fire-spin,fr,Danse Flamme
oras,fire-spin,it,Turbofuoco
oras,fire-spin,de,Feuerwirbel
oras,fire-spin,es,Giro Fuego
oras,fire-spin,ko,회오리불꽃
oras,fissure,jp-kana,じわれ
oras,fissure,jp-kanji,じわれ
oras,fissure,en,Fissure
oras,fissure,fr,Abîme
oras,fissure,it,Abisso
oras,fissure,de,Geofissur
oras,fissure,es,Fisura
oras,fissure,ko,땅가르기
oras,flail,jp-kana,じたばた
oras,flail,jp-kanji,じたばた
oras,flail,en,Flail
oras,flail,fr,Fléau
oras,flail,it,Flagello
oras,flail,de,Dreschflegel
oras,flail,es,Azote
oras,flail,ko,바둥바둥
oras,flame-burst,jp-kana,はじけるほのお
oras,flame-burst,jp-kanji,はじけるほのお
oras,flame-burst,en,Flame Burst
oras,flame-burst,fr,Rebondifeu
oras,flame-burst,it,Pirolancio
oras,flame-burst,de,Funkenflug
oras,flame-burst,es,Pirotecnia
oras,flame-burst,ko,불꽃튀기기
oras,flame-charge,jp-kana,ニトロチャージ
oras,flame-charge,jp-kanji,ニトロチャージ
oras,flame-charge,en,Flame Charge
oras,flame-charge,fr,Nitrocharge
oras,flame-charge,it,Nitrocarica
oras,flame-charge,de,Nitroladung
oras,flame-charge,es,Nitrocarga
oras,flame-charge,ko,니트로차지
oras,flame-wheel,jp-kana,かえんぐるま
oras,flame-wheel,jp-kanji,かえんぐるま
oras,flame-wheel,en,Flame Wheel
oras,flame-wheel,fr,Roue de Feu
oras,flame-wheel,it,Ruotafuoco
oras,flame-wheel,de,Flammenrad
oras,flame-wheel,es,Rueda Fuego
oras,flame-wheel,ko,화염자동차
oras,flamethrower,jp-kana,かえんほうしゃ
oras,flamethrower,jp-kanji,かえんほうしゃ
oras,flamethrower,en,Flamethrower
oras,flamethrower,fr,Lance-Flammes
oras,flamethrower,it,Lanciafiamme
oras,flamethrower,de,Flammenwurf
oras,flamethrower,es,Lanzallamas
oras,flamethrower,ko,화염방사
oras,flare-blitz,jp-kana,フレアドライブ
oras,flare-blitz,jp-kanji,フレアドライブ
oras,flare-blitz,en,Flare Blitz
oras,flare-blitz,fr,Boutefeu
oras,flare-blitz,it,Fuococarica
oras,flare-blitz,de,Flammenblitz
oras,flare-blitz,es,Envite Ígneo
oras,flare-blitz,ko,플레어드라이브
oras,flash,jp-kana,フラッシュ
oras,flash,jp-kanji,フラッシュ
oras,flash,en,Flash
oras,flash,fr,Flash
oras,flash,it,Flash
oras,flash,de,Blitz
oras,flash,es,Destello
oras,flash,ko,플래시
oras,flash-cannon,jp-kana,ラスターカノン
oras,flash-cannon,jp-kanji,ラスターカノン
oras,flash-cannon,en,Flash Cannon
oras,flash-cannon,fr,Luminocanon
oras,flash-cannon,it,Cannonflash
oras,flash-cannon,de,Lichtkanone
oras,flash-cannon,es,Foco Resplandor
oras,flash-cannon,ko,러스터캐논
oras,flatter,jp-kana,おだてる
oras,flatter,jp-kanji,おだてる
oras,flatter,en,Flatter
oras,flatter,fr,Flatterie
oras,flatter,it,Adulazione
oras,flatter,de,Schmeichler
oras,flatter,es,Camelo
oras,flatter,ko,부추기기
oras,fling,jp-kana,なげつける
oras,fling,jp-kanji,なげつける
oras,fling,en,Fling
oras,fling,fr,Dégommage
oras,fling,it,Lancio
oras,fling,de,Schleuder
oras,fling,es,Lanzamiento
oras,fling,ko,내던지기
oras,flower-shield,jp-kana,フラワーガード
oras,flower-shield,jp-kanji,フラワーガード
oras,flower-shield,en,Flower Shield
oras,flower-shield,fr,Garde Florale
oras,flower-shield,it,Fiordifesa
oras,flower-shield,de,Floraschutz
oras,flower-shield,es,Defensa Floral
oras,flower-shield,ko,플라워가드
oras,fly,jp-kana,そらをとぶ
oras,fly,jp-kanji,そらをとぶ
oras,fly,en,Fly
oras,fly,fr,Vol
oras,fly,it,Volo
oras,fly,de,Fliegen
oras,fly,es,Vuelo
oras,fly,ko,공중날기
oras,flying-press,jp-kana,フライングプレス
oras,flying-press,jp-kanji,フライングプレス
oras,flying-press,en,Flying Press
oras,flying-press,fr,Flying Press
oras,flying-press,it,Schiacciatuffo
oras,flying-press,de,Flying Press
oras,flying-press,es,Plancha Voladora
oras,flying-press,ko,플라잉프레스
oras,focus-blast,jp-kana,きあいだま
oras,focus-blast,jp-kanji,きあいだま
oras,focus-blast,en,Focus Blast
oras,focus-blast,fr,Exploforce
oras,focus-blast,it,Focalcolpo
oras,focus-blast,de,Fokusstoß
oras,focus-blast,es,Onda Certera
oras,focus-blast,ko,기합구슬
oras,focus-energy,jp-kana,きあいだめ
oras,focus-energy,jp-kanji,きあいだめ
oras,focus-energy,en,Focus Energy
oras,focus-energy,fr,Puissance
oras,focus-energy,it,Focalenergia
oras,focus-energy,de,Energiefokus
oras,focus-energy,es,Foco Energía
