game_group_identifier,pokemon_identifier,slot,type_identifier
sm,wingull,1,water
sm,wingull,2,flying
sm,pelipper,1,water
sm,pelipper,2,flying
sm,ralts,1,psychic
sm,ralts,2,fairy
sm,kirlia,1,psychic
sm,kirlia,2,fairy
sm,gardevoir,1,psychic
sm,gardevoir,2,fairy
sm,gardevoir-mega,1,psychic
sm,gardevoir-mega,2,fairy
sm,surskit,1,bug
sm,surskit,2,water
sm,masquerain,1,bug
sm,masquerain,2,flying
sm,shroomish,1,grass
sm,breloom,1,grass
sm,breloom,2,fighting
sm,slakoth,1,normal
sm,vigoroth,1,normal
sm,slaking,1,normal
sm,nincada,1,bug
sm,nincada,2,ground
sm,ninjask,1,bug
sm,ninjask,2,flying
sm,shedinja,1,bug
sm,shedinja,2,ghost
sm,whismur,1,normal
sm,loudred,1,normal
sm,exploud,1,normal
sm,makuhita,1,fighting
sm,hariyama,1,fighting
sm,azurill,1,normal
sm,azurill,2,fairy
sm,nosepass,1,rock
sm,skitty,1,normal
sm,delcatty,1,normal
sm,sableye,1,dark
sm,sableye,2,ghost
sm,sableye-mega,1,dark
sm,sableye-mega,2,ghost
sm,mawile,1,steel
sm,mawile,2,fairy
sm,mawile-mega,1,steel
sm,mawile-mega,2,fairy
sm,aron,1,steel
sm,aron,2,rock
sm,lairon,1,steel
sm,lairon,2,rock
sm,aggron,1,steel
sm,aggron,2,rock
sm,aggron-mega,1,steel
sm,meditite,1,fighting
sm,meditite,2,psychic
sm,medicham,1,fighting
sm,medicham,2,psychic
sm,medicham-mega,1,fighting
sm,medicham-mega,2,psychic
sm,electrike,1,electric
sm,manectric,1,electric
sm,manectric-mega,1,electric
sm,plusle,1,electric
sm,minun,1,electric
sm,volbeat,1,bug
sm,illumise,1,bug
sm,roselia,1,grass
sm,roselia,2,poison
sm,gulpin,1,poison
sm,swalot,1,poison
sm,carvanha,1,water
sm,carvanha,2,dark
sm,sharpedo,1,water
sm,sharpedo,2,dark
sm,sharpedo-mega,1,water
sm,sharpedo-mega,2,dark
sm,wailmer,1,water
sm,wailord,1,water
sm,numel,1,fire
sm,numel,2,ground
sm,camerupt,1,fire
sm,camerupt,2,ground
sm,camerupt-mega,1,fire
sm,camerupt-mega,2,ground
sm,torkoal,1,fire
sm,spoink,1,psychic
sm,grumpig,1,psychic
sm,spinda,1,normal
sm,trapinch,1,ground
sm,vibrava,1,ground
sm,vibrava,2,dragon
sm,flygon,1,ground
sm,flygon,2,dragon
sm,cacnea,1,grass
sm,cacturne,1,grass
sm,cacturne,2,dark
sm,swablu,1,normal
sm,swablu,2,flying
sm,altaria,1,dragon
sm,altaria,2,flying
sm,altaria-mega,1,dragon
sm,altaria-mega,2,fairy
sm,zangoose,1,normal
sm,seviper,1,poison
sm,lunatone,1,rock
sm,lunatone,2,psychic
sm,solrock,1,rock
sm,solrock,2,psychic
sm,barboach,1,water
sm,barboach,2,ground
sm,whiscash,1,water
sm,whiscash,2,ground
sm,corphish,1,water
sm,crawdaunt,1,water
sm,crawdaunt,2,dark
sm,baltoy,1,ground
sm,baltoy,2,psychic
sm,claydol,1,ground
sm,claydol,2,psychic
sm,lileep,1,rock
sm,lileep,2,grass
sm,cradily,1,rock
sm,cradily,2,grass
sm,anorith,1,rock
sm,anorith,2,bug
sm,armaldo,1,rock
sm,armaldo,2,bug
sm,feebas,1,water
sm,milotic,1,water
sm,castform-normal,1,normal
sm,castform-sunny-form,1,fire
sm,castform-rainy-form,1,water
sm,castform-snowy-form,1,ice
sm,kecleon,1,normal
sm,shuppet,1,ghost
sm,banette,1,ghost
sm,banette-mega,1,ghost
sm,duskull,1,ghost
sm,dusclops,1,ghost
sm,tropius,1,grass
sm,tropius,2,flying
sm,chimecho,1,psychic
sm,absol,1,dark
sm,absol-mega,1,dark
sm,wynaut,1,psychic
sm,snorunt,1,ice
sm,glalie,1,ice
sm,glalie-mega,1,ice
sm,spheal,1,ice
sm,spheal,2,water
sm,sealeo,1,ice
sm,sealeo,2,water
sm,walrein,1,ice
sm,walrein,2,water
sm,clamperl,1,water
sm,huntail,1,water
sm,gorebyss,1,water
sm,relicanth,1,water
sm,relicanth,2,rock
sm,luvdisc,1,water
sm,bagon,1,dragon
sm,shelgon,1,dragon
sm,salamence,1,dragon
sm,salamence,2,flying
sm,salamence-mega,1,dragon
sm,salamence-mega,2,flying
sm,beldum,1,steel
sm,beldum,2,psychic
sm,metang,1,steel
sm,metang,2,psychic
sm,metagross,1,steel
sm,metagross,2,psychic
sm,metagross-mega,1,steel
sm,metagross-mega,2,psychic
sm,regirock,1,rock
sm,regice,1,ice
sm,registeel,1,steel
sm,latias,1,dragon
sm,latias,2,psychic
sm,latias-mega,1,dragon
sm,latias-mega,2,psychic
sm,latios,1,dragon
sm,latios,2,psychic
sm,latios-mega,1,dragon
sm,latios-mega,2,psychic
sm,kyogre,1,water
sm,kyogre-primal-reversion,1,water
sm,groudon,1,ground
sm,groudon-primal-reversion,1,ground
sm,groudon-primal-reversion,2,fire
sm,rayquaza,1,dragon
sm,rayquaza,2,flying
sm,rayquaza-mega,1,dragon
sm,rayquaza-mega,2,flying
sm,jirachi,1,steel
sm,jirachi,2,psychic
sm,deoxys-normal-forme,1,psychic
sm,deoxys-attack-forme,1,psychic
sm,deoxys-defense-forme,1,psychic
sm,deoxys-speed-forme,1,psychic
sm,turtwig,1,grass
sm,grotle,1,grass
sm,torterra,1,grass
sm,torterra,2,ground
sm,chimchar,1,fire
sm,monferno,1,fire
sm,monferno,2,fighting
sm,infernape,1,fire
sm,infernape,2,fighting
sm,piplup,1,water
sm,prinplup,1,water
sm,empoleon,1,water
sm,empoleon,2,steel
sm,starly,1,normal
sm,starly,2,flying
sm,staravia,1,normal
sm,staravia,2,flying
sm,staraptor,1,normal
sm,staraptor,2,flying
sm,bidoof,1,normal
sm,bibarel,1,normal
sm,bibarel,2,water
sm,kricketot,1,bug
sm,kricketune,1,bug
sm,shinx,1,electric
sm,luxio,1,electric
sm,luxray,1,electric
sm,budew,1,grass
sm,budew,2,poison
sm,roserade,1,grass
sm,roserade,2,poison
sm,cranidos,1,rock
sm,rampardos,1,rock
sm,shieldon,1,rock
sm,shieldon,2,steel
sm,bastiodon,1,rock
sm,bastiodon,2,steel
sm,burmy-plant-cloak,1,bug
sm,burmy-sandy-cloak,1,bug
sm,burmy-trash-cloak,1,bug
sm,wormadam-plant-cloak,1,bug
sm,wormadam-plant-cloak,2,grass
sm,wormadam-sandy-cloak,1,bug
sm,wormadam-sandy-cloak,2,ground
sm,wormadam-trash-cloak,1,bug
sm,wormadam-trash-cloak,2,steel
sm,mothim,1,bug
sm,mothim,2,flying
sm,combee,1,bug
sm,combee,2,flying
sm,vespiquen,1,bug
sm,vespiquen,2,flying
sm,pachirisu,1,electric
sm,buizel,1,water
sm,floatzel,1,water
sm,cherubi,1,grass
sm,cherrim-overcast-form,1,grass
sm,cherrim-sunshine-form,1,grass
sm,shellos-west-sea,1,water
sm,shellos-east-sea,1,water
sm,gastrodon-west-sea,1,water
sm,gastrodon-west-sea,2,ground
sm,gastrodon-east-sea,1,water
sm,gastrodon-east-sea,2,ground
sm,ambipom,1,normal
sm,drifloon,1,ghost
sm,drifloon,2,flying
sm,drifblim,1,ghost
sm,drifblim,2,flying
sm,buneary,1,normal
sm,lopunny,1,normal
sm,lopunny-mega,1,normal
sm,lopunny-mega,2,fighting
sm,mismagius,1,ghost
sm,honchkrow,1,dark
sm,honchkrow,2,flying
sm,glameow,1,normal
sm,purugly,1,normal
sm,chingling,1,psychic
sm,stunky,1,poison
sm,stunky,2,dark
sm,skuntank,1,poison
sm,skuntank,2,dark
sm,bronzor,1,steel
sm,bronzor,2,psychic
sm,bronzong,1,steel
sm,bronzong,2,psychic
sm,bonsly,1,rock
sm,mime-jr,1,psychic
sm,mime-jr,2,fairy
sm,happiny,1,normal
sm,chatot,1,normal
sm,chatot,2,flying
sm,spiritomb,1,ghost
sm,spiritomb,2,dark
sm,gible,1,dragon
sm,gible,2,ground
sm,gabite,1,dragon
sm,gabite,2,ground
sm,garchomp,1,dragon
sm,garchomp,2,ground
sm,garchomp-mega,1,dragon
sm,garchomp-mega,2,ground
sm,munchlax,1,normal
sm,riolu,1,fighting
sm,lucario,1,fighting
sm,lucario,2,steel
sm,lucario-mega,1,fighting
sm,lucario-mega,2,steel
sm,hippopotas,1,ground
sm,hippowdon,1,ground
sm,skorupi,1,poison
sm,skorupi,2,bug
sm,drapion,1,poison
sm,drapion,2,dark
sm,croagunk,1,poison
sm,croagunk,2,fighting
sm,toxicroak,1,poison
sm,toxicroak,2,fighting
sm,carnivine,1,grass
sm,finneon,1,water
sm,lumineon,1,water
sm,mantyke,1,water
sm,mantyke,2,flying
sm,snover,1,grass
sm,snover,2,ice
sm,abomasnow,1,grass
sm,abomasnow,2,ice
sm,abomasnow-mega,1,grass
sm,abomasnow-mega,2,ice
sm,weavile,1,dark
sm,weavile,2,ice
sm,magnezone,1,electric
sm,magnezone,2,steel
sm,lickilicky,1,normal
sm,rhyperior,1,ground
sm,rhyperior,2,rock
sm,tangrowth,1,grass
sm,electivire,1,electric
sm,magmortar,1,fire
sm,togekiss,1,fairy
sm,togekiss,2,flying
sm,yanmega,1,bug
sm,yanmega,2,flying
sm,leafeon,1,grass
sm,glaceon,1,ice
sm,gliscor,1,ground
sm,gliscor,2,flying
sm,mamoswine,1,ice
sm,mamoswine,2,ground
sm,porygon-z,1,normal
sm,gallade,1,psychic
sm,gallade,2,fighting
sm,gallade-mega,1,psychic
sm,gallade-mega,2,fighting
sm,probopass,1,rock
sm,probopass,2,steel
sm,dusknoir,1,ghost
sm,froslass,1,ice
sm,froslass,2,ghost
sm,rotom,1,electric
sm,rotom,2,ghost
sm,rotom-heat,1,electric
sm,rotom-heat,2,fire
sm,rotom-wash,1,electric
sm,rotom-wash,2,water
sm,rotom-frost,1,electric
sm,rotom-frost,2,ice
sm,rotom-fan,1,electric
sm,rotom-fan,2,flying
sm,rotom-mow,1,electric
sm,rotom-mow,2,grass
sm,uxie,1,psychic
sm,mesprit,1,psychic
sm,azelf,1,psychic
sm,dialga,1,steel
sm,dialga,2,dragon
sm,palkia,1,water
sm,palkia,2,dragon
sm,heatran,1,fire
sm,heatran,2,steel
sm,regigigas,1,normal
sm,giratina-altered-forme,1,ghost
sm,giratina-altered-forme,2,dragon
sm,giratina-origin-forme,1,ghost
sm,giratina-origin-forme,2,dragon
sm,cresselia,1,psychic
sm,phione,1,water
sm,manaphy,1,water
sm,darkrai,1,dark
sm,shaymin-land-forme,1,grass
sm,shaymin-sky-forme,1,grass
sm,shaymin-sky-forme,2,flying
sm,arceus-normal-type,1,normal
sm,arceus-fighting-type,1,normal
sm,arceus-flying-type,1,normal
sm,arceus-poison-type,1,normal
sm,arceus-ground-type,1,normal
sm,arceus-rock-type,1,normal
sm,arceus-bug-type,1,normal
sm,arceus-ghost-type,1,normal
sm,arceus-steel-type,1,normal
sm,arceus-fire-type,1,normal
sm,arceus-water-type,1,normal
sm,arceus-grass-type,1,normal
sm,arceus-electric-type,1,normal
sm,arceus-psychic-type,1,normal
sm,arceus-ice-type,1,normal
sm,arceus-dragon-type,1,normal
sm,arceus-dark-type,1,normal
sm,arceus-fairy-type,1,normal
sm,victini,1,psychic
sm,victini,2,fire
sm,snivy,1,grass
sm,servine,1,grass
sm,serperior,1,grass
sm,tepig,1,fire
sm,pignite,1,fire
sm,pignite,2,fighting
sm,emboar,1,fire
sm,emboar,2,fighting
sm,oshawott,1,water
sm,dewott,1,water
sm,samurott,1,water
sm,patrat,1,normal
sm,watchog,1,normal
sm,lillipup,1,normal
sm,herdier,1,normal
sm,stoutland,1,normal
sm,purrloin,1,dark
sm,liepard,1,dark
sm,pansage,1,grass
sm,simisage,1,grass
sm,pansear,1,fire
sm,simisear,1,fire
sm,panpour,1,water
sm,simipour,1,water
sm,munna,1,psychic
sm,musharna,1,psychic
sm,pidove,1,normal
sm,pidove,2,flying
sm,tranquill,1,normal
sm,tranquill,2,flying
sm,unfezant,1,normal
sm,unfezant,2,flying
sm,blitzle,1,electric
sm,zebstrika,1,electric
sm,roggenrola,1,rock
sm,boldore,1,rock
sm,gigalith,1,rock
sm,woobat,1,psychic
sm,woobat,2,flying
sm,swoobat,1,psychic
sm,swoobat,2,flying
sm,drilbur,1,ground
sm,excadrill,1,ground
sm,excadrill,2,steel
sm,audino,1,normal
sm,audino-mega,1,normal
sm,audino-mega,2,fairy
sm,timburr,1,fighting
sm,gurdurr,1,fighting
sm,conkeldurr,1,fighting
sm,tympole,1,water
sm,palpitoad,1,water
sm,palpitoad,2,ground
sm,seismitoad,1,water
sm,seismitoad,2,ground
sm,throh,1,fighting
sm,sawk,1,fighting
sm,sewaddle,1,bug
sm,sewaddle,2,grass
sm,swadloon,1,bug
sm,swadloon,2,grass
sm,leavanny,1,bug
sm,leavanny,2,grass
sm,venipede,1,bug
sm,venipede,2,poison
sm,whirlipede,1,bug
sm,whirlipede,2,poison
sm,scolipede,1,bug
sm,scolipede,2,poison
sm,cottonee,1,grass
sm,cottonee,2,fairy
sm,whimsicott,1,grass
sm,whimsicott,2,fairy
sm,petilil,1,grass
sm,lilligant,1,grass
sm,basculin-red-striped-form,1,water
sm,basculin-blue-striped-form,1,water
sm,sandile,1,ground
sm,sandile,2,dark
sm,krokorok,1,ground
sm,krokorok,2,dark
sm,krookodile,1,ground
sm,krookodile,2,dark
sm,darumaka,1,fire
sm,darmanitan-standard-mode,1,fire
sm,darmanitan-zen-mode,1,fire
sm,darmanitan-zen-mode,2,psychic
sm,maractus,1,grass
sm,dwebble,1,bug
sm,dwebble,2,rock
sm,crustle,1,bug
sm,crustle,2,rock
sm,scraggy,1,dark
sm,scraggy,2,fighting
sm,scrafty,1,dark
sm,scrafty,2,fighting
sm,sigilyph,1,psychic
sm,sigilyph,2,flying
sm,yamask,1,ghost
sm,cofagrigus,1,ghost
sm,tirtouga,1,water
sm,tirtouga,2,rock
sm,carracosta,1,water
sm,carracosta,2,rock
sm,archen,1,rock
sm,archen,2,flying
sm,archeops,1,rock
sm,archeops,2,flying
sm,trubbish,1,poison
sm,garbodor,1,poison
sm,zorua,1,dark
sm,zoroark,1,dark
sm,minccino,1,normal
sm,cinccino,1,normal
sm,gothita,1,psychic
sm,gothorita,1,psychic
sm,gothitelle,1,psychic
sm,solosis,1,psychic
sm,duosion,1,psychic
sm,reuniclus,1,psychic
sm,ducklett,1,water
sm,ducklett,2,flying
sm,swanna,1,water
sm,swanna,2,flying
sm,vanillite,1,ice
sm,vanillish,1,ice
sm,vanilluxe,1,ice
sm,deerling-spring-form,1,normal
sm,deerling-spring-form,2,grass
sm,deerling-summer-form,1,normal
sm,deerling-summer-form,2,grass
sm,deerling-autumn-form,1,normal
sm,deerling-autumn-form,2,grass
sm,deerling-winter-form,1,normal
sm,deerling-winter-form,2,grass
sm,sawsbuck-spring-form,1,normal
sm,sawsbuck-spring-form,2,grass
sm,sawsbuck-summer-form,1,normal
sm,sawsbuck-summer-form,2,grass
sm,sawsbuck-autumn-form,1,normal
sm,sawsbuck-autumn-form,2,grass
sm,sawsbuck-winter-form,1,normal
sm,sawsbuck-winter-form,2,grass
sm,emolga,1,electric
sm,emolga,2,flying
sm,karrablast,1,bug
sm,escavalier,1,bug
sm,escavalier,2,steel
sm,foongus,1,grass
sm,foongus,2,poison
sm,amoonguss,1,grass
sm,amoonguss,2,poison
sm,frillish,1,water
sm,frillish,2,ghost
sm,jellicent,1,water
sm,jellicent,2,ghost
sm,alomomola,1,water
sm,joltik,1,bug
sm,joltik,2,electric
sm,galvantula,1,bug
sm,galvantula,2,electric
sm,ferroseed,1,grass
sm,ferroseed,2,steel
sm,ferrothorn,1,grass
sm,ferrothorn,2,steel
sm,klink,1,steel
sm,klang,1,steel
sm,klinklang,1,steel
sm,tynamo,1,electric
sm,eelektrik,1,electric
sm,eelektross,1,electric
sm,elgyem,1,psychic
sm,beheeyem,1,psychic
sm,litwick,1,ghost
sm,litwick,2,fire
sm,lampent,1,ghost
sm,lampent,2,fire
sm,chandelure,1,ghost
sm,chandelure,2,fire
sm,axew,1,dragon
sm,fraxure,1,dragon
sm,haxorus,1,dragon
sm,cubchoo,1,ice
sm,beartic,1,ice
sm,cryogonal,1,ice
sm,shelmet,1,bug
sm,accelgor,1,bug
sm,stunfisk,1,ground
sm,stunfisk,2,electric
sm,mienfoo,1,fighting
sm,mienshao,1,fighting
sm,druddigon,1,dragon
sm,golett,1,ground
sm,golett,2,ghost
sm,golurk,1,ground
sm,golurk,2,ghost
sm,pawniard,1,dark
sm,pawniard,2,steel
sm,bisharp,1,dark
sm,bisharp,2,steel
sm,bouffalant,1,normal
sm,rufflet,1,normal
sm,rufflet,2,flying
sm,braviary,1,normal
sm,braviary,2,flying
sm,vullaby,1,dark
sm,vullaby,2,flying
sm,mandibuzz,1,dark
sm,mandibuzz,2,flying
sm,heatmor,1,fire
sm,durant,1,bug
sm,durant,2,steel
sm,deino,1,dark
sm,deino,2,dragon
sm,zweilous,1,dark
sm,zweilous,2,dragon
sm,hydreigon,1,dark
sm,hydreigon,2,dragon
sm,larvesta,1,bug
sm,larvesta,2,fire
sm,volcarona,1,bug
sm,volcarona,2,fire
sm,cobalion,1,steel
sm,cobalion,2,fighting
sm,terrakion,1,rock
sm,terrakion,2,fighting
sm,virizion,1,grass
sm,virizion,2,fighting
sm,tornadus-incarnate-forme,1,flying
sm,tornadus-therian-forme,1,flying
sm,thundurus-incarnate-forme,1,electric
sm,thundurus-incarnate-forme,2,flying
sm,thundurus-therian-forme,1,electric
sm,thundurus-therian-forme,2,flying
sm,reshiram,1,dragon
sm,reshiram,2,fire
sm,zekrom,1,dragon
sm,zekrom,2,electric
sm,landorus-incarnate-forme,1,ground
sm,landorus-incarnate-forme,2,flying
sm,landorus-therian-forme,1,ground
sm,landorus-therian-forme,2,flying
sm,kyurem,1,dragon
sm,kyurem,2,ice
sm,kyurem-white,1,dragon
sm,kyurem-white,2,ice
sm,kyurem-black,1,dragon
sm,kyurem-black,2,ice
sm,keldeo-ordinary-form,1,water
sm,keldeo-ordinary-form,2,fighting
sm,keldeo-resolute-form,1,water
sm,keldeo-resolute-form,2,fighting
sm,meloetta-aria-forme,1,normal
sm,meloetta-aria-forme,2,psychic
sm,meloetta-pirouette-forme,1,normal
sm,meloetta-pirouette-forme,2,fighting
sm,genesect,1,bug
sm,genesect,2,steel
sm,genesect-douse-drive,1,bug
sm,genesect-douse-drive,2,steel
sm,genesect-shock-drive,1,bug
sm,genesect-shock-drive,2,steel
sm,genesect-burn-drive,1,bug
sm,genesect-burn-drive,2,steel
sm,genesect-chill-drive,1,bug
sm,genesect-chill-drive,2,steel
sm,chespin,1,grass
sm,quilladin,1,grass
sm,chesnaught,1,grass
sm,chesnaught,2,fighting
sm,fennekin,1,fire
sm,braixen,1,fire
sm,delphox,1,fire
sm,delphox,2,psychic
sm,froakie,1,water
sm,frogadier,1,water
sm,greninja,1,water
sm,greninja,2,dark
sm,greninja-battle-bond,1,water
sm,greninja-battle-bond,2,dark
sm,greninja-ash,1,water
sm,greninja-ash,2,dark
sm,bunnelby,1,normal
sm,diggersby,1,normal
sm,diggersby,2,ground
sm,fletchling,1,normal
sm,fletchling,2,flying
sm,fletchinder,1,fire
sm,fletchinder,2,flying
sm,talonflame,1,fire
sm,talonflame,2,flying
sm,scatterbug,1,bug
sm,spewpa,1,bug
sm,vivillon-icy-snow-pattern,1,bug
sm,vivillon-icy-snow-pattern,2,flying
sm,vivillon-polar-pattern,1,bug
sm,vivillon-polar-pattern,2,flying
sm,vivillon-tundra-pattern,1,bug
sm,vivillon-tundra-pattern,2,flying
sm,vivillon-continental-pattern,1,bug
sm,vivillon-continental-pattern,2,flying
sm,vivillon-garden-pattern,1,bug
sm,vivillon-garden-pattern,2,flying
sm,vivillon-elegant-pattern,1,bug
sm,vivillon-elegant-pattern,2,flying
sm,vivillon-meadow-pattern,1,bug
sm,vivillon-meadow-pattern,2,flying
sm,vivillon-modern-pattern,1,bug
sm,vivillon-modern-pattern,2,flying
sm,vivillon-marine-pattern,1,bug
sm,vivillon-marine-pattern,2,flying
sm,vivillon-archipelago-pattern,1,bug
sm,vivillon-archipelago-pattern,2,flying
sm,vivillon-high-plains-pattern,1,bug
sm,vivillon-high-plains-pattern,2,flying
sm,vivillon-sandstorm-pattern,1,bug
sm,vivillon-sandstorm-pattern,2,flying
sm,vivillon-river-pattern,1,bug
sm,vivillon-river-pattern,2,flying
sm,vivillon-monsoon-pattern,1,bug
sm,vivillon-monsoon-pattern,2,flying
sm,vivillon-savanna-pattern,1,bug
sm,vivillon-savanna-pattern,2,flying
sm,vivillon-sun-pattern,1,bug
sm,vivillon-sun-pattern,2,flying
sm,vivillon-ocean-pattern,1,bug
sm,vivillon-ocean-pattern,2,flying
sm,vivillon-jungle-pattern,1,bug
sm,vivillon-jungle-pattern,2,flying
sm,vivillon-fancy-pattern,1,bug
sm,vivillon-fancy-pattern,2,flying
sm,vivillon-poke-ball-pattern,1,bug
sm,vivillon-poke-ball-pattern,2,flying
sm,litleo,1,fire
sm,litleo,2,normal
sm,pyroar,1,fire
sm,pyroar,2,normal
sm,flabebe-red-flower,1,fairy
sm,flabebe-yellow-flower,1,fairy
sm,flabebe-orange-flower,1,fairy
sm,flabebe-blue-flower,1,fairy
sm,flabebe-white-flower,1,fairy
sm,floette-red-flower,1,fairy
sm,floette-yellow-flower,1,fairy
sm,floette-orange-flower,1,fairy
sm,floette-blue-flower,1,fairy
sm,floette-white-flower,1,fairy
sm,floette-eternal-flower,1,fairy
sm,florges-red-flower,1,fairy
sm,florges-yellow-flower,1,fairy
sm,florges-orange-flower,1,fairy
sm,florges-blue-flower,1,fairy
sm,florges-white-flower,1,fairy
sm,skiddo,1,grass
sm,gogoat,1,grass
sm,pancham,1,fighting
sm,pangoro,1,fighting
sm,pangoro,2,dark
sm,furfrou-natural-form,1,normal
sm,furfrou-heart-trim,1,normal
sm,furfrou-star-trim,1,normal
sm,furfrou-diamond-trim,1,normal
sm,furfrou-debutante-trim,1,normal
sm,furfrou-matron-trim,1,normal
sm,furfrou-dandy-trim,1,normal
sm,furfrou-la-reine-trim,1,normal
sm,furfrou-kabuki-trim,1,normal
sm,furfrou-pharaoh-trim,1,normal
sm,espurr,1,psychic
sm,meowstic-male,1,psychic
sm,meowstic-female,1,psychic
sm,honedge,1,steel
sm,honedge,2,ghost
sm,doublade,1,steel
sm,doublade,2,ghost
sm,aegislash-shield-forme,1,steel
sm,aegislash-shield-forme,2,ghost
sm,aegislash-blade-forme,1,steel
sm,aegislash-blade-forme,2,ghost
sm,spritzee,1,fairy
sm,aromatisse,1,fairy
sm,swirlix,1,fairy
sm,slurpuff,1,fairy
sm,inkay,1,dark
sm,inkay,2,psychic
sm,malamar,1,dark
sm,malamar,2,psychic
sm,binacle,1,rock
sm,binacle,2,water
sm,barbaracle,1,rock
sm,barbaracle,2,water
sm,skrelp,1,poison
sm,skrelp,2,water
sm,dragalge,1,poison
sm,dragalge,2,dragon
sm,clauncher,1,water
sm,clawitzer,1,water
sm,helioptile,1,electric
sm,helioptile,2,normal
sm,heliolisk,1,electric
sm,heliolisk,2,normal
sm,tyrunt,1,rock
sm,tyrunt,2,dragon
sm,tyrantrum,1,rock
sm,tyrantrum,2,dragon
sm,amaura,1,rock
sm,amaura,2,ice
sm,aurorus,1,rock
sm,aurorus,2,ice
sm,sylveon,1,fairy
sm,hawlucha,1,fighting
sm,hawlucha,2,flying
sm,dedenne,1,electric
sm,dedenne,2,fairy
sm,carbink,1,rock
sm,carbink,2,fairy
sm,goomy,1,dragon
sm,sliggoo,1,dragon
sm,goodra,1,dragon
sm,klefki,1,steel
sm,klefki,2,fairy
sm,phantump,1,ghost
sm,phantump,2,grass
sm,trevenant,1,ghost
sm,trevenant,2,grass
sm,pumpkaboo-average-size,1,ghost
sm,pumpkaboo-average-size,2,grass
sm,pumpkaboo-small-size,1,ghost
sm,pumpkaboo-small-size,2,grass
sm,pumpkaboo-large-size,1,ghost
sm,pumpkaboo-large-size,2,grass
sm,pumpkaboo-super-size,1,ghost
sm,pumpkaboo-super-size,2,grass
sm,gourgeist-average-size,1,ghost
sm,gourgeist-average-size,2,grass
sm,gourgeist-small-size,1,ghost
sm,gourgeist-small-size,2,grass
sm,gourgeist-large-size,1,ghost
sm,gourgeist-large-size,2,grass
sm,gourgeist-super-size,1,ghost
sm,gourgeist-super-size,2,grass
sm,bergmite,1,ice
sm,avalugg,1,ice
sm,noibat,1,flying
sm,noibat,2,dragon
sm,noivern,1,flying
sm,noivern,2,dragon
sm,xerneas-neutral-mode,1,fairy
sm,xerneas-active-mode,1,fairy
sm,yveltal,1,dark
sm,yveltal,2,flying
sm,zygarde-50-forme,1,dragon
sm,zygarde-50-forme,2,ground
sm,zygarde-10-forme,1,dragon
sm,zygarde-10-forme,2,ground
sm,zygarde-10-forme-power-construct,1,dragon
sm,zygarde-10-forme-power-construct,2,ground
sm,zygarde-50-forme-power-construct,1,dragon
sm,zygarde-50-forme-power-construct,2,ground
sm,zygarde-complete-forme,1,dragon
sm,zygarde-complete-forme,2,ground
sm,diancie,1,rock
sm,diancie,2,fairy
sm,diancie-mega,1,rock
sm,diancie-mega,2,fairy
sm,hoopa-confined,1,psychic
sm,hoopa-confined,2,ghost
sm,hoopa-unbound,1,psychic
sm,hoopa-unbound,2,dark
sm,volcanion,1,fire
sm,volcanion,2,water
sm,rowlet,1,grass
sm,rowlet,2,flying
sm,dartrix,1,grass
sm,dartrix,2,flying
sm,decidueye,1,grass
sm,decidueye,2,ghost
sm,litten,1,fire
sm,torracat,1,fire
sm,incineroar,1,fire
sm,incineroar,2,dark
sm,popplio,1,water
sm,brionne,1,water
sm,primarina,1,water
sm,primarina,2,fairy
sm,pikipek,1,normal
sm,pikipek,2,flying
sm,trumbeak,1,normal
sm,trumbeak,2,flying
sm,toucannon,1,normal
sm,toucannon,2,flying
sm,yungoos,1,normal
sm,gumshoos,1,normal
sm,gumshoos-totem,1,normal
sm,grubbin,1,bug
sm,charjabug,1,bug
sm,charjabug,2,electric
sm,vikavolt,1,bug
sm,vikavolt,2,electric
sm,vikavolt-totem,1,bug
sm,vikavolt-totem,2,electric
sm,crabrawler,1,fighting
sm,crabominable,1,fighting
sm,crabominable,2,ice
sm,oricorio-baile-style,1,fire
sm,oricorio-baile-style,2,flying
sm,oricorio-pom-pom-style,1,electric
sm,oricorio-pom-pom-style,2,flying
sm,oricorio-pau-style,1,psychic
sm,oricorio-pau-style,2,flying
sm,oricorio-sensu-style,1,ghost
sm,oricorio-sensu-style,2,flying
sm,cutiefly,1,bug
sm,cutiefly,2,fairy
sm,ribombee,1,bug
sm,ribombee,2,fairy
sm,rockruff,1,rock
sm,lycanroc-midday-form,1,rock
sm,lycanroc-midnight-form,1,rock
sm,wishiwashi-solo-form,1,water
sm,wishiwashi-school-form,1,water
sm,mareanie,1,poison
sm,mareanie,2,water
sm,toxapex,1,poison
sm,toxapex,2,water
sm,mudbray,1,ground
sm,mudsdale,1,ground
sm,dewpider,1,water
sm,dewpider,2,bug
sm,araquanid,1,water
sm,araquanid,2,bug
sm,fomantis,1,grass
sm,lurantis,1,grass
sm,lurantis-totem,1,grass
sm,morelull,1,grass
sm,morelull,2,fairy
sm,shiinotic,1,grass
sm,shiinotic,2,fairy
sm,salandit,1,poison
sm,salandit,2,fire
sm,salazzle,1,poison
sm,salazzle,2,fire
sm,salazzle-totem,1,poison
sm,salazzle-totem,2,fire
sm,stufful,1,normal
sm,stufful,2,fighting
sm,bewear,1,normal
sm,bewear,2,fighting
sm,bounsweet,1,grass
sm,steenee,1,grass
sm,tsareena,1,grass
sm,comfey,1,fairy
