game_identifier,pokemon_identifier,language_identifier,game_revision,flavor_text
violet,tauros-paldean-form-aqua-breed,en,base,"It swims by jetting water from its horns. The most
notable characteristic of the Aqua Breed is its
high body fat, which allows it to float easily."
violet,tauros-paldean-form-aqua-breed,it,base,"L’abbondante grasso corporeo che caratterizza la
Varietà Acquatica gli permette di galleggiare con
facilità. Nuota spruzzando acqua dalle corna."
violet,tauros-paldean-form-aqua-breed,es,base,"Su elevado nivel de grasa corporal permite a la
Variedad Acuática flotar en el agua. Se propulsa
expulsando agua por los cuernos."
violet,gyarados,it,base,"Quando nel mondo regnano i conflitti, appare
dal nulla e mette a ferro e fuoco tutto ciò
che incontra sul proprio cammino."
violet,gyarados,es,base,"Cuando reina el conflicto en el mundo, aparece
de la nada y reduce a cenizas todo lo que se
cruza en su camino."
violet,azumarill,en,base,"By keeping still and listening intently, it can tell
what is in even wild, fast-moving rivers."
violet,azumarill,de,base,"Verhält es sich regungslos und lauscht, so kann es
hören, was sich in reißenden Flüssen verbirgt."
violet,azumarill,es,base,"Guardando silencio y prestando mucha atención
puede saber lo que hay en ríos de corrientes
rápidas y fuertes."
violet,forretress,it,base,"L’intero corpo è protetto da un guscio duro come
l’acciaio. Nessuno sa cosa ci sia all’interno."
violet,scizor,en,base,"It swings its eye-patterned pincers up to scare its
foes. This makes it look like it has three heads."
violet,scizor,es,base,"Intimida a los enemigos agitando sus pinzas con
dibujos de ojos. Al hacerlo, da la impresión de
tener tres cabezas."
violet,heracross,fr,base,"Sa force colossale lui permet de soulever et
de jeter facilement plus de cent fois son poids."
violet,heracross,it,base,"La forza erculea gli permette di lanciare oggetti
100 volte più pesanti di lui con facilità."
violet,heracross,es,base,"Tiene una fuerza descomunal. Puede arrojar
objetos que superen su peso cien veces sin gran
esfuerzo."
violet,ursaring,it,base,"Si arrampica abilmente sugli alberi. Se quando
è in cerca di bacche si imbatte in un Primeape,
la lite è assicurata."
violet,donphan,en,base,"Donphan is normally a calm Pokémon, but once
it is enraged, it will curl its body into a ball and
charge at you while rolling."
violet,donphan,it,base,"Di solito ha un’indole tranquilla, ma se qualcuno
lo fa arrabbiare si appallottola e carica
rotolando."
violet,donphan,de,base,"Für gewöhnlich ist es von ruhigem Gemüt. Reizt
man es jedoch, rollt es sich ein und donnert auf
einen zu."
violet,donphan,es,base,"Por lo general se muestra tranquilo, pero,
si lo enfadan, se enrolla hasta hacerse una
bola y embiste rodando."
violet,blissey,es,base,"Los huevos que pone están llenos de felicidad.
Solo con probar un poquito de uno, cualquiera
sonríe."
violet,tyranitar,en,base,"In just one of its mighty hands, it has the power to
make the ground shake and mountains crumble."
violet,tyranitar,it,base,"Racchiude in sé una potenza tale da permettergli
di scuotere la terra e sbriciolare le montagne con
un solo arto."
violet,wingull,en,base,"It rides upon ocean winds as if it were a glider.
In the winter, it hides food around its nest."
violet,surskit,de,base,"Aus dem Fortsatz an seinem Kopf sondert es eine
süß duftende, sirupartige Flüssigkeit ab. Es lebt in
Tümpeln, die reich an Wasserpflanzen sind."
violet,masquerain,de,base,"Die Fühler haben ein unverkennbares Muster, das
Augen ähnelt. Bei Regen werden sie schwer und
es kann nicht fliegen."
violet,vigoroth,fr,base,"Ce Pokémon ne cesse de s’agiter et de semer
la discorde, ce qui lui ouvre l’appétit. Il ne reste
jamais immobile, même lorsqu’il se nourrit."
violet,vigoroth,de,base,"Es hat immer Hunger, da es ständig randaliert.
Auch während des Essens kann es nicht still sitzen."
violet,vigoroth,es,base,"Siempre tiene hambre porque no para. No puede
estarse quieto ni comiendo."
violet,slaking,en,base,"This Pokémon lives lying on its side. It only
rolls over and moves when there is no more
grass to eat."
violet,slaking,it,base,"Vive perennemente sdraiato e si muove solo
per cambiare lato quando attorno a lui non
c’è più erba da mangiare."
violet,slaking,de,base,"Es verbringt sein Leben im Liegen und dreht sich
nur dann mal um, wenn es in seinem Umfeld kein
Gras mehr gibt, das es essen könnte."
violet,slaking,es,base,"Vive tumbado todo el día, girándose
exclusivamente de un lado a otro si no le queda
más hierba para comer."
violet,hariyama,en,base,"It stomps on the ground to build power. It can
send a 10-ton truck flying with a straight-arm
punch."
violet,hariyama,fr,base,"Il piétine violemment le sol pour concentrer son
énergie. Il peut propulser un camion de dix tonnes
dans les airs d’un coup du plat de la main."
violet,hariyama,it,base,"Pesta i piedi sul terreno per accumulare energia.
Con una sola manata può far prendere il volo
a un camion pesante dieci tonnellate."
violet,hariyama,es,base,"Para aumentar su fuerza, da un pisotón en el
suelo. Puede lanzar un camión de diez toneladas
por los aires de un manotazo."
violet,swalot,en,base,"It can swallow a tire whole in one gulp. It secretes
a horribly toxic fluid from the pores on its body."
violet,swalot,it,base,"Può ingoiare uno pneumatico in un sol boccone.
Secerne un liquido incredibilmente tossico
da tutti i pori del corpo."
violet,swalot,es,base,"Es capaz de tragarse un neumático sin masticarlo.
Segrega un fluido tremendamente tóxico por los
poros."
violet,numel,de,base,"Das heiße Magma in seinem Höcker dient ihm als
Energiereserve und verleiht ihm enorme Stärke."
violet,camerupt,de,base,"Wenn es wütend wird, speit es aus den Höckern
auf seinem Rücken glühend heiße Lava. Es lebt in
den Kratern von Vulkanen."
violet,camerupt,es,base,"Cuando se enfada, las jorobas del lomo entran
en erupción y expulsan lava. Habita los cráteres
de los volcanes."
violet,torkoal,de,base,"Kohle ist die Quelle seiner Energie. Es lebt daher
meist in Bergen, die ein großes Kohlevorkommen
aufweisen."
violet,grumpig,en,base,"It uses black pearls to amplify its psychic power.
It does a strange dance to control foes’ minds."
violet,grumpig,de,base,"Mit schwarzen Perlen verstärkt es seine Psycho-
Kräfte. Es kontrolliert seine Gegner mit seltsamen
Tanzschritten."
violet,cacturne,zh-simp,base,"栖息在沙漠。到了夜晚就会
开始活动，去捕捉因受不了
沙漠的炎热而筋疲力尽的猎物。"
violet,cacturne,zh-trad,base,"棲息在沙漠。一到晚上就會
開始活動，去捕捉因受不了
沙漠的炎熱而筋疲力盡的獵物。"
violet,swablu,en,base,"It can’t relax if it or its surroundings are not clean.
It wipes off dirt with its wings."
violet,swablu,it,base,"Non riesce a star tranquillo se c’è sporcizia su
di sé o attorno a sé. Quando la trova, la spazza
subito via con le ali."
violet,swablu,es,base,"Si su cuerpo o su entorno no están limpios, no
puede relajarse. En cuanto ve algo de mugre,
la limpia con las alas."
violet,altaria,en,base,"On sunny days, it flies freely through the sky and
blends into the clouds. It sings in a beautiful
soprano."
violet,altaria,it,base,"Nelle belle giornate, ama volare nel cielo
confondendosi tra le nuvole. Canta con una
bellissima voce da soprano."
violet,altaria,es,base,"En días soleados, le gusta mezclarse con las
nubes y disfrutar de la libertad del cielo mientras
trina con voz de soprano."
violet,seviper,en,base,"Constant polishing makes the edge of the blade
on its tail extremely sharp. It’s Zangoose’s
archrival."
violet,seviper,it,base,"Affila di continuo sulle rocce la sua coda a forma
di lama, rendendola sempre più tagliente.
È l’acerrimo nemico di Zangoose."
violet,seviper,es,base,"Le une una relación de enemistad con Zangoose.
Se lima con las rocas su cola en forma de espada
para tenerla afilada."
violet,glalie,en,base,"It prevents prey from escaping by instantaneously
freezing moisture in the air."
violet,shelgon,es,base,"La robusta capa que lo rodea repele los ataques.
Aunque es una buena protección, lo hace lento y
pesado."
violet,starly,en,base,"Because they are weak individually, they form
groups. However, they bicker if the group grows
too big."
violet,staravia,en,base,"They maintain huge flocks, although fierce
scuffles break out between various flocks."
violet,staravia,it,base,"Ha l’abitudine di riunirsi in grandi stormi.
Le zuffe tra gruppi diversi sono particolarmente
intense."
violet,staraptor,en,base,"It never stops attacking even if it is injured.
It fusses over the shape of its comb."
violet,staraptor,it,base,"Non smette di attaccare neanche quando è
ferito. Si premura di avere la cresta sempre
in ordine."
violet,vespiquen,en,base,"It raises grubs in the holes in its body. It secretes
pheromones to control Combee."
violet,vespiquen,es,base,"Cría larvas en los panales de su cuerpo. Con las
feromonas que segrega, guía a los Combee."
violet,honchkrow,en,base,"A single cry from this nocturnal Pokémon, and
more than 100 of its Murkrow cronies will
assemble."
violet,honchkrow,it,base,"È un Pokémon notturno. Basta un suo solo
verso per far accorrere all’istante un centinaio
di Murkrow suoi seguaci."
violet,skuntank,en,base,"It attacks by spraying a repugnant fluid from its
tail, but the stench dulls after a few squirts."
violet,skuntank,it,base,"Attacca spruzzando un liquido mefitico dalla
punta della coda. Se attacca a ripetizione,
l’odore si affievolisce."
violet,bronzong,en,base,"It brought rains by opening portals to another
world. It was revered as a bringer of plentiful
harvests."
violet,bronzong,it,base,"Apriva portali verso altri mondi dai quali faceva
giungere la pioggia. Per questo veniva venerato
come una divinità dei raccolti."
violet,bronzong,de,base,"Ihm wurden reiche Ernten zugeschrieben, da es
Portale zu anderen Welten öffnete, um für Regen
zu sorgen."
violet,bronzong,es,base,"Traía lluvias abriendo portales a otro mundo.
Era adorado como propiciador de buenas
cosechas."
violet,spiritomb,it,base,"È formato da 108 spiriti che sono stati sigillati
in una Roccianima affinché non facessero mai più
del male."
violet,gabite,en,base,"It loves sparkly things. It seeks treasures in caves
and hoards the loot in its nest."
violet,gabite,it,base,"Adora gli oggetti luccicanti. Va a caccia di tesori
nelle grotte e li trasporta nel suo nido."
violet,garchomp,en,base,"The protuberances on its head serve as sensors.
It can even detect distant prey."
violet,garchomp,it,base,"Le protuberanze che ha ai lati della testa hanno
funzione di sensori e percepiscono le prede
anche a grande distanza."
violet,garchomp,de,base,"Die beiden Fortsätze an seinem Kopf haben die
Funktion eines Sensors. Mit ihnen kann es auch
weit entfernte Beute aufspüren."
violet,garchomp,es,base,"Las dos protuberancias que tiene en la cabeza le
sirven de sensores. Puede rastrear presas que se
encuentren a gran distancia."
violet,hippopotas,en,base,"It shrouds itself in sand to ward off germs.
It travels easily through the sands of the desert."
violet,hippopotas,it,base,"Si ricopre di sabbia per proteggersi dai germi.
Si sposta immerso nella sabbia del deserto."
violet,hippopotas,de,base,"Es bedeckt sich mit Sand, um Keime abzuhalten,
und bewegt sich durch den Wüstensand fort."
violet,hippowdon,en,base,"It brandishes its gaping mouth in a display of
fearsome strength. It raises vast quantities of
sand while attacking."
violet,hippowdon,it,base,"Mostra la propria forza spalancando le fauci.
Attacca sollevando immani quantità di sabbia."
violet,hippowdon,de,base,"Das weit aufgerissene Maul demonstriert seine
Stärke. Es attackiert, indem es Sandmassen
aufwirbelt."
violet,hippowdon,es,base,"Hace gala de su fuerza abriendo su enorme boca.
Para atacar levanta gran cantidad de arena."
violet,toxicroak,en,base,"It has a poison sac at its throat. When it croaks,
the stored poison is churned for greater potency."
violet,snover,en,base,"Seemingly curious about people, they gather
around footsteps they find on snowy mountains."
violet,snover,de,base,"Sie scheinen neugierig auf Menschen zu sein und
versammeln sich bei Fußspuren, die sie auf
verschneiten Bergen finden."
violet,snover,es,base,"Sienten mucha curiosidad por los humanos.
Si alguno encuentra huellas en la nieve, acuden
todos a mirar."
violet,abomasnow,en,base,"They appear when the snow flowers bloom.
When the petals fall, they retreat to places
unknown again."
violet,abomasnow,fr,base,"Il apparaît quand les fleurs des terres enneigées
éclosent et se retire quand elles se fanent.
Personne ne sait où il va."
violet,abomasnow,it,base,"Appare da chissà dove quando sbocciano i fiori
invernali, e non appena i loro petali cadono
torna a nascondersi nel luogo da cui era venuto."
violet,abomasnow,es,base,"Aparece con las flores de nieve y se retira
cuando se les caen los pétalos. No se sabe
adónde va."
violet,magnezone,en,base,"Exposure to a special magnetic field changed
Magneton’s molecular structure, turning it into
Magnezone."
violet,magnezone,es,base,"Fruto de la evolución de Magneton al exponerse
a un campo magnético especial que alteró su
estructura molecular."
violet,rotom,en,base,"Research continues on this Pokémon, which could
be the power source of a unique motor."
violet,rotom-wash,it,base,"Le lavatrici in cui Rotom può entrare sono ormai
fuori produzione, perciò si vendono a prezzi
molto alti."
violet,rotom-wash,es,base,"El modelo de lavadora del que Rotom puede
tomar posesión ya no se fabrica, por lo que se
cotiza a precios muy elevados."
violet,sandile,en,base,"They live hidden under hot desert sands in order
to keep their body temperature from dropping."
violet,krookodile,it,base,"I suoi occhi gli permettono di individuare prede
minuscole a 50 km di distanza persino nelle
tempeste di sabbia."
violet,krookodile,es,base,"Su vista es tan perspicaz que puede divisar
presas de pequeño tamaño a 50 km de distancia,
incluso en plena tormenta de arena."
violet,zoroark,es,base,"Tiene la facultad de confundir a muchos humanos
a la vez. Protege su guarida creando un paisaje
ilusorio."
violet,zoroark-hisuian-form,es,base,"Tiene la facultad de confundir a muchos humanos
a la vez. Protege su guarida creando un paisaje
ilusorio."
violet,eelektross,it,base,"Si attacca alla preda con la bocca a ventosa,
conficca i denti nel suo corpo e rilascia una
potente scarica elettrica."
violet,beartic,en,base,"Feared as the Snow-White Demon in northern
lands, Beartic uses its frosty claws and fangs
to attack prey."
violet,beartic,fr,base,"Il aspire la crainte dans les terres au nord, ce qui
lui vaut le surnom de « démon blanc ». Il attaque
ses proies de ses griffes et de ses crocs de glace."
violet,beartic,fr,upd-101,"Il aspire la crainte dans les terres au nord, ce qui
lui vaut le surnom de « démon blanc ». Il attaque
ses proies de ses griffes et de ses crocs de glace."
violet,beartic,fr,upd-110,"Il aspire la crainte dans les terres au nord, ce qui
lui vaut le surnom de « démon blanc ». Il attaque
ses proies de ses griffes et de ses crocs de glace."
violet,braviary,en,base,"For the sake of its friends, this brave warrior of
the sky will not stop battling, even if injured."
violet,braviary,it,base,"È l’intrepido guerriero del cielo. Per difendere
i suoi simili, lotta fino all’ultimo senza badare
alle ferite."
violet,braviary-hisuian-form,en,base,"For the sake of its friends, this brave warrior of
the sky will not stop battling, even if injured."
violet,braviary-hisuian-form,it,base,"È l’intrepido guerriero del cielo. Per difendere
i suoi simili, lotta fino all’ultimo senza badare
alle ferite."
violet,zweilous,it,base,"Le due teste hanno preferenze diverse. Non ha
bisogno dell’aiuto di nessuno per diventare più
forte, gli bastano le zuffe tra le sue teste."
violet,fletchinder,it,base,"Il suo territorio ha un raggio di 2-3 km.
Non mostra alcuna pietà per i Pokémon alati
che ne varcano i confini."
violet,vivillon-icy-snow-pattern,en,base,"This Pokémon was born in frigid lands. It scatters
colorful, toxic scales from its wings during battle."
violet,vivillon-tundra-pattern,it,base,"Proviene da terre in cui il freddo è intenso. Lotta
rilasciando dalle ali scaglie velenose dai colori
vividi."
violet,vivillon-sandstorm-pattern,it,base,"Proviene da terre aride. Lotta rilasciando dalle ali
scaglie velenose dai colori vividi."
violet,flabebe-red-flower,it,base,"Un Flabébé sopra a un fiore rosso. Appena nato,
questo Pokémon si lancia subito in volo alla
ricerca di un fiore che gli vada a genio."
violet,flabebe-red-flower,es,base,"Cabalga una flor roja. En cuanto nace, revolotea
en busca de una flor de su agrado."
violet,flabebe-orange-flower,it,base,"Riceve la forza dai fiori e dà loro in cambio parte
della sua energia. Gli piacciono i fiori arancioni."
violet,flabebe-blue-flower,it,base,"Preferisce i fiori blu. Fluttua dolcemente nell’aria
usando il potere sprigionato dal suo fiore."
violet,clauncher,en,base,"Clauncher’s claws will regrow if they fall off.
The meat inside the claws is edible, but it has a
distinct flavor that doesn’t appeal to all tastes."
violet,clauncher,it,base,"Anche se staccate, le sue chele ricrescono.
La loro polpa è commestibile, ma ha un sapore
particolare: alcuni la amano, altri la odiano."
violet,clawitzer,en,base,"The cannonballs of seawater that Clawitzer
launches from its claw are powerful enough to
punch through tanker hulls."
violet,clawitzer,it,base,"I proiettili di acqua marina sparati dalla sua chela
sono talmente potenti da riuscire a perforare
lo scafo di una nave cisterna."
violet,clawitzer,de,base,"Die Geschosse aus Meerwasser, die es aus seiner
Schere abfeuert, sind stark genug, um den Rumpf
von Tankschiffen zu durchbohren."
violet,clawitzer,es,base,"Los proyectiles de agua marina que dispara
por la pinza poseen tal potencia que pueden
perforar el casco de un petrolero."
violet,avalugg,fr,base,"Ce géant de glace écrase tous les obstacles sans
distinction. Lorsqu’il flotte sur la mer, il ressemble
à s’y méprendre à un iceberg."
violet,avalugg,it,base,"Schiaccia qualsiasi cosa lo intralci con il suo
enorme corpo di ghiaccio. Quando galleggia
nel mare, è tale e quale a un pezzo di banchisa."
violet,avalugg-hisuian-form,fr,base,"Ce géant de glace écrase tous les obstacles sans
distinction. Lorsqu’il flotte sur la mer, il ressemble
à s’y méprendre à un iceberg."
violet,avalugg-hisuian-form,it,base,"Schiaccia qualsiasi cosa lo intralci con il suo
enorme corpo di ghiaccio. Quando galleggia
nel mare, è tale e quale a un pezzo di banchisa."
violet,noivern,en,base,"In the dark, even Hydreigon are terrified of this
Pokémon. But in the light, Noivern is the one that
avoids battle."
violet,crabominable,fr,base,"Ses coups sont puissants, mais il se déplace
lentement. Il immobilise ses adversaires en
leur envoyant une écume glacée."
violet,crabominable,es,base,"Sus puñetazos son temibles, pero se mueve muy
lentamente. Escupe burbujas gélidas a sus rivales
para inmovilizarlos."
violet,toxapex,en,base,"Toxapex gets into fierce battles with Bruxish over
areas where warm ocean currents flow, but the
odds are always against it."
violet,toxapex,it,base,"Lotta ferocemente con i Bruxish per il controllo
delle zone in cui scorrono le correnti più calde,
ma raramente ha la meglio."
violet,toxapex,de,base,"Aggrostella kämpft mit Knirfish erbittert um
Gebiete mit warmer Meeresströmung, doch es
ist meist im Nachteil."
violet,toxapex,es,base,"Se enfrenta a Bruxish en violentas disputas por
las zonas de corrientes cálidas, aunque siempre
lleva las de perder."
violet,oranguru,en,base,"This Pokémon lives quietly in the depths of the
forest. The purple, cape-like fur gets longer and
longer as Oranguru ages."
violet,oranguru,es,base,"Vive tranquilamente en las profundidades del
bosque. El pelo morado que le crece a modo
de capa se va alargando con los años."
violet,palossand,en,base,"From the hollows in its arms, it fires the bones
of its victims, which are all dried up after being
drained of their vitality."
violet,palossand,it,base,"Dalle cavità nelle braccia espelle le ossa delle
sue vittime rinsecchite e ormai prosciugate di
ogni energia vitale."
violet,palossand,es,base,"Dispara por los huecos que tiene en los brazos
los huesos de aquellos cuya energía vital ha
absorbido por completo."
violet,bruxish,fr,base,"Quand les rayons du soleil se réfléchissent sur
les ondes formées par ses grincements de dents,
l’eau autour de lui brille de mille feux."
violet,corvisquire,en,base,"This intelligent Pokémon will quickly learn how to
use any tool it can hold in its beak or its talons."
violet,corviknight,en,base,"Although its wings have partly turned to steel and
become heavy as a result, this Pokémon flies
through the skies with ease."
violet,corviknight,it,base,"Una parte delle sue ali si è tramutata in acciaio,
ma riesce a librarsi in volo tranquillamente
malgrado il peso aggiuntivo."
violet,drednaw,en,base,"Drednaw lurks along the shoreline. When prey
come to drink water, Drednaw stretches its neck
out and chomps down on them."
violet,drednaw,it,base,"Si nasconde vicino alla riva in attesa che le prede
vadano ad abbeverarsi, per poi allungare il collo
e azzannarle."
violet,drednaw,es,base,"Acecha a la orilla del agua. Cuando una presa se
acerca a beber, estira el cuello y le pega un buen
mordisco."
violet,carkol,en,base,"Due to the coal tar created inside it, the heap of
coal on Carkol’s back never falls apart, even
when the Pokémon rolls around at high speeds."
violet,flapple,jp-kana,base,"￹体液￺たいえき￻で　りんごを　￹補修￺ほしゅう￻する。
￹歴戦￺れきせん￻の　￹強者￺きょうしゃ￻の　りんごは
￹全体的￺ぜんたいてき￻に　￹粘土色￺ねんどいろ￻。"
violet,flapple,jp-kanji,base,"￹体液￺たいえき￻で　りんごを　￹補修￺ほしゅう￻する。
￹歴戦￺れきせん￻の　￹強者￺きょうしゃ￻の　りんごは
￹全体的￺ぜんたいてき￻に　￹粘土色￺ねんどいろ￻。"
violet,sandaconda,it,base,"La ghiaia appuntita che si trova nella sabbia
che espelle è in realtà sabbia mista a saliva
solidificatasi in forme irregolari."
violet,sandaconda,es,base,"La grava puntiaguda que mezcla con la arena
que escupe se forma a partir de arena que ha
compactado irregularmente con su saliva."
violet,barraskewda,en,base,"It swims at speeds of over 100 knots and battles
fiercely with pods of Finizen over prey."
violet,hattrem,es,base,"En cuanto encuentra a alguien que transmite
emociones intensas, lo golpea con sus mechones
para dejarlo sin sentido y acallarlas."
violet,grimmsnarl,en,base,"It lives deep within the forest. Even after evolving
into this splendid form, it hasn’t given up on its
petty misdeeds and pranks."
violet,grimmsnarl,fr,base,"Il vit au fin fond des forêts. Il a beau avoir évolué
en une créature majestueuse, il continue à faire
des farces et à jouer de mauvais tours."
violet,grimmsnarl,it,base,"Vive nelle profondità dei boschi. Per quanto si
sia evoluto in questa splendida forma, non ha
perso il vizio di fare dispetti e cattiverie."
violet,grimmsnarl,es,base,"Vive en lo más profundo del bosque. A pesar de
haber evolucionado, no abandona las pequeñas
bromas y las trastadas."
violet,falinks,en,base,"The leader, known as the brass, uses its
extendible horn to issue orders to the others
when it’s time to change formation."
violet,falinks,it,base,"L’elemento che viene considerato il capo usa
il proprio corno estensibile per indicare
al gruppo in che tipo di formazione schierarsi."
violet,falinks,de,base,"Mit seinem ausfahrbaren Horn gibt der Anführer
Befehle zur Formationsänderung."
violet,falinks,es,base,"El líder utiliza su cuerno, capaz de expandirse
y contraerse, para ordenar a los demás que
cambien la formación."
violet,copperajah,it,base,"Ha un’indole orgogliosa e stizzosa. I Copperajah
con la pelle di colore verde acceso sono riveriti
dai propri simili."
violet,copperajah,es,base,"Es orgulloso y difícil de tratar. Aquellos con un
tono de piel verde más vivo se ganan el respeto
de sus congéneres."
violet,dragapult,de,base,"Das schnellste Exemplar einer Gruppe ist immer
von Grolldra umgeben, die darauf aus sind,
mit Schallgeschwindigkeit zu fliegen."
violet,dragapult,es,base,"El más veloz de la manada siempre está rodeado
de Dreepy deseosos de volar a velocidades
supersónicas."
violet,meowscarada,jp-kana,base,"￹敵￺てき￻の　￹意識￺いしき￻を　￹巧￺たく￻みに　そらし
￹花粉￺かふん￻が　￹詰￺つ￻まった　￹花爆弾￺はなばくだん￻を
いつの￹間￺ま￻にか　￹取￺と￻りつけ　￹爆破￺ばくは￻する。"
violet,meowscarada,jp-kanji,base,"￹敵￺てき￻の　￹意識￺いしき￻を　￹巧￺たく￻みに　そらし
￹花粉￺かふん￻が　￹詰￺つ￻まった　￹花爆弾￺はなばくだん￻を
いつの￹間￺ま￻にか　￹取￺と￻りつけ　￹爆破￺ばくは￻する。"
violet,skeledirge,en,base,"Skeledirge’s gentle singing soothes the souls of
all that hear it. It burns its enemies to a crisp with
flames of over 5,400 degrees Fahrenheit."
violet,skeledirge,it,base,"Il suo dolce canto placa l’animo di chiunque
lo ascolti. Riduce in cenere il nemico con fiamme
che raggiungono i 3.000 ºC."
violet,skeledirge,es,base,"Su dulce canto calma el espíritu de quien lo oye.
Achicharra a sus enemigos con llamas que llegan
a alcanzar los 3000 ºC."
violet,lechonk,jp-kana,base,"￹選￺よ￻りすぐりの　エサしか　￹食￺た￻べない。
￹体￺からだ￻から　￹虫￺むし￻ポケモンが　￹嫌￺きら￻う
ハーブのような　￹香￺かお￻りを　￹放￺はな￻つ。"
violet,lechonk,jp-kanji,base,"￹選￺よ￻りすぐりの　エサしか　￹食￺た￻べない。
￹体￺からだ￻から　￹虫￺むし￻ポケモンが　￹嫌￺きら￻う
ハーブのような　￹香￺かお￻りを　￹放￺はな￻つ。"
violet,oinkologne-female,es,base,"Un Pokémon meticuloso que adora la pulcritud.
Se envuelve de una fragancia floral que calma
a los Pokémon de su alrededor."
violet,tandemaus,de,base,"Die beiden sind unzertrennlich. Finden sie Futter,
teilen sie dieses in zwei identische Hälften,
ehe sie es zu fressen beginnen."
violet,maushold-family-of-four,es,base,"En combate, los dos más grandes luchan a la vez
que defienden a las crías. Cuando se enfrentan a
adversarios fuertes, todos se unen a la refriega."
violet,fidough,it,base,"Il lievito contenuto nel suo alito è utile in cucina,
perciò questo Pokémon è stato protetto
dagli esseri umani fin dall’antichità."
violet,dachsbun,en,base,"The surface of this Pokémon’s skin hardens when
exposed to intense heat, and its body has an
appetizing aroma."
violet,arboliva,en,base,"This Pokémon drives back enemies by launching
its rich, aromatic oil at them with enough force to
smash a boulder."
violet,arboliva,it,base,"Respinge i nemici con un getto del suo olio
corposo e profumato, così potente da frantumare
anche la roccia."
violet,arboliva,es,base,"Repele a sus enemigos disparando su exquisito
y fragante aceite a una presión que bastaría
para partir una roca."
violet,naclstack,it,base,"Comprime salgemma all’interno del corpo per
creare proiettili salini, che spara con una potenza
tale da trafiggere lastre di ferro."
violet,garganacl,en,base,"Many Pokémon gather around Garganacl, hoping
to lick at its mineral-rich salt."
violet,garganacl,it,base,"Sono molti i Pokémon che si raccolgono attorno
a Garganacl per leccare il suo sale ricchissimo
di minerali."
violet,garganacl,de,base,"Viele Pokémon scharen sich um Saltigant, in der
Hoffnung, an seinem mineralreichen Salz lecken
zu können."
violet,bellibolt,fr,base,"L’organe semblable à un œil qui se trouve sur
son ventre sert à projeter l’électricité produite
par son nombril-dynamo."
violet,bellibolt,es,base,"Los órganos que parecen ojos sirven en realidad
para descargar toda la electricidad generada por
la dinamo de su ombligo."
violet,wattrel,en,base,"These Pokémon make their nests on coastal cliffs.
The nests have a strange, crackling texture, and
they’re a popular delicacy."
violet,kilowattrel,en,base,"It uses its throat sac to store electricity generated
by its wings. There’s hardly any oil in its feathers,
so it is a poor swimmer."
violet,maschiff,it,base,"La mandibola e le zanne sono così potenti e ben
sviluppate da poter sgretolare la pietra.
Lo spesso strato di grasso gli dà un’ottima difesa."
violet,mabosstiff,es,base,"Le encanta jugar con los niños. Normalmente es
afable, pero, cuando ha de proteger a su familia,
adopta un aspecto amenazante."
violet,shroodle,jp-kana,base,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kana,upd-101,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kana,upd-110,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kana,upd-120,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kana,upd-130,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kana,upd-131,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,base,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,upd-101,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
