game_group_identifier,pokemon_identifier,slot_identifier,item_identifier
hgss,growlithe,common,rawst-berry
hgss,growlithe,rare,rawst-berry
hgss,arcanine,common,rawst-berry
hgss,arcanine,rare,rawst-berry
hgss,poliwhirl,rare,kings-rock
hgss,poliwrath,rare,kings-rock
hgss,abra,rare,twisted-spoon
hgss,kadabra,rare,twisted-spoon
hgss,alakazam,rare,twisted-spoon
hgss,tentacool,rare,poison-barb
hgss,tentacruel,rare,poison-barb
hgss,geodude,rare,everstone
hgss,graveler,rare,everstone
hgss,golem,rare,everstone
hgss,ponyta,rare,shuca-berry
hgss,rapidash,rare,shuca-berry
hgss,slowpoke,rare,lagging-tail
hgss,slowbro,rare,kings-rock
hgss,magnemite,rare,metal-coat
hgss,magneton,rare,metal-coat
hgss,farfetchd,rare,leek
hgss,doduo,rare,sharp-beak
hgss,dodrio,rare,sharp-beak
hgss,grimer,rare,nugget
hgss,muk,rare,nugget
hgss,shellder,common,pearl
hgss,shellder,rare,big-pearl
hgss,cloyster,common,pearl
hgss,cloyster,rare,big-pearl
hgss,cubone,rare,thick-club
hgss,marowak,rare,thick-club
hgss,lickitung,rare,lagging-tail
hgss,koffing,rare,smoke-ball
hgss,weezing,rare,smoke-ball
hgss,chansey,common,oval-stone
hgss,chansey,rare,lucky-egg
hgss,horsea,rare,dragon-scale
hgss,seadra,rare,dragon-scale
hgss,staryu,common,stardust
hgss,staryu,rare,star-piece
hgss,starmie,common,stardust
hgss,starmie,rare,star-piece
hgss,mr-mime,rare,leppa-berry
hgss,jynx,common,aspear-berry
hgss,jynx,rare,aspear-berry
hgss,ditto,common,quick-powder
hgss,ditto,rare,metal-powder
hgss,snorlax,common,leftovers
hgss,snorlax,rare,leftovers
hgss,dratini,rare,dragon-scale
hgss,dragonair,rare,dragon-scale
hgss,dragonite,rare,dragon-scale
hgss,mew,common,lum-berry
hgss,mew,rare,lum-berry
hgss,sentret,rare,oran-berry
hgss,furret,common,oran-berry
hgss,furret,rare,sitrus-berry
hgss,chinchou,rare,deep-sea-scale
hgss,lanturn,rare,deep-sea-scale
hgss,pichu,rare,oran-berry
hgss,pichu-spiky-eared,rare,oran-berry
hgss,cleffa,common,leppa-berry
hgss,cleffa,rare,moon-stone
hgss,politoed,rare,kings-rock
hgss,sunkern,rare,coba-berry
hgss,yanma,rare,wide-lens
hgss,slowking,rare,kings-rock
hgss,girafarig,rare,persim-berry
hgss,steelix,rare,metal-coat
hgss,qwilfish,rare,poison-barb
hgss,shuckle,common,berry-juice
hgss,shuckle,rare,berry-juice
hgss,sneasel,common,grip-claw
hgss,sneasel,rare,quick-claw
hgss,corsola,rare,hard-stone
hgss,kingdra,rare,dragon-scale
hgss,phanpy,rare,passho-berry
hgss,donphan,rare,passho-berry
hgss,smoochum,common,aspear-berry
hgss,smoochum,rare,aspear-berry
hgss,miltank,common,moomoo-milk
hgss,miltank,rare,moomoo-milk
hgss,blissey,common,oval-stone
hgss,blissey,rare,lucky-egg
hgss,ho-oh,common,sacred-ash
hgss,ho-oh,rare,sacred-ash
hgss,celebi,common,lum-berry
hgss,celebi,rare,lum-berry
hgss,poochyena,rare,pecha-berry
hgss,mightyena,rare,pecha-berry
hgss,zigzagoon,rare,oran-berry
hgss,linoone,common,oran-berry
hgss,linoone,rare,sitrus-berry
hgss,beautifly,rare,shed-shell
hgss,dustox,rare,shed-shell
hgss,taillow,rare,charti-berry
hgss,swellow,rare,charti-berry
hgss,masquerain,rare,silver-powder
hgss,shroomish,rare,kebia-berry
hgss,breloom,rare,kebia-berry
hgss,whismur,rare,chesto-berry
hgss,loudred,rare,chesto-berry
hgss,exploud,rare,chesto-berry
hgss,hariyama,rare,kings-rock
hgss,nosepass,rare,hard-stone
hgss,skitty,rare,leppa-berry
hgss,delcatty,rare,leppa-berry
hgss,mawile,rare,occa-berry
hgss,aron,rare,hard-stone
hgss,lairon,rare,hard-stone
hgss,aggron,rare,hard-stone
hgss,roselia,rare,poison-barb
hgss,gulpin,rare,big-pearl
hgss,swalot,rare,big-pearl
hgss,carvanha,rare,deep-sea-tooth
hgss,sharpedo,rare,deep-sea-tooth
hgss,numel,common,rawst-berry
hgss,numel,rare,rawst-berry
hgss,camerupt,common,rawst-berry
hgss,camerupt,rare,rawst-berry
hgss,spoink,rare,tanga-berry
hgss,grumpig,rare,tanga-berry
hgss,spinda,rare,chesto-berry
hgss,trapinch,rare,soft-sand
hgss,cacnea,rare,sticky-barb
hgss,cacturne,rare,sticky-barb
hgss,zangoose,rare,quick-claw
hgss,lunatone,rare,moon-stone
hgss,solrock,rare,sun-stone
hgss,lileep,rare,big-root
hgss,cradily,rare,big-root
hgss,castform-normal,common,mystic-water
hgss,castform-normal,rare,mystic-water
hgss,castform-sunny-form,common,mystic-water
hgss,castform-sunny-form,rare,mystic-water
hgss,castform-rainy-form,common,mystic-water
hgss,castform-rainy-form,rare,mystic-water
hgss,castform-snowy-form,common,mystic-water
hgss,castform-snowy-form,rare,mystic-water
hgss,kecleon,rare,persim-berry
hgss,shuppet,rare,spell-tag
hgss,banette,rare,spell-tag
hgss,duskull,rare,kasib-berry
hgss,dusclops,rare,kasib-berry
hgss,chimecho,rare,colbur-berry
hgss,snorunt,rare,babiri-berry
hgss,glalie,rare,babiri-berry
hgss,clamperl,rare,big-pearl
hgss,huntail,rare,deep-sea-tooth
hgss,gorebyss,rare,deep-sea-scale
hgss,relicanth,rare,deep-sea-scale
hgss,luvdisc,common,heart-scale
hgss,bagon,rare,dragon-fang
hgss,shelgon,rare,dragon-fang
hgss,salamence,rare,dragon-fang
hgss,beldum,rare,metal-coat
hgss,metang,rare,metal-coat
hgss,metagross,rare,metal-coat
hgss,jirachi,common,star-piece
hgss,jirachi,rare,star-piece
hgss,starly,rare,yache-berry
hgss,staravia,rare,yache-berry
hgss,staraptor,rare,yache-berry
hgss,bibarel,common,oran-berry
hgss,bibarel,rare,sitrus-berry
hgss,kricketot,rare,metronome
hgss,kricketune,rare,metronome
hgss,budew,rare,poison-barb
hgss,roserade,rare,poison-barb
hgss,wormadam-plant-cloak,rare,silver-powder
hgss,wormadam-sandy-cloak,rare,silver-powder
hgss,wormadam-trash-cloak,rare,silver-powder
hgss,mothim,rare,silver-powder
hgss,combee,common,honey
hgss,combee,rare,honey
hgss,vespiquen,rare,poison-barb
hgss,buizel,rare,wacan-berry
hgss,floatzel,rare,wacan-berry
hgss,cherubi,rare,miracle-seed
hgss,cherrim-overcast-form,rare,miracle-seed
hgss,cherrim-sunshine-form,rare,miracle-seed
hgss,buneary,rare,chople-berry
hgss,lopunny,rare,chople-berry
hgss,glameow,rare,cheri-berry
hgss,purugly,rare,cheri-berry
hgss,chingling,rare,colbur-berry
hgss,stunky,rare,pecha-berry
hgss,skuntank,rare,pecha-berry
hgss,bronzor,rare,metal-coat
hgss,bronzong,rare,metal-coat
hgss,mime-jr,rare,leppa-berry
hgss,happiny,common,oval-stone
hgss,happiny,rare,lucky-punch
hgss,chatot,rare,metronome
hgss,gible,rare,haban-berry
hgss,gabite,rare,haban-berry
hgss,garchomp,rare,haban-berry
hgss,munchlax,common,leftovers
hgss,munchlax,rare,leftovers
hgss,skorupi,rare,poison-barb
hgss,drapion,rare,poison-barb
hgss,croagunk,rare,black-sludge
hgss,toxicroak,rare,black-sludge
hgss,finneon,rare,rindo-berry
hgss,lumineon,rare,rindo-berry
hgss,snover,rare,never-melt-ice
hgss,abomasnow,rare,never-melt-ice
hgss,weavile,common,grip-claw
hgss,weavile,rare,quick-claw
hgss,magnezone,rare,metal-coat
hgss,lickilicky,rare,lagging-tail
hgss,electivire,rare,electirizer
hgss,magmortar,rare,magmarizer
hgss,yanmega,rare,wide-lens
hgss,probopass,rare,hard-stone
hgss,dusknoir,rare,kasib-berry
hgss,froslass,rare,babiri-berry
hgss,shaymin-land-forme,common,lum-berry
hgss,shaymin-land-forme,rare,lum-berry
hgss,shaymin-sky-forme,common,lum-berry
hgss,shaymin-sky-forme,rare,lum-berry
bw,butterfree,rare,silver-powder
bw,beedrill,rare,poison-barb
bw,rattata,rare,chilan-berry
bw,raticate,rare,chilan-berry
bw,fearow,rare,sharp-beak
bw,pikachu,common,oran-berry
bw,pikachu,rarer_dark_grass,light-ball
bw,raichu,common,oran-berry
bw,sandshrew,rare,quick-claw
bw,sandslash,rare,quick-claw
bw,clefairy,common,leppa-berry
bw,clefairy,rare,moon-stone
bw,clefairy,rarer_dark_grass,comet-shard
bw,clefable,common,leppa-berry
bw,clefable,rare,moon-stone
bw,clefable,rarer_dark_grass,comet-shard
bw,vulpix,common,rawst-berry
bw,vulpix,rare,rawst-berry
bw,ninetales,common,rawst-berry
bw,ninetales,rare,rawst-berry
bw,paras,common,tiny-mushroom
bw,paras,rare,big-mushroom
bw,paras,rarer_dark_grass,balm-mushroom
bw,parasect,common,tiny-mushroom
bw,parasect,rare,big-mushroom
bw,parasect,rarer_dark_grass,balm-mushroom
bw,venomoth,rare,shed-shell
bw,diglett,rare,soft-sand
bw,dugtrio,rare,soft-sand
bw,meowth,rare,quick-claw
bw,persian,rare,quick-claw
bw,mankey,rare,payapa-berry
bw,primeape,rare,payapa-berry
bw,growlithe,common,rawst-berry
bw,growlithe,rare,rawst-berry
bw,arcanine,common,rawst-berry
bw,arcanine,rare,rawst-berry
bw,poliwhirl,rare,kings-rock
bw,poliwrath,rare,kings-rock
bw,abra,rare,twisted-spoon
bw,kadabra,rare,twisted-spoon
bw,alakazam,rare,twisted-spoon
bw,tentacool,rare,poison-barb
bw,tentacruel,rare,poison-barb
bw,geodude,rare,everstone
bw,graveler,rare,everstone
bw,golem,rare,everstone
bw,ponyta,rare,shuca-berry
bw,rapidash,rare,shuca-berry
bw,slowpoke,rare,lagging-tail
bw,slowbro,rare,kings-rock
bw,magnemite,rare,metal-coat
bw,magneton,rare,metal-coat
bw,farfetchd,rare,leek
bw,doduo,rare,sharp-beak
bw,dodrio,rare,sharp-beak
bw,grimer,rare,nugget
bw,muk,rare,nugget
bw,shellder,common,pearl
bw,shellder,rare,big-pearl
bw,cloyster,common,pearl
bw,cloyster,rare,big-pearl
bw,cubone,rare,thick-club
bw,marowak,rare,thick-club
bw,lickitung,rare,lagging-tail
bw,koffing,rare,smoke-ball
bw,weezing,rare,smoke-ball
bw,chansey,common,lucky-punch
bw,chansey,rare,lucky-egg
bw,horsea,rare,dragon-scale
bw,seadra,rare,dragon-scale
bw,staryu,common,stardust
bw,staryu,rare,star-piece
bw,starmie,common,stardust
bw,starmie,rare,star-piece
bw,mr-mime,rare,leppa-berry
bw,jynx,common,aspear-berry
bw,jynx,rare,aspear-berry
bw,ditto,common,quick-powder
bw,ditto,rare,metal-powder
bw,snorlax,common,leftovers
bw,snorlax,rare,leftovers
bw,dratini,rare,dragon-scale
bw,dragonair,rare,dragon-scale
bw,dragonite,rare,dragon-scale
bw,mew,common,lum-berry
bw,mew,rare,lum-berry
bw,sentret,rare,oran-berry
bw,furret,common,oran-berry
bw,furret,rare,sitrus-berry
bw,chinchou,rare,deep-sea-scale
bw,lanturn,rare,deep-sea-scale
bw,pichu,common,oran-berry
bw,cleffa,common,leppa-berry
bw,cleffa,rare,moon-stone
bw,cleffa,rarer_dark_grass,comet-shard
bw,politoed,rare,kings-rock
bw,sunkern,rare,coba-berry
bw,yanma,rare,wide-lens
bw,slowking,rare,kings-rock
bw,girafarig,rare,persim-berry
bw,steelix,rare,metal-coat
bw,qwilfish,rare,poison-barb
bw,shuckle,common,berry-juice
bw,shuckle,rare,berry-juice
bw,sneasel,common,grip-claw
bw,sneasel,rare,quick-claw
bw,corsola,rare,hard-stone
bw,kingdra,rare,dragon-scale
bw,phanpy,rare,passho-berry
bw,donphan,rare,passho-berry
bw,smoochum,common,aspear-berry
bw,smoochum,rare,aspear-berry
bw,miltank,common,moomoo-milk
bw,miltank,rare,moomoo-milk
bw,blissey,common,lucky-egg
bw,blissey,rare,lucky-egg
bw,ho-oh,common,sacred-ash
bw,ho-oh,rare,sacred-ash
bw,celebi,common,lum-berry
bw,celebi,rare,lum-berry
bw,poochyena,rare,pecha-berry
bw,mightyena,rare,pecha-berry
bw,zigzagoon,rare,oran-berry
bw,linoone,common,oran-berry
bw,linoone,rare,sitrus-berry
bw,beautifly,rare,shed-shell
bw,dustox,rare,shed-shell
bw,taillow,rare,charti-berry
bw,swellow,rare,charti-berry
bw,masquerain,rare,silver-powder
bw,shroomish,rare,kebia-berry
bw,breloom,rare,kebia-berry
bw,whismur,rare,chesto-berry
bw,loudred,rare,chesto-berry
bw,exploud,rare,chesto-berry
bw,hariyama,rare,kings-rock
bw,nosepass,rare,hard-stone
bw,skitty,rare,leppa-berry
bw,delcatty,rare,leppa-berry
bw,mawile,rare,occa-berry
bw,aron,rare,hard-stone
bw,lairon,rare,hard-stone
bw,aggron,rare,hard-stone
bw,roselia,rare,poison-barb
bw,gulpin,rare,big-pearl
bw,swalot,rare,big-pearl
bw,carvanha,rare,deep-sea-tooth
bw,sharpedo,rare,deep-sea-tooth
bw,numel,common,rawst-berry
bw,numel,rare,rawst-berry
bw,camerupt,common,rawst-berry
bw,camerupt,rare,rawst-berry
bw,spoink,rare,tanga-berry
bw,grumpig,rare,tanga-berry
bw,spinda,rare,chesto-berry
bw,trapinch,rare,soft-sand
bw,cacnea,rare,sticky-barb
bw,cacturne,rare,sticky-barb
bw,zangoose,rare,quick-claw
bw,lunatone,rare,moon-stone
bw,lunatone,rarer_dark_grass,comet-shard
bw,solrock,rare,sun-stone
bw,solrock,rarer_dark_grass,comet-shard
bw,lileep,rare,big-root
bw,cradily,rare,big-root
bw,castform-normal,common,mystic-water
bw,castform-normal,rare,mystic-water
bw,castform-sunny-form,common,mystic-water
bw,castform-sunny-form,rare,mystic-water
bw,castform-rainy-form,common,mystic-water
bw,castform-rainy-form,rare,mystic-water
bw,castform-snowy-form,common,mystic-water
bw,castform-snowy-form,rare,mystic-water
bw,kecleon,rare,persim-berry
bw,shuppet,rare,spell-tag
bw,banette,rare,spell-tag
bw,duskull,rare,kasib-berry
bw,dusclops,rare,kasib-berry
bw,chimecho,rare,colbur-berry
bw,snorunt,rare,babiri-berry
bw,glalie,rare,babiri-berry
bw,clamperl,rare,big-pearl
bw,huntail,rare,deep-sea-tooth
bw,gorebyss,rare,deep-sea-scale
bw,relicanth,rare,deep-sea-scale
bw,luvdisc,common,heart-scale
bw,bagon,rare,dragon-fang
bw,shelgon,rare,dragon-fang
bw,salamence,rare,dragon-fang
bw,beldum,rare,metal-coat
bw,metang,rare,metal-coat
bw,metagross,rare,metal-coat
bw,jirachi,common,star-piece
bw,jirachi,rare,star-piece
bw,starly,rare,yache-berry
bw,staravia,rare,yache-berry
bw,staraptor,rare,yache-berry
bw,bibarel,common,oran-berry
bw,bibarel,rare,sitrus-berry
bw,kricketot,rare,metronome
bw,kricketune,rare,metronome
bw,budew,rare,poison-barb
bw,roserade,rare,poison-barb
bw,wormadam-plant-cloak,rare,silver-powder
bw,wormadam-sandy-cloak,rare,silver-powder
bw,wormadam-trash-cloak,rare,silver-powder
bw,mothim,rare,silver-powder
bw,combee,common,honey
bw,combee,rare,honey
bw,vespiquen,rare,poison-barb
bw,buizel,rare,wacan-berry
bw,floatzel,rare,wacan-berry
bw,cherubi,rare,miracle-seed
bw,cherrim-overcast-form,rare,miracle-seed
bw,cherrim-sunshine-form,rare,miracle-seed
bw,buneary,rare,chople-berry
bw,lopunny,rare,chople-berry
bw,glameow,rare,cheri-berry
bw,purugly,rare,cheri-berry
bw,chingling,rare,colbur-berry
bw,stunky,rare,pecha-berry
bw,skuntank,rare,pecha-berry
bw,bronzor,rare,metal-coat
bw,bronzong,rare,metal-coat
bw,mime-jr,rare,leppa-berry
bw,happiny,common,oval-stone
bw,happiny,rare,lucky-egg
bw,chatot,rare,metronome
bw,gible,rare,haban-berry
bw,gabite,rare,haban-berry
bw,garchomp,rare,haban-berry
bw,munchlax,common,leftovers
bw,munchlax,rare,leftovers
bw,skorupi,rare,poison-barb
bw,drapion,rare,poison-barb
bw,croagunk,rare,black-sludge
bw,toxicroak,rare,black-sludge
bw,finneon,rare,rindo-berry
bw,lumineon,rare,rindo-berry
bw,snover,rare,never-melt-ice
bw,abomasnow,rare,never-melt-ice
bw,weavile,common,grip-claw
bw,weavile,rare,quick-claw
bw,magnezone,rare,metal-coat
bw,lickilicky,rare,lagging-tail
bw,electivire,rare,electirizer
bw,magmortar,rare,magmarizer
bw,yanmega,rare,wide-lens
bw,probopass,rare,hard-stone
bw,dusknoir,rare,kasib-berry
bw,froslass,rare,babiri-berry
bw,shaymin-land-forme,common,lum-berry
bw,shaymin-land-forme,rare,lum-berry
bw,shaymin-sky-forme,common,lum-berry
bw,shaymin-sky-forme,rare,lum-berry
bw,pansage,common,oran-berry
bw,pansage,rare,occa-berry
bw,simisage,common,oran-berry
bw,simisage,rare,occa-berry
bw,pansear,common,oran-berry
bw,pansear,rare,passho-berry
bw,simisear,common,oran-berry
bw,simisear,rare,passho-berry
bw,panpour,common,oran-berry
bw,panpour,rare,rindo-berry
bw,simipour,common,oran-berry
bw,simipour,rare,rindo-berry
bw,blitzle,common,cheri-berry
bw,zebstrika,common,cheri-berry
bw,roggenrola,common,everstone
bw,roggenrola,rare,hard-stone
bw,boldore,common,everstone
bw,boldore,rare,hard-stone
bw,gigalith,common,everstone
bw,gigalith,rare,hard-stone
bw,audino,common,oran-berry
bw,audino,rare,sitrus-berry
bw,tympole,common,persim-berry
bw,palpitoad,common,persim-berry
bw,seismitoad,common,persim-berry
bw,throh,rare,black-belt
bw,throh,rarer_dark_grass,expert-belt
bw,sawk,rare,black-belt
bw,sawk,rarer_dark_grass,expert-belt
bw,sewaddle,rare,mental-herb
bw,swadloon,rare,mental-herb
bw,leavanny,rare,mental-herb
bw,venipede,common,pecha-berry
bw,venipede,rare,poison-barb
bw,whirlipede,common,pecha-berry
bw,whirlipede,rare,poison-barb
bw,scolipede,common,pecha-berry
bw,scolipede,rare,poison-barb
bw,basculin-red-striped-form,rare,deep-sea-tooth
bw,basculin-blue-striped-form,rare,deep-sea-scale
bw,darumaka,common,rawst-berry
bw,darmanitan-standard-mode,common,rawst-berry
bw,darmanitan-zen-mode,common,rawst-berry
bw,maractus,rare,miracle-seed
bw,dwebble,rare,hard-stone
bw,dwebble,rarer_dark_grass,rare-bone
bw,crustle,rare,hard-stone
bw,crustle,rarer_dark_grass,rare-bone
bw,scraggy,rare,shed-shell
bw,scrafty,rare,shed-shell
bw,yamask,rare,spell-tag
bw,cofagrigus,rare,spell-tag
bw,trubbish,rare,black-sludge
bw,trubbish,rarer_dark_grass,nugget
bw,garbodor,common,black-sludge
bw,garbodor,rare,nugget
bw,garbodor,rarer_dark_grass,big-nugget
bw,minccino,common,chesto-berry
bw,cinccino,common,chesto-berry
bw,emolga,common,cheri-berry
bw,emolga,rare,cheri-berry
bw,foongus,common,tiny-mushroom
bw,foongus,rare,big-mushroom
bw,foongus,rarer_dark_grass,balm-mushroom
bw,amoonguss,common,tiny-mushroom
bw,amoonguss,rare,big-mushroom
bw,amoonguss,rarer_dark_grass,balm-mushroom
bw,ferroseed,rare,sticky-barb
bw,ferrothorn,rare,sticky-barb
bw,cubchoo,common,aspear-berry
bw,beartic,common,aspear-berry
bw,cryogonal,rare,never-melt-ice
bw,stunfisk,rare,soft-sand
bw,druddigon,rare,dragon-fang
bw,golett,rare,light-clay
bw,golurk,rare,light-clay
bw,volcarona,common,silver-powder
bw,volcarona,rare,silver-powder
bw,meloetta-aria-forme,common,star-piece
bw,meloetta-aria-forme,rare,star-piece
bw,meloetta-pirouette-forme,common,star-piece
bw,meloetta-pirouette-forme,rare,star-piece
b2w2,butterfree,rare,silver-powder
b2w2,beedrill,rare,poison-barb
b2w2,fearow,rare,sharp-beak
b2w2,pikachu,rare,light-ball
b2w2,sandshrew,rare,quick-claw
b2w2,sandslash,rare,quick-claw
b2w2,clefairy,common,leppa-berry
b2w2,clefairy,rare,moon-stone
b2w2,clefairy,rarer_dark_grass,comet-shard
b2w2,clefable,common,leppa-berry
b2w2,clefable,rare,moon-stone
b2w2,clefable,rarer_dark_grass,comet-shard
b2w2,vulpix,common,rawst-berry
b2w2,vulpix,rare,rawst-berry
b2w2,ninetales,common,rawst-berry
b2w2,ninetales,rare,rawst-berry
b2w2,paras,common,tiny-mushroom
b2w2,paras,rare,big-mushroom
b2w2,paras,rarer_dark_grass,balm-mushroom
b2w2,parasect,common,tiny-mushroom
b2w2,parasect,rare,big-mushroom
b2w2,parasect,rarer_dark_grass,balm-mushroom
b2w2,venomoth,rare,shed-shell
b2w2,diglett,rare,soft-sand
b2w2,dugtrio,rare,soft-sand
b2w2,meowth,rare,quick-claw
b2w2,persian,rare,quick-claw
b2w2,mankey,rare,payapa-berry
b2w2,primeape,rare,payapa-berry
b2w2,growlithe,common,rawst-berry
b2w2,arcanine,common,rawst-berry
b2w2,poliwhirl,rare,kings-rock
b2w2,poliwrath,rare,kings-rock
b2w2,abra,rare,twisted-spoon
b2w2,kadabra,rare,twisted-spoon
b2w2,alakazam,rare,twisted-spoon
b2w2,tentacool,rare,poison-barb
b2w2,tentacruel,rare,poison-barb
b2w2,geodude,rare,everstone
b2w2,graveler,rare,everstone
b2w2,golem,rare,everstone
b2w2,ponyta,rare,shuca-berry
b2w2,rapidash,rare,shuca-berry
b2w2,slowpoke,rare,lagging-tail
b2w2,slowbro,rare,kings-rock
b2w2,magnemite,rare,metal-coat
b2w2,magneton,rare,metal-coat
b2w2,farfetchd,rare,leek
b2w2,doduo,rare,sharp-beak
b2w2,dodrio,rare,sharp-beak
b2w2,grimer,rare,black-sludge
b2w2,muk,common,black-sludge
b2w2,muk,rarer_dark_grass,toxic-orb
b2w2,shellder,common,pearl
b2w2,shellder,rare,big-pearl
b2w2,cloyster,common,pearl
b2w2,cloyster,rare,big-pearl
b2w2,cubone,rare,thick-club
b2w2,marowak,rare,thick-club
b2w2,lickitung,rare,lagging-tail
b2w2,koffing,rare,smoke-ball
b2w2,weezing,rare,smoke-ball
b2w2,chansey,common,lucky-punch
b2w2,chansey,rare,lucky-egg
b2w2,horsea,rare,dragon-scale
b2w2,seadra,rare,dragon-scale
b2w2,staryu,common,stardust
b2w2,staryu,rare,star-piece
b2w2,starmie,common,stardust
b2w2,starmie,rare,star-piece
b2w2,jynx,common,aspear-berry
b2w2,jynx,rare,aspear-berry
b2w2,ditto,common,quick-powder
b2w2,ditto,rare,metal-powder
b2w2,snorlax,common,leftovers
b2w2,snorlax,rare,leftovers
b2w2,dratini,rare,dragon-scale
b2w2,dragonair,rare,dragon-scale
b2w2,dragonite,rare,dragon-scale
b2w2,mew,common,lum-berry
b2w2,mew,rare,lum-berry
b2w2,sentret,rare,oran-berry
b2w2,furret,common,oran-berry
b2w2,furret,rare,sitrus-berry
b2w2,chinchou,rare,deep-sea-scale
b2w2,lanturn,rare,deep-sea-scale
b2w2,cleffa,common,leppa-berry
b2w2,cleffa,rare,moon-stone
b2w2,cleffa,rarer_dark_grass,comet-shard
b2w2,politoed,rare,kings-rock
b2w2,yanma,rare,wide-lens
b2w2,slowking,rare,kings-rock
b2w2,girafarig,rare,persim-berry
b2w2,steelix,rare,metal-coat
b2w2,qwilfish,rare,poison-barb
b2w2,shuckle,common,berry-juice
b2w2,shuckle,rare,berry-juice
b2w2,sneasel,common,grip-claw
b2w2,sneasel,rare,quick-claw
b2w2,corsola,rare,hard-stone
b2w2,kingdra,rare,dragon-scale
b2w2,phanpy,rare,passho-berry
b2w2,donphan,rare,passho-berry
b2w2,smoochum,common,aspear-berry
b2w2,smoochum,rare,aspear-berry
b2w2,miltank,common,moomoo-milk
b2w2,miltank,rare,moomoo-milk
b2w2,blissey,common,lucky-egg
b2w2,blissey,rare,lucky-egg
b2w2,ho-oh,common,sacred-ash
b2w2,ho-oh,rare,sacred-ash
b2w2,celebi,common,lum-berry
b2w2,celebi,rare,lum-berry
b2w2,poochyena,rare,pecha-berry
b2w2,mightyena,rare,pecha-berry
b2w2,zigzagoon,rare,oran-berry
b2w2,linoone,common,oran-berry
b2w2,linoone,rare,sitrus-berry
b2w2,beautifly,rare,shed-shell
b2w2,dustox,rare,shed-shell
b2w2,taillow,rare,charti-berry
b2w2,swellow,rare,charti-berry
b2w2,masquerain,rare,silver-powder
b2w2,shroomish,rare,kebia-berry
b2w2,breloom,rare,kebia-berry
b2w2,whismur,rare,chesto-berry
b2w2,loudred,rare,chesto-berry
b2w2,exploud,rare,chesto-berry
b2w2,hariyama,rare,kings-rock
b2w2,nosepass,rare,hard-stone
b2w2,skitty,common,pecha-berry
b2w2,delcatty,common,pecha-berry
b2w2,mawile,rare,occa-berry
b2w2,aron,rare,hard-stone
b2w2,lairon,rare,hard-stone
b2w2,aggron,rare,hard-stone
b2w2,roselia,rare,poison-barb
b2w2,roselia,rarer_dark_grass,absorb-bulb
b2w2,gulpin,rare,big-pearl
b2w2,swalot,rare,big-pearl
b2w2,carvanha,rare,deep-sea-tooth
b2w2,sharpedo,rare,deep-sea-tooth
b2w2,numel,common,rawst-berry
b2w2,numel,rare,rawst-berry
b2w2,camerupt,common,rawst-berry
b2w2,camerupt,rare,rawst-berry
b2w2,spoink,common,persim-berry
b2w2,grumpig,common,persim-berry
b2w2,spinda,rare,chesto-berry
b2w2,trapinch,rare,soft-sand
b2w2,cacnea,rare,sticky-barb
b2w2,cacturne,rare,sticky-barb
b2w2,zangoose,rare,quick-claw
b2w2,lunatone,rare,moon-stone
b2w2,lunatone,rarer_dark_grass,comet-shard
b2w2,solrock,rare,sun-stone
b2w2,solrock,rarer_dark_grass,comet-shard
b2w2,lileep,rare,big-root
b2w2,cradily,rare,big-root
b2w2,castform-normal,common,mystic-water
b2w2,castform-normal,rare,mystic-water
b2w2,castform-sunny-form,common,mystic-water
b2w2,castform-sunny-form,rare,mystic-water
b2w2,castform-rainy-form,common,mystic-water
b2w2,castform-rainy-form,rare,mystic-water
b2w2,castform-snowy-form,common,mystic-water
b2w2,castform-snowy-form,rare,mystic-water
b2w2,kecleon,rare,persim-berry
b2w2,shuppet,rare,spell-tag
b2w2,banette,rare,spell-tag
b2w2,duskull,rare,kasib-berry
b2w2,dusclops,rare,kasib-berry
b2w2,chimecho,rare,colbur-berry
b2w2,snorunt,rare,babiri-berry
b2w2,glalie,rare,babiri-berry
b2w2,clamperl,rare,big-pearl
b2w2,huntail,rare,deep-sea-tooth
b2w2,gorebyss,rare,deep-sea-scale
b2w2,relicanth,rare,deep-sea-scale
b2w2,luvdisc,common,heart-scale
b2w2,bagon,rare,dragon-fang
b2w2,shelgon,rare,dragon-fang
b2w2,salamence,rare,dragon-fang
b2w2,beldum,rare,metal-coat
b2w2,metang,rare,metal-coat
b2w2,metagross,rare,metal-coat
b2w2,jirachi,common,star-piece
b2w2,jirachi,rare,star-piece
b2w2,starly,rare,yache-berry
b2w2,staravia,rare,yache-berry
b2w2,staraptor,rare,yache-berry
b2w2,bibarel,common,oran-berry
b2w2,bibarel,rare,sitrus-berry
b2w2,kricketot,rare,metronome
b2w2,kricketune,rare,metronome
b2w2,budew,rare,poison-barb
b2w2,roserade,rare,poison-barb
b2w2,roserade,rarer_dark_grass,absorb-bulb
b2w2,wormadam-plant-cloak,rare,silver-powder
b2w2,wormadam-sandy-cloak,rare,silver-powder
b2w2,wormadam-trash-cloak,rare,silver-powder
b2w2,mothim,rare,silver-powder
b2w2,combee,rare,honey
b2w2,vespiquen,rare,poison-barb
b2w2,cherubi,rare,miracle-seed
b2w2,cherrim-overcast-form,rare,miracle-seed
b2w2,cherrim-sunshine-form,rare,miracle-seed
b2w2,drifblim,rarer_dark_grass,air-balloon
b2w2,buneary,common,pecha-berry
b2w2,lopunny,common,pecha-berry
