pokemon_species_identifier,language,name
sigilyph,zh-trad,象徵鳥
yamask,jp-kana,デスマス
yamask,jp-kanji,デスマス
yamask,en,Yamask
yamask,fr,Tutafeh
yamask,it,Yamask
yamask,de,Makabaja
yamask,es,Yamask
yamask,ko,데스마스
yamask,zh-simp,哭哭面具
yamask,zh-trad,哭哭面具
cofagrigus,jp-kana,デスカーン
cofagrigus,jp-kanji,デスカーン
cofagrigus,en,Cofagrigus
cofagrigus,fr,Tutankafer
cofagrigus,it,Cofagrigus
cofagrigus,de,Echnatoll
cofagrigus,es,Cofagrigus
cofagrigus,ko,데스니칸
cofagrigus,zh-simp,迭失棺
cofagrigus,zh-trad,死神棺
tirtouga,jp-kana,プロトーガ
tirtouga,jp-kanji,プロトーガ
tirtouga,en,Tirtouga
tirtouga,fr,Carapagos
tirtouga,it,Tirtouga
tirtouga,de,Galapaflos
tirtouga,es,Tirtouga
tirtouga,ko,프로토가
tirtouga,zh-simp,原盖海龟
tirtouga,zh-trad,原蓋海龜
carracosta,jp-kana,アバゴーラ
carracosta,jp-kanji,アバゴーラ
carracosta,en,Carracosta
carracosta,fr,Mégapagos
carracosta,it,Carracosta
carracosta,de,Karippas
carracosta,es,Carracosta
carracosta,ko,늑골라
carracosta,zh-simp,肋骨海龟
carracosta,zh-trad,肋骨海龜
archen,jp-kana,アーケン
archen,jp-kanji,アーケン
archen,en,Archen
archen,fr,Arkéapti
archen,it,Archen
archen,de,Flapteryx
archen,es,Archen
archen,ko,아켄
archen,zh-simp,始祖小鸟
archen,zh-trad,始祖小鳥
archeops,jp-kana,アーケオス
archeops,jp-kanji,アーケオス
archeops,en,Archeops
archeops,fr,Aéroptéryx
archeops,it,Archeops
archeops,de,Aeropteryx
archeops,es,Archeops
archeops,ko,아케오스
archeops,zh-simp,始祖大鸟
archeops,zh-trad,始祖大鳥
trubbish,jp-kana,ヤブクロン
trubbish,jp-kanji,ヤブクロン
trubbish,en,Trubbish
trubbish,fr,Miamiasme
trubbish,it,Trubbish
trubbish,de,Unratütox
trubbish,es,Trubbish
trubbish,ko,깨봉이
trubbish,zh-simp,破破袋
trubbish,zh-trad,破破袋
garbodor,jp-kana,ダストダス
garbodor,jp-kanji,ダストダス
garbodor,en,Garbodor
garbodor,fr,Miasmax
garbodor,it,Garbodor
garbodor,de,Deponitox
garbodor,es,Garbodor
garbodor,ko,더스트나
garbodor,zh-simp,灰尘山
garbodor,zh-trad,灰塵山
zorua,jp-kana,ゾロア
zorua,jp-kanji,ゾロア
zorua,en,Zorua
zorua,fr,Zorua
zorua,it,Zorua
zorua,de,Zorua
zorua,es,Zorua
zorua,ko,조로아
zorua,zh-simp,索罗亚
zorua,zh-trad,索羅亞
zoroark,jp-kana,ゾロアーク
zoroark,jp-kanji,ゾロアーク
zoroark,en,Zoroark
zoroark,fr,Zoroark
zoroark,it,Zoroark
zoroark,de,Zoroark
zoroark,es,Zoroark
zoroark,ko,조로아크
zoroark,zh-simp,索罗亚克
zoroark,zh-trad,索羅亞克
minccino,jp-kana,チラーミィ
minccino,jp-kanji,チラーミィ
minccino,en,Minccino
minccino,fr,Chinchidou
minccino,it,Minccino
minccino,de,Picochilla
minccino,es,Minccino
minccino,ko,치라미
minccino,zh-simp,泡沫栗鼠
minccino,zh-trad,泡沫栗鼠
cinccino,jp-kana,チラチーノ
cinccino,jp-kanji,チラチーノ
cinccino,en,Cinccino
cinccino,fr,Pashmilla
cinccino,it,Cinccino
cinccino,de,Chillabell
cinccino,es,Cinccino
cinccino,ko,치라치노
cinccino,zh-simp,奇诺栗鼠
cinccino,zh-trad,奇諾栗鼠
gothita,jp-kana,ゴチム
gothita,jp-kanji,ゴチム
gothita,en,Gothita
gothita,fr,Scrutella
gothita,it,Gothita
gothita,de,Mollimorba
gothita,es,Gothita
gothita,ko,고디탱
gothita,zh-simp,哥德宝宝
gothita,zh-trad,哥德寶寶
gothorita,jp-kana,ゴチミル
gothorita,jp-kanji,ゴチミル
gothorita,en,Gothorita
gothorita,fr,Mesmérella
gothorita,it,Gothorita
gothorita,de,Hypnomorba
gothorita,es,Gothorita
gothorita,ko,고디보미
gothorita,zh-simp,哥德小童
gothorita,zh-trad,哥德小童
gothitelle,jp-kana,ゴチルゼル
gothitelle,jp-kanji,ゴチルゼル
gothitelle,en,Gothitelle
gothitelle,fr,Sidérella
gothitelle,it,Gothitelle
gothitelle,de,Morbitesse
gothitelle,es,Gothitelle
gothitelle,ko,고디모아젤
gothitelle,zh-simp,哥德小姐
gothitelle,zh-trad,哥德小姐
solosis,jp-kana,ユニラン
solosis,jp-kanji,ユニラン
solosis,en,Solosis
solosis,fr,Nucléos
solosis,it,Solosis
solosis,de,Monozyto
solosis,es,Solosis
solosis,ko,유니란
solosis,zh-simp,单卵细胞球
solosis,zh-trad,單卵細胞球
duosion,jp-kana,ダブラン
duosion,jp-kanji,ダブラン
duosion,en,Duosion
duosion,fr,Méios
duosion,it,Duosion
duosion,de,Mitodos
duosion,es,Duosion
duosion,ko,듀란
duosion,zh-simp,双卵细胞球
duosion,zh-trad,雙卵細胞球
reuniclus,jp-kana,ランクルス
reuniclus,jp-kanji,ランクルス
reuniclus,en,Reuniclus
reuniclus,fr,Symbios
reuniclus,it,Reuniclus
reuniclus,de,Zytomega
reuniclus,es,Reuniclus
reuniclus,ko,란쿨루스
reuniclus,zh-simp,人造细胞卵
reuniclus,zh-trad,人造細胞卵
ducklett,jp-kana,コアルヒー
ducklett,jp-kanji,コアルヒー
ducklett,en,Ducklett
ducklett,fr,Couaneton
ducklett,it,Ducklett
ducklett,de,Piccolente
ducklett,es,Ducklett
ducklett,ko,꼬지보리
ducklett,zh-simp,鸭宝宝
ducklett,zh-trad,鴨寶寶
swanna,jp-kana,スワンナ
swanna,jp-kanji,スワンナ
swanna,en,Swanna
swanna,fr,Lakmécygne
swanna,it,Swanna
swanna,de,Swaroness
swanna,es,Swanna
swanna,ko,스완나
swanna,zh-simp,舞天鹅
swanna,zh-trad,舞天鵝
vanillite,jp-kana,バニプッチ
vanillite,jp-kanji,バニプッチ
vanillite,en,Vanillite
vanillite,fr,Sorbébé
vanillite,it,Vanillite
vanillite,de,Gelatini
vanillite,es,Vanillite
vanillite,ko,바닐프티
vanillite,zh-simp,迷你冰
vanillite,zh-trad,迷你冰
vanillish,jp-kana,バニリッチ
vanillish,jp-kanji,バニリッチ
vanillish,en,Vanillish
vanillish,fr,Sorboul
vanillish,it,Vanillish
vanillish,de,Gelatroppo
vanillish,es,Vanillish
vanillish,ko,바닐리치
vanillish,zh-simp,多多冰
vanillish,zh-trad,多多冰
vanilluxe,jp-kana,バイバニラ
vanilluxe,jp-kanji,バイバニラ
vanilluxe,en,Vanilluxe
vanilluxe,fr,Sorbouboul
vanilluxe,it,Vanilluxe
vanilluxe,de,Gelatwino
vanilluxe,es,Vanilluxe
vanilluxe,ko,배바닐라
vanilluxe,zh-simp,双倍多多冰
vanilluxe,zh-trad,雙倍多多冰
deerling,jp-kana,シキジカ
deerling,jp-kanji,シキジカ
deerling,en,Deerling
deerling,fr,Vivaldaim
deerling,it,Deerling
deerling,de,Sesokitz
deerling,es,Deerling
deerling,ko,사철록
deerling,zh-simp,四季鹿
deerling,zh-trad,四季鹿
sawsbuck,jp-kana,メブキジカ
sawsbuck,jp-kanji,メブキジカ
sawsbuck,en,Sawsbuck
sawsbuck,fr,Haydaim
sawsbuck,it,Sawsbuck
sawsbuck,de,Kronjuwild
sawsbuck,es,Sawsbuck
sawsbuck,ko,바라철록
sawsbuck,zh-simp,萌芽鹿
sawsbuck,zh-trad,萌芽鹿
emolga,jp-kana,エモンガ
emolga,jp-kanji,エモンガ
emolga,en,Emolga
emolga,fr,Emolga
emolga,it,Emolga
emolga,de,Emolga
emolga,es,Emolga
emolga,ko,에몽가
emolga,zh-simp,电飞鼠
emolga,zh-trad,電飛鼠
karrablast,jp-kana,カブルモ
karrablast,jp-kanji,カブルモ
karrablast,en,Karrablast
karrablast,fr,Carabing
karrablast,it,Karrablast
karrablast,de,Laukaps
karrablast,es,Karrablast
karrablast,ko,딱정곤
karrablast,zh-simp,盖盖虫
karrablast,zh-trad,蓋蓋蟲
escavalier,jp-kana,シュバルゴ
escavalier,jp-kanji,シュバルゴ
escavalier,en,Escavalier
escavalier,fr,Lançargot
escavalier,it,Escavalier
escavalier,de,Cavalanzas
escavalier,es,Escavalier
escavalier,ko,슈바르고
escavalier,zh-simp,骑士蜗牛
escavalier,zh-trad,騎士蝸牛
foongus,jp-kana,タマゲタケ
foongus,jp-kanji,タマゲタケ
foongus,en,Foongus
foongus,fr,Trompignon
foongus,it,Foongus
foongus,de,Tarnpignon
foongus,es,Foongus
foongus,ko,깜놀버슬
foongus,zh-simp,哎呀球菇
foongus,zh-trad,哎呀球菇
amoonguss,jp-kana,モロバレル
amoonguss,jp-kanji,モロバレル
amoonguss,en,Amoonguss
amoonguss,fr,Gaulet
amoonguss,it,Amoonguss
amoonguss,de,Hutsassa
amoonguss,es,Amoonguss
amoonguss,ko,뽀록나
amoonguss,zh-simp,败露球菇
amoonguss,zh-trad,敗露球菇
frillish,jp-kana,プルリル
frillish,jp-kanji,プルリル
frillish,en,Frillish
frillish,fr,Viskuse
frillish,it,Frillish
frillish,de,Quabbel
frillish,es,Frillish
frillish,ko,탱그릴
frillish,zh-simp,轻飘飘
frillish,zh-trad,輕飄飄
jellicent,jp-kana,ブルンゲル
jellicent,jp-kanji,ブルンゲル
jellicent,en,Jellicent
jellicent,fr,Moyade
jellicent,it,Jellicent
jellicent,de,Apoquallyp
jellicent,es,Jellicent
jellicent,ko,탱탱겔
jellicent,zh-simp,胖嘟嘟
jellicent,zh-trad,胖嘟嘟
alomomola,jp-kana,ママンボウ
alomomola,jp-kanji,ママンボウ
alomomola,en,Alomomola
alomomola,fr,Mamanbo
alomomola,it,Alomomola
alomomola,de,Mamolida
alomomola,es,Alomomola
alomomola,ko,맘복치
alomomola,zh-simp,保姆曼波
alomomola,zh-trad,保母曼波
joltik,jp-kana,バチュル
joltik,jp-kanji,バチュル
joltik,en,Joltik
joltik,fr,Statitik
joltik,it,Joltik
joltik,de,Wattzapf
joltik,es,Joltik
joltik,ko,파쪼옥
joltik,zh-simp,电电虫
joltik,zh-trad,電電蟲
galvantula,jp-kana,デンチュラ
galvantula,jp-kanji,デンチュラ
galvantula,en,Galvantula
galvantula,fr,Mygavolt
galvantula,it,Galvantula
galvantula,de,Voltula
galvantula,es,Galvantula
galvantula,ko,전툴라
galvantula,zh-simp,电蜘蛛
galvantula,zh-trad,電蜘蛛
ferroseed,jp-kana,テッシード
ferroseed,jp-kanji,テッシード
ferroseed,en,Ferroseed
ferroseed,fr,Grindur
ferroseed,it,Ferroseed
ferroseed,de,Kastadur
ferroseed,es,Ferroseed
ferroseed,ko,철시드
ferroseed,zh-simp,种子铁球
ferroseed,zh-trad,種子鐵球
ferrothorn,jp-kana,ナットレイ
ferrothorn,jp-kanji,ナットレイ
ferrothorn,en,Ferrothorn
ferrothorn,fr,Noacier
ferrothorn,it,Ferrothorn
ferrothorn,de,Tentantel
ferrothorn,es,Ferrothorn
ferrothorn,ko,너트령
ferrothorn,zh-simp,坚果哑铃
ferrothorn,zh-trad,堅果啞鈴
klink,jp-kana,ギアル
klink,jp-kanji,ギアル
klink,en,Klink
klink,fr,Tic
klink,it,Klink
klink,de,Klikk
klink,es,Klink
klink,ko,기어르
klink,zh-simp,齿轮儿
klink,zh-trad,齒輪兒
klang,jp-kana,ギギアル
klang,jp-kanji,ギギアル
klang,en,Klang
klang,fr,Clic
klang,it,Klang
klang,de,Kliklak
klang,es,Klang
klang,ko,기기어르
klang,zh-simp,齿轮组
klang,zh-trad,齒輪組
klinklang,jp-kana,ギギギアル
klinklang,jp-kanji,ギギギアル
klinklang,en,Klinklang
klinklang,fr,Cliticlic
klinklang,it,Klinklang
klinklang,de,Klikdiklak
klinklang,es,Klinklang
klinklang,ko,기기기어르
klinklang,zh-simp,齿轮怪
klinklang,zh-trad,齒輪怪
tynamo,jp-kana,シビシラス
tynamo,jp-kanji,シビシラス
tynamo,en,Tynamo
tynamo,fr,Anchwatt
tynamo,it,Tynamo
tynamo,de,Zapplardin
tynamo,es,Tynamo
tynamo,ko,저리어
tynamo,zh-simp,麻麻小鱼
tynamo,zh-trad,麻麻小魚
eelektrik,jp-kana,シビビール
eelektrik,jp-kanji,シビビール
eelektrik,en,Eelektrik
eelektrik,fr,Lampéroie
eelektrik,it,Eelektrik
eelektrik,de,Zapplalek
eelektrik,es,Eelektrik
eelektrik,ko,저리릴
eelektrik,zh-simp,麻麻鳗
eelektrik,zh-trad,麻麻鰻
eelektross,jp-kana,シビルドン
eelektross,jp-kanji,シビルドン
eelektross,en,Eelektross
eelektross,fr,Ohmassacre
eelektross,it,Eelektross
eelektross,de,Zapplarang
eelektross,es,Eelektross
eelektross,ko,저리더프
eelektross,zh-simp,麻麻鳗鱼王
eelektross,zh-trad,麻麻鰻魚王
elgyem,jp-kana,リグレー
elgyem,jp-kanji,リグレー
elgyem,en,Elgyem
elgyem,fr,Lewsor
elgyem,it,Elgyem
elgyem,de,Pygraulon
elgyem,es,Elgyem
elgyem,ko,리그레
elgyem,zh-simp,小灰怪
elgyem,zh-trad,小灰怪
beheeyem,jp-kana,オーベム
beheeyem,jp-kanji,オーベム
beheeyem,en,Beheeyem
beheeyem,fr,Neitram
beheeyem,it,Beheeyem
beheeyem,de,Megalon
beheeyem,es,Beheeyem
beheeyem,ko,벰크
beheeyem,zh-simp,大宇怪
beheeyem,zh-trad,大宇怪
litwick,jp-kana,ヒトモシ
litwick,jp-kanji,ヒトモシ
litwick,en,Litwick
litwick,fr,Funécire
litwick,it,Litwick
litwick,de,Lichtel
litwick,es,Litwick
litwick,ko,불켜미
litwick,zh-simp,烛光灵
litwick,zh-trad,燭光靈
lampent,jp-kana,ランプラー
lampent,jp-kanji,ランプラー
lampent,en,Lampent
lampent,fr,Mélancolux
lampent,it,Lampent
lampent,de,Laternecto
lampent,es,Lampent
lampent,ko,램프라
lampent,zh-simp,灯火幽灵
lampent,zh-trad,燈火幽靈
chandelure,jp-kana,シャンデラ
chandelure,jp-kanji,シャンデラ
chandelure,en,Chandelure
chandelure,fr,Lugulabre
chandelure,it,Chandelure
chandelure,de,Skelabra
chandelure,es,Chandelure
chandelure,ko,샹델라
chandelure,zh-simp,水晶灯火灵
chandelure,zh-trad,水晶燈火靈
axew,jp-kana,キバゴ
axew,jp-kanji,キバゴ
axew,en,Axew
axew,fr,Coupenotte
axew,it,Axew
axew,de,Milza
axew,es,Axew
axew,ko,터검니
axew,zh-simp,牙牙
axew,zh-trad,牙牙
fraxure,jp-kana,オノンド
fraxure,jp-kanji,オノンド
fraxure,en,Fraxure
fraxure,fr,Incisache
fraxure,it,Fraxure
fraxure,de,Sharfax
fraxure,es,Fraxure
fraxure,ko,액슨도
fraxure,zh-simp,斧牙龙
fraxure,zh-trad,斧牙龍
haxorus,jp-kana,オノノクス
haxorus,jp-kanji,オノノクス
haxorus,en,Haxorus
haxorus,fr,Tranchodon
haxorus,it,Haxorus
haxorus,de,Maxax
haxorus,es,Haxorus
haxorus,ko,액스라이즈
haxorus,zh-simp,双斧战龙
haxorus,zh-trad,雙斧戰龍
cubchoo,jp-kana,クマシュン
cubchoo,jp-kanji,クマシュン
cubchoo,en,Cubchoo
cubchoo,fr,Polarhume
cubchoo,it,Cubchoo
cubchoo,de,Petznief
cubchoo,es,Cubchoo
cubchoo,ko,코고미
cubchoo,zh-simp,喷嚏熊
cubchoo,zh-trad,噴嚏熊
beartic,jp-kana,ツンベアー
beartic,jp-kanji,ツンベアー
beartic,en,Beartic
beartic,fr,Polagriffe
beartic,it,Beartic
beartic,de,Siberio
beartic,es,Beartic
beartic,ko,툰베어
beartic,zh-simp,冻原熊
beartic,zh-trad,凍原熊
cryogonal,jp-kana,フリージオ
cryogonal,jp-kanji,フリージオ
cryogonal,en,Cryogonal
cryogonal,fr,Hexagel
cryogonal,it,Cryogonal
cryogonal,de,Frigometri
cryogonal,es,Cryogonal
cryogonal,ko,프리지오
cryogonal,zh-simp,几何雪花
cryogonal,zh-trad,幾何雪花
shelmet,jp-kana,チョボマキ
shelmet,jp-kanji,チョボマキ
shelmet,en,Shelmet
shelmet,fr,Escargaume
shelmet,it,Shelmet
shelmet,de,Schnuthelm
shelmet,es,Shelmet
shelmet,ko,쪼마리
shelmet,zh-simp,小嘴蜗
shelmet,zh-trad,小嘴蝸
accelgor,jp-kana,アギルダー
accelgor,jp-kanji,アギルダー
accelgor,en,Accelgor
accelgor,fr,Limaspeed
accelgor,it,Accelgor
accelgor,de,Hydragil
accelgor,es,Accelgor
accelgor,ko,어지리더
accelgor,zh-simp,敏捷虫
accelgor,zh-trad,敏捷蟲
stunfisk,jp-kana,マッギョ
stunfisk,jp-kanji,マッギョ
stunfisk,en,Stunfisk
stunfisk,fr,Limonde
stunfisk,it,Stunfisk
stunfisk,de,Flunschlik
stunfisk,es,Stunfisk
stunfisk,ko,메더
stunfisk,zh-simp,泥巴鱼
stunfisk,zh-trad,泥巴魚
mienfoo,jp-kana,コジョフー
mienfoo,jp-kanji,コジョフー
mienfoo,en,Mienfoo
mienfoo,fr,Kungfouine
mienfoo,it,Mienfoo
mienfoo,de,Lin-Fu
mienfoo,es,Mienfoo
mienfoo,ko,비조푸
mienfoo,zh-simp,功夫鼬
mienfoo,zh-trad,功夫鼬
mienshao,jp-kana,コジョンド
mienshao,jp-kanji,コジョンド
mienshao,en,Mienshao
mienshao,fr,Shaofouine
mienshao,it,Mienshao
mienshao,de,Wie-Shu
mienshao,es,Mienshao
mienshao,ko,비조도
mienshao,zh-simp,师父鼬
mienshao,zh-trad,師父鼬
druddigon,jp-kana,クリムガン
druddigon,jp-kanji,クリムガン
druddigon,en,Druddigon
druddigon,fr,Drakkarmin
druddigon,it,Druddigon
druddigon,de,Shardrago
druddigon,es,Druddigon
druddigon,ko,크리만
druddigon,zh-simp,赤面龙
druddigon,zh-trad,赤面龍
golett,jp-kana,ゴビット
golett,jp-kanji,ゴビット
golett,en,Golett
golett,fr,Gringolem
golett,it,Golett
golett,de,Golbit
golett,es,Golett
golett,ko,골비람
golett,zh-simp,泥偶小人
golett,zh-trad,泥偶小人
golurk,jp-kana,ゴルーグ
golurk,jp-kanji,ゴルーグ
golurk,en,Golurk
golurk,fr,Golemastoc
golurk,it,Golurk
golurk,de,Golgantes
golurk,es,Golurk
golurk,ko,골루그
golurk,zh-simp,泥偶巨人
golurk,zh-trad,泥偶巨人
pawniard,jp-kana,コマタナ
pawniard,jp-kanji,コマタナ
pawniard,en,Pawniard
pawniard,fr,Scalpion
pawniard,it,Pawniard
pawniard,de,Gladiantri
pawniard,es,Pawniard
pawniard,ko,자망칼
pawniard,zh-simp,驹刀小兵
pawniard,zh-trad,駒刀小兵
bisharp,jp-kana,キリキザン
bisharp,jp-kanji,キリキザン
bisharp,en,Bisharp
bisharp,fr,Scalproie
bisharp,it,Bisharp
bisharp,de,Caesurio
bisharp,es,Bisharp
bisharp,ko,절각참
bisharp,zh-simp,劈斩司令
bisharp,zh-trad,劈斬司令
bouffalant,jp-kana,バッフロン
bouffalant,jp-kanji,バッフロン
bouffalant,en,Bouffalant
bouffalant,fr,Frison
bouffalant,it,Bouffalant
bouffalant,de,Bisofank
bouffalant,es,Bouffalant
bouffalant,ko,버프론
bouffalant,zh-simp,爆炸头水牛
bouffalant,zh-trad,爆炸頭水牛
rufflet,jp-kana,ワシボン
rufflet,jp-kanji,ワシボン
rufflet,en,Rufflet
rufflet,fr,Furaiglon
rufflet,it,Rufflet
rufflet,de,Geronimatz
rufflet,es,Rufflet
rufflet,ko,수리둥보
rufflet,zh-simp,毛头小鹰
rufflet,zh-trad,毛頭小鷹
braviary,jp-kana,ウォーグル
braviary,jp-kanji,ウォーグル
braviary,en,Braviary
braviary,fr,Gueriaigle
braviary,it,Braviary
braviary,de,Washakwil
braviary,es,Braviary
braviary,ko,워글
braviary,zh-simp,勇士雄鹰
braviary,zh-trad,勇士雄鷹
vullaby,jp-kana,バルチャイ
vullaby,jp-kanji,バルチャイ
vullaby,en,Vullaby
vullaby,fr,Vostourno
vullaby,it,Vullaby
vullaby,de,Skallyk
vullaby,es,Vullaby
vullaby,ko,벌차이
vullaby,zh-simp,秃鹰丫头
vullaby,zh-trad,禿鷹丫頭
mandibuzz,jp-kana,バルジーナ
mandibuzz,jp-kanji,バルジーナ
mandibuzz,en,Mandibuzz
mandibuzz,fr,Vaututrice
mandibuzz,it,Mandibuzz
mandibuzz,de,Grypheldis
mandibuzz,es,Mandibuzz
mandibuzz,ko,버랜지나
mandibuzz,zh-simp,秃鹰娜
mandibuzz,zh-trad,禿鷹娜
heatmor,jp-kana,クイタラン
heatmor,jp-kanji,クイタラン
heatmor,en,Heatmor
heatmor,fr,Aflamanoir
heatmor,it,Heatmor
heatmor,de,Furnifraß
heatmor,es,Heatmor
heatmor,ko,앤티골
heatmor,zh-simp,熔蚁兽
heatmor,zh-trad,熔蟻獸
durant,jp-kana,アイアント
durant,jp-kanji,アイアント
durant,en,Durant
durant,fr,Fermite
durant,it,Durant
durant,de,Fermicula
durant,es,Durant
durant,ko,아이앤트
durant,zh-simp,铁蚁
durant,zh-trad,鐵蟻
deino,jp-kana,モノズ
deino,jp-kanji,モノズ
deino,en,Deino
deino,fr,Solochi
deino,it,Deino
deino,de,Kapuno
deino,es,Deino
deino,ko,모노두
deino,zh-simp,单首龙
deino,zh-trad,單首龍
zweilous,jp-kana,ジヘッド
zweilous,jp-kanji,ジヘッド
zweilous,en,Zweilous
zweilous,fr,Diamat
zweilous,it,Zweilous
zweilous,de,Duodino
zweilous,es,Zweilous
zweilous,ko,디헤드
zweilous,zh-simp,双首暴龙
zweilous,zh-trad,雙首暴龍
hydreigon,jp-kana,サザンドラ
hydreigon,jp-kanji,サザンドラ
hydreigon,en,Hydreigon
hydreigon,fr,Trioxhydre
hydreigon,it,Hydreigon
hydreigon,de,Trikephalo
hydreigon,es,Hydreigon
hydreigon,ko,삼삼드래
hydreigon,zh-simp,三首恶龙
hydreigon,zh-trad,三首惡龍
larvesta,jp-kana,メラルバ
larvesta,jp-kanji,メラルバ
larvesta,en,Larvesta
larvesta,fr,Pyronille
larvesta,it,Larvesta
larvesta,de,Ignivor
larvesta,es,Larvesta
larvesta,ko,활화르바
larvesta,zh-simp,燃烧虫
larvesta,zh-trad,燃燒蟲
volcarona,jp-kana,ウルガモス
volcarona,jp-kanji,ウルガモス
volcarona,en,Volcarona
volcarona,fr,Pyrax
volcarona,it,Volcarona
volcarona,de,Ramoth
volcarona,es,Volcarona
volcarona,ko,불카모스
volcarona,zh-simp,火神蛾
volcarona,zh-trad,火神蛾
cobalion,jp-kana,コバルオン
cobalion,jp-kanji,コバルオン
cobalion,en,Cobalion
cobalion,fr,Cobaltium
cobalion,it,Cobalion
cobalion,de,Kobalium
cobalion,es,Cobalion
cobalion,ko,코바르온
cobalion,zh-simp,勾帕路翁
cobalion,zh-trad,勾帕路翁
terrakion,jp-kana,テラキオン
terrakion,jp-kanji,テラキオン
terrakion,en,Terrakion
terrakion,fr,Terrakium
terrakion,it,Terrakion
terrakion,de,Terrakium
terrakion,es,Terrakion
terrakion,ko,테라키온
terrakion,zh-simp,代拉基翁
terrakion,zh-trad,代拉基翁
virizion,jp-kana,ビリジオン
virizion,jp-kanji,ビリジオン
virizion,en,Virizion
virizion,fr,Viridium
virizion,it,Virizion
virizion,de,Viridium
virizion,es,Virizion
virizion,ko,비리디온
virizion,zh-simp,毕力吉翁
virizion,zh-trad,畢力吉翁
tornadus,jp-kana,トルネロス
tornadus,jp-kanji,トルネロス
tornadus,en,Tornadus
tornadus,fr,Boréas
tornadus,it,Tornadus
tornadus,de,Boreos
tornadus,es,Tornadus
tornadus,ko,토네로스
tornadus,zh-simp,龙卷云
tornadus,zh-trad,龍捲雲
thundurus,jp-kana,ボルトロス
thundurus,jp-kanji,ボルトロス
thundurus,en,Thundurus
thundurus,fr,Fulguris
thundurus,it,Thundurus
thundurus,de,Voltolos
thundurus,es,Thundurus
thundurus,ko,볼트로스
thundurus,zh-simp,雷电云
thundurus,zh-trad,雷電雲
reshiram,jp-kana,レシラム
reshiram,jp-kanji,レシラム
reshiram,en,Reshiram
reshiram,fr,Reshiram
reshiram,it,Reshiram
reshiram,de,Reshiram
reshiram,es,Reshiram
reshiram,ko,레시라무
reshiram,zh-simp,莱希拉姆
reshiram,zh-trad,萊希拉姆
zekrom,jp-kana,ゼクロム
zekrom,jp-kanji,ゼクロム
zekrom,en,Zekrom
zekrom,fr,Zekrom
zekrom,it,Zekrom
zekrom,de,Zekrom
zekrom,es,Zekrom
zekrom,ko,제크로무
zekrom,zh-simp,捷克罗姆
zekrom,zh-trad,捷克羅姆
landorus,jp-kana,ランドロス
landorus,jp-kanji,ランドロス
landorus,en,Landorus
landorus,fr,Démétéros
landorus,it,Landorus
landorus,de,Demeteros
landorus,es,Landorus
landorus,ko,랜드로스
landorus,zh-simp,土地云
landorus,zh-trad,土地雲
kyurem,jp-kana,キュレム
kyurem,jp-kanji,キュレム
kyurem,en,Kyurem
kyurem,fr,Kyurem
kyurem,it,Kyurem
kyurem,de,Kyurem
kyurem,es,Kyurem
kyurem,ko,큐레무
kyurem,zh-simp,酋雷姆
kyurem,zh-trad,酋雷姆
keldeo,jp-kana,ケルディオ
keldeo,jp-kanji,ケルディオ
keldeo,en,Keldeo
keldeo,fr,Keldeo
keldeo,it,Keldeo
keldeo,de,Keldeo
keldeo,es,Keldeo
keldeo,ko,케르디오
keldeo,zh-simp,凯路迪欧
keldeo,zh-trad,凱路迪歐
meloetta,jp-kana,メロエッタ
meloetta,jp-kanji,メロエッタ
meloetta,en,Meloetta
meloetta,fr,Meloetta
meloetta,it,Meloetta
meloetta,de,Meloetta
meloetta,es,Meloetta
meloetta,ko,메로엣타
meloetta,zh-simp,美洛耶塔
meloetta,zh-trad,美洛耶塔
genesect,jp-kana,ゲノセクト
genesect,jp-kanji,ゲノセクト
genesect,en,Genesect
genesect,fr,Genesect
genesect,it,Genesect
genesect,de,Genesect
genesect,es,Genesect
genesect,ko,게노세크트
genesect,zh-simp,盖诺赛克特
genesect,zh-trad,蓋諾賽克特
chespin,jp-kana,ハリマロン
chespin,jp-kanji,ハリマロン
chespin,en,Chespin
chespin,fr,Marisson
chespin,it,Chespin
chespin,de,Igamaro
chespin,es,Chespin
chespin,ko,도치마론
chespin,zh-simp,哈力栗
chespin,zh-trad,哈力栗
quilladin,jp-kana,ハリボーグ
quilladin,jp-kanji,ハリボーグ
quilladin,en,Quilladin
quilladin,fr,Boguérisse
quilladin,it,Quilladin
quilladin,de,Igastarnish
quilladin,es,Quilladin
quilladin,ko,도치보구
quilladin,zh-simp,胖胖哈力
quilladin,zh-trad,胖胖哈力
chesnaught,jp-kana,ブリガロン
chesnaught,jp-kanji,ブリガロン
chesnaught,en,Chesnaught
chesnaught,fr,Blindépique
chesnaught,it,Chesnaught
chesnaught,de,Brigaron
chesnaught,es,Chesnaught
chesnaught,ko,브리가론
chesnaught,zh-simp,布里卡隆
chesnaught,zh-trad,布里卡隆
fennekin,jp-kana,フォッコ
fennekin,jp-kanji,フォッコ
fennekin,en,Fennekin
fennekin,fr,Feunnec
fennekin,it,Fennekin
fennekin,de,Fynx
fennekin,es,Fennekin
fennekin,ko,푸호꼬
fennekin,zh-simp,火狐狸
fennekin,zh-trad,火狐狸
braixen,jp-kana,テールナー
braixen,jp-kanji,テールナー
braixen,en,Braixen
braixen,fr,Roussil
braixen,it,Braixen
braixen,de,Rutena
braixen,es,Braixen
braixen,ko,테르나
braixen,zh-simp,长尾火狐
