pokemon_identifier,stat_identifier,value
yamask,sp-def,65
yamask,speed,30
yamask-galarian-form,hp,38
yamask-galarian-form,attack,55
yamask-galarian-form,defense,85
yamask-galarian-form,sp-atk,30
yamask-galarian-form,sp-def,65
yamask-galarian-form,speed,30
cofagrigus,hp,58
cofagrigus,attack,50
cofagrigus,defense,145
cofagrigus,sp-atk,95
cofagrigus,sp-def,105
cofagrigus,speed,30
tirtouga,hp,54
tirtouga,attack,78
tirtouga,defense,103
tirtouga,sp-atk,53
tirtouga,sp-def,45
tirtouga,speed,22
carracosta,hp,74
carracosta,attack,108
carracosta,defense,133
carracosta,sp-atk,83
carracosta,sp-def,65
carracosta,speed,32
archen,hp,55
archen,attack,112
archen,defense,45
archen,sp-atk,74
archen,sp-def,45
archen,speed,70
archeops,hp,75
archeops,attack,140
archeops,defense,65
archeops,sp-atk,112
archeops,sp-def,65
archeops,speed,110
trubbish,hp,50
trubbish,attack,50
trubbish,defense,62
trubbish,sp-atk,40
trubbish,sp-def,62
trubbish,speed,65
garbodor,hp,80
garbodor,attack,95
garbodor,defense,82
garbodor,sp-atk,60
garbodor,sp-def,82
garbodor,speed,75
zorua,hp,40
zorua,attack,65
zorua,defense,40
zorua,sp-atk,80
zorua,sp-def,40
zorua,speed,65
zorua-hisuian-form,hp,35
zorua-hisuian-form,attack,60
zorua-hisuian-form,defense,40
zorua-hisuian-form,sp-atk,85
zorua-hisuian-form,sp-def,40
zorua-hisuian-form,speed,70
zoroark,hp,60
zoroark,attack,105
zoroark,defense,60
zoroark,sp-atk,120
zoroark,sp-def,60
zoroark,speed,105
zoroark-hisuian-form,hp,55
zoroark-hisuian-form,attack,100
zoroark-hisuian-form,defense,60
zoroark-hisuian-form,sp-atk,125
zoroark-hisuian-form,sp-def,60
zoroark-hisuian-form,speed,110
minccino,hp,55
minccino,attack,50
minccino,defense,40
minccino,sp-atk,40
minccino,sp-def,40
minccino,speed,75
cinccino,hp,75
cinccino,attack,95
cinccino,defense,60
cinccino,sp-atk,65
cinccino,sp-def,60
cinccino,speed,115
gothita,hp,45
gothita,attack,30
gothita,defense,50
gothita,sp-atk,55
gothita,sp-def,65
gothita,speed,45
gothorita,hp,60
gothorita,attack,45
gothorita,defense,70
gothorita,sp-atk,75
gothorita,sp-def,85
gothorita,speed,55
gothitelle,hp,70
gothitelle,attack,55
gothitelle,defense,95
gothitelle,sp-atk,95
gothitelle,sp-def,110
gothitelle,speed,65
solosis,hp,45
solosis,attack,30
solosis,defense,40
solosis,sp-atk,105
solosis,sp-def,50
solosis,speed,20
duosion,hp,65
duosion,attack,40
duosion,defense,50
duosion,sp-atk,125
duosion,sp-def,60
duosion,speed,30
reuniclus,hp,110
reuniclus,attack,65
reuniclus,defense,75
reuniclus,sp-atk,125
reuniclus,sp-def,85
reuniclus,speed,30
ducklett,hp,62
ducklett,attack,44
ducklett,defense,50
ducklett,sp-atk,44
ducklett,sp-def,50
ducklett,speed,55
swanna,hp,75
swanna,attack,87
swanna,defense,63
swanna,sp-atk,87
swanna,sp-def,63
swanna,speed,98
vanillite,hp,36
vanillite,attack,50
vanillite,defense,50
vanillite,sp-atk,65
vanillite,sp-def,60
vanillite,speed,44
vanillish,hp,51
vanillish,attack,65
vanillish,defense,65
vanillish,sp-atk,80
vanillish,sp-def,75
vanillish,speed,59
vanilluxe,hp,71
vanilluxe,attack,95
vanilluxe,defense,85
vanilluxe,sp-atk,110
vanilluxe,sp-def,95
vanilluxe,speed,79
deerling-spring-form,hp,60
deerling-spring-form,attack,60
deerling-spring-form,defense,50
deerling-spring-form,sp-atk,40
deerling-spring-form,sp-def,50
deerling-spring-form,speed,75
deerling-summer-form,hp,60
deerling-summer-form,attack,60
deerling-summer-form,defense,50
deerling-summer-form,sp-atk,40
deerling-summer-form,sp-def,50
deerling-summer-form,speed,75
deerling-autumn-form,hp,60
deerling-autumn-form,attack,60
deerling-autumn-form,defense,50
deerling-autumn-form,sp-atk,40
deerling-autumn-form,sp-def,50
deerling-autumn-form,speed,75
deerling-winter-form,hp,60
deerling-winter-form,attack,60
deerling-winter-form,defense,50
deerling-winter-form,sp-atk,40
deerling-winter-form,sp-def,50
deerling-winter-form,speed,75
sawsbuck-spring-form,hp,80
sawsbuck-spring-form,attack,100
sawsbuck-spring-form,defense,70
sawsbuck-spring-form,sp-atk,60
sawsbuck-spring-form,sp-def,70
sawsbuck-spring-form,speed,95
sawsbuck-summer-form,hp,80
sawsbuck-summer-form,attack,100
sawsbuck-summer-form,defense,70
sawsbuck-summer-form,sp-atk,60
sawsbuck-summer-form,sp-def,70
sawsbuck-summer-form,speed,95
sawsbuck-autumn-form,hp,80
sawsbuck-autumn-form,attack,100
sawsbuck-autumn-form,defense,70
sawsbuck-autumn-form,sp-atk,60
sawsbuck-autumn-form,sp-def,70
sawsbuck-autumn-form,speed,95
sawsbuck-winter-form,hp,80
sawsbuck-winter-form,attack,100
sawsbuck-winter-form,defense,70
sawsbuck-winter-form,sp-atk,60
sawsbuck-winter-form,sp-def,70
sawsbuck-winter-form,speed,95
emolga,hp,55
emolga,attack,75
emolga,defense,60
emolga,sp-atk,75
emolga,sp-def,60
emolga,speed,103
karrablast,hp,50
karrablast,attack,75
karrablast,defense,45
karrablast,sp-atk,40
karrablast,sp-def,45
karrablast,speed,60
escavalier,hp,70
escavalier,attack,135
escavalier,defense,105
escavalier,sp-atk,60
escavalier,sp-def,105
escavalier,speed,20
foongus,hp,69
foongus,attack,55
foongus,defense,45
foongus,sp-atk,55
foongus,sp-def,55
foongus,speed,15
amoonguss,hp,114
amoonguss,attack,85
amoonguss,defense,70
amoonguss,sp-atk,85
amoonguss,sp-def,80
amoonguss,speed,30
frillish,hp,55
frillish,attack,40
frillish,defense,50
frillish,sp-atk,65
frillish,sp-def,85
frillish,speed,40
jellicent,hp,100
jellicent,attack,60
jellicent,defense,70
jellicent,sp-atk,85
jellicent,sp-def,105
jellicent,speed,60
alomomola,hp,165
alomomola,attack,75
alomomola,defense,80
alomomola,sp-atk,40
alomomola,sp-def,45
alomomola,speed,65
joltik,hp,50
joltik,attack,47
joltik,defense,50
joltik,sp-atk,57
joltik,sp-def,50
joltik,speed,65
galvantula,hp,70
galvantula,attack,77
galvantula,defense,60
galvantula,sp-atk,97
galvantula,sp-def,60
galvantula,speed,108
ferroseed,hp,44
ferroseed,attack,50
ferroseed,defense,91
ferroseed,sp-atk,24
ferroseed,sp-def,86
ferroseed,speed,10
ferrothorn,hp,74
ferrothorn,attack,94
ferrothorn,defense,131
ferrothorn,sp-atk,54
ferrothorn,sp-def,116
ferrothorn,speed,20
klink,hp,40
klink,attack,55
klink,defense,70
klink,sp-atk,45
klink,sp-def,60
klink,speed,30
klang,hp,60
klang,attack,80
klang,defense,95
klang,sp-atk,70
klang,sp-def,85
klang,speed,50
klinklang,hp,60
klinklang,attack,100
klinklang,defense,115
klinklang,sp-atk,70
klinklang,sp-def,85
klinklang,speed,90
tynamo,hp,35
tynamo,attack,55
tynamo,defense,40
tynamo,sp-atk,45
tynamo,sp-def,40
tynamo,speed,60
eelektrik,hp,65
eelektrik,attack,85
eelektrik,defense,70
eelektrik,sp-atk,75
eelektrik,sp-def,70
eelektrik,speed,40
eelektross,hp,85
eelektross,attack,115
eelektross,defense,80
eelektross,sp-atk,105
eelektross,sp-def,80
eelektross,speed,50
elgyem,hp,55
elgyem,attack,55
elgyem,defense,55
elgyem,sp-atk,85
elgyem,sp-def,55
elgyem,speed,30
beheeyem,hp,75
beheeyem,attack,75
beheeyem,defense,75
beheeyem,sp-atk,125
beheeyem,sp-def,95
beheeyem,speed,40
litwick,hp,50
litwick,attack,30
litwick,defense,55
litwick,sp-atk,65
litwick,sp-def,55
litwick,speed,20
lampent,hp,60
lampent,attack,40
lampent,defense,60
lampent,sp-atk,95
lampent,sp-def,60
lampent,speed,55
chandelure,hp,60
chandelure,attack,55
chandelure,defense,90
chandelure,sp-atk,145
chandelure,sp-def,90
chandelure,speed,80
axew,hp,46
axew,attack,87
axew,defense,60
axew,sp-atk,30
axew,sp-def,40
axew,speed,57
fraxure,hp,66
fraxure,attack,117
fraxure,defense,70
fraxure,sp-atk,40
fraxure,sp-def,50
fraxure,speed,67
haxorus,hp,76
haxorus,attack,147
haxorus,defense,90
haxorus,sp-atk,60
haxorus,sp-def,70
haxorus,speed,97
cubchoo,hp,55
cubchoo,attack,70
cubchoo,defense,40
cubchoo,sp-atk,60
cubchoo,sp-def,40
cubchoo,speed,40
beartic,hp,95
beartic,attack,130
beartic,defense,80
beartic,sp-atk,70
beartic,sp-def,80
beartic,speed,50
cryogonal,hp,80
cryogonal,attack,50
cryogonal,defense,50
cryogonal,sp-atk,95
cryogonal,sp-def,135
cryogonal,speed,105
shelmet,hp,50
shelmet,attack,40
shelmet,defense,85
shelmet,sp-atk,40
shelmet,sp-def,65
shelmet,speed,25
accelgor,hp,80
accelgor,attack,70
accelgor,defense,40
accelgor,sp-atk,100
accelgor,sp-def,60
accelgor,speed,145
stunfisk,hp,109
stunfisk,attack,66
stunfisk,defense,84
stunfisk,sp-atk,81
stunfisk,sp-def,99
stunfisk,speed,32
stunfisk-galarian-form,hp,109
stunfisk-galarian-form,attack,81
stunfisk-galarian-form,defense,99
stunfisk-galarian-form,sp-atk,66
stunfisk-galarian-form,sp-def,84
stunfisk-galarian-form,speed,32
mienfoo,hp,45
mienfoo,attack,85
mienfoo,defense,50
mienfoo,sp-atk,55
mienfoo,sp-def,50
mienfoo,speed,65
mienshao,hp,65
mienshao,attack,125
mienshao,defense,60
mienshao,sp-atk,95
mienshao,sp-def,60
mienshao,speed,105
druddigon,hp,77
druddigon,attack,120
druddigon,defense,90
druddigon,sp-atk,60
druddigon,sp-def,90
druddigon,speed,48
golett,hp,59
golett,attack,74
golett,defense,50
golett,sp-atk,35
golett,sp-def,50
golett,speed,35
golurk,hp,89
golurk,attack,124
golurk,defense,80
golurk,sp-atk,55
golurk,sp-def,80
golurk,speed,55
pawniard,hp,45
pawniard,attack,85
pawniard,defense,70
pawniard,sp-atk,40
pawniard,sp-def,40
pawniard,speed,60
bisharp,hp,65
bisharp,attack,125
bisharp,defense,100
bisharp,sp-atk,60
bisharp,sp-def,70
bisharp,speed,70
bouffalant,hp,95
bouffalant,attack,110
bouffalant,defense,95
bouffalant,sp-atk,40
bouffalant,sp-def,95
bouffalant,speed,55
rufflet,hp,70
rufflet,attack,83
rufflet,defense,50
rufflet,sp-atk,37
rufflet,sp-def,50
rufflet,speed,60
braviary,hp,100
braviary,attack,123
braviary,defense,75
braviary,sp-atk,57
braviary,sp-def,75
braviary,speed,80
braviary-hisuian-form,hp,110
braviary-hisuian-form,attack,83
braviary-hisuian-form,defense,70
braviary-hisuian-form,sp-atk,112
braviary-hisuian-form,sp-def,70
braviary-hisuian-form,speed,65
vullaby,hp,70
vullaby,attack,55
vullaby,defense,75
vullaby,sp-atk,45
vullaby,sp-def,65
vullaby,speed,60
mandibuzz,hp,110
mandibuzz,attack,65
mandibuzz,defense,105
mandibuzz,sp-atk,55
mandibuzz,sp-def,95
mandibuzz,speed,80
heatmor,hp,85
heatmor,attack,97
heatmor,defense,66
heatmor,sp-atk,105
heatmor,sp-def,66
heatmor,speed,65
durant,hp,58
durant,attack,109
durant,defense,112
durant,sp-atk,48
durant,sp-def,48
durant,speed,109
deino,hp,52
deino,attack,65
deino,defense,50
deino,sp-atk,45
deino,sp-def,50
deino,speed,38
zweilous,hp,72
zweilous,attack,85
zweilous,defense,70
zweilous,sp-atk,65
zweilous,sp-def,70
zweilous,speed,58
hydreigon,hp,92
hydreigon,attack,105
hydreigon,defense,90
hydreigon,sp-atk,125
hydreigon,sp-def,90
hydreigon,speed,98
larvesta,hp,55
larvesta,attack,85
larvesta,defense,55
larvesta,sp-atk,50
larvesta,sp-def,55
larvesta,speed,60
volcarona,hp,85
volcarona,attack,60
volcarona,defense,65
volcarona,sp-atk,135
volcarona,sp-def,105
volcarona,speed,100
cobalion,hp,91
cobalion,attack,90
cobalion,defense,129
cobalion,sp-atk,90
cobalion,sp-def,72
cobalion,speed,108
terrakion,hp,91
terrakion,attack,129
terrakion,defense,90
terrakion,sp-atk,72
terrakion,sp-def,90
terrakion,speed,108
virizion,hp,91
virizion,attack,90
virizion,defense,72
virizion,sp-atk,90
virizion,sp-def,129
virizion,speed,108
tornadus-incarnate-forme,hp,79
tornadus-incarnate-forme,attack,115
tornadus-incarnate-forme,defense,70
tornadus-incarnate-forme,sp-atk,125
tornadus-incarnate-forme,sp-def,80
tornadus-incarnate-forme,speed,111
tornadus-therian-forme,hp,79
tornadus-therian-forme,attack,100
tornadus-therian-forme,defense,80
tornadus-therian-forme,sp-atk,110
tornadus-therian-forme,sp-def,90
tornadus-therian-forme,speed,121
thundurus-incarnate-forme,hp,79
thundurus-incarnate-forme,attack,115
thundurus-incarnate-forme,defense,70
thundurus-incarnate-forme,sp-atk,125
thundurus-incarnate-forme,sp-def,80
thundurus-incarnate-forme,speed,111
thundurus-therian-forme,hp,79
thundurus-therian-forme,attack,105
thundurus-therian-forme,defense,70
thundurus-therian-forme,sp-atk,145
thundurus-therian-forme,sp-def,80
thundurus-therian-forme,speed,101
reshiram,hp,100
reshiram,attack,120
reshiram,defense,100
reshiram,sp-atk,150
reshiram,sp-def,120
reshiram,speed,90
zekrom,hp,100
zekrom,attack,150
zekrom,defense,120
zekrom,sp-atk,120
zekrom,sp-def,100
zekrom,speed,90
landorus-incarnate-forme,hp,89
landorus-incarnate-forme,attack,125
landorus-incarnate-forme,defense,90
landorus-incarnate-forme,sp-atk,115
landorus-incarnate-forme,sp-def,80
landorus-incarnate-forme,speed,101
landorus-therian-forme,hp,89
landorus-therian-forme,attack,145
landorus-therian-forme,defense,90
landorus-therian-forme,sp-atk,105
landorus-therian-forme,sp-def,80
landorus-therian-forme,speed,91
kyurem,hp,125
kyurem,attack,130
kyurem,defense,90
kyurem,sp-atk,130
kyurem,sp-def,90
kyurem,speed,95
kyurem-white,hp,125
kyurem-white,attack,120
kyurem-white,defense,90
kyurem-white,sp-atk,170
kyurem-white,sp-def,100
kyurem-white,speed,95
kyurem-black,hp,125
kyurem-black,attack,170
kyurem-black,defense,100
kyurem-black,sp-atk,120
kyurem-black,sp-def,90
kyurem-black,speed,95
keldeo-ordinary-form,hp,91
keldeo-ordinary-form,attack,72
keldeo-ordinary-form,defense,90
keldeo-ordinary-form,sp-atk,129
keldeo-ordinary-form,sp-def,90
keldeo-ordinary-form,speed,108
keldeo-resolute-form,hp,91
keldeo-resolute-form,attack,72
keldeo-resolute-form,defense,90
keldeo-resolute-form,sp-atk,129
keldeo-resolute-form,sp-def,90
keldeo-resolute-form,speed,108
meloetta-aria-forme,hp,100
meloetta-aria-forme,attack,77
meloetta-aria-forme,defense,77
meloetta-aria-forme,sp-atk,128
meloetta-aria-forme,sp-def,128
meloetta-aria-forme,speed,90
meloetta-pirouette-forme,hp,100
meloetta-pirouette-forme,attack,128
meloetta-pirouette-forme,defense,90
meloetta-pirouette-forme,sp-atk,77
meloetta-pirouette-forme,sp-def,77
meloetta-pirouette-forme,speed,128
genesect,hp,71
genesect,attack,120
genesect,defense,95
genesect,sp-atk,120
genesect,sp-def,95
genesect,speed,99
genesect-douse-drive,hp,71
genesect-douse-drive,attack,120
genesect-douse-drive,defense,95
genesect-douse-drive,sp-atk,120
genesect-douse-drive,sp-def,95
genesect-douse-drive,speed,99
genesect-shock-drive,hp,71
genesect-shock-drive,attack,120
genesect-shock-drive,defense,95
genesect-shock-drive,sp-atk,120
genesect-shock-drive,sp-def,95
genesect-shock-drive,speed,99
genesect-burn-drive,hp,71
genesect-burn-drive,attack,120
genesect-burn-drive,defense,95
genesect-burn-drive,sp-atk,120
genesect-burn-drive,sp-def,95
genesect-burn-drive,speed,99
genesect-chill-drive,hp,71
genesect-chill-drive,attack,120
genesect-chill-drive,defense,95
genesect-chill-drive,sp-atk,120
genesect-chill-drive,sp-def,95
genesect-chill-drive,speed,99
chespin,hp,56
chespin,attack,61
chespin,defense,65
chespin,sp-atk,48
chespin,sp-def,45
chespin,speed,38
quilladin,hp,61
quilladin,attack,78
quilladin,defense,95
quilladin,sp-atk,56
quilladin,sp-def,58
quilladin,speed,57
chesnaught,hp,88
chesnaught,attack,107
chesnaught,defense,122
chesnaught,sp-atk,74
chesnaught,sp-def,75
chesnaught,speed,64
fennekin,hp,40
fennekin,attack,45
fennekin,defense,40
fennekin,sp-atk,62
fennekin,sp-def,60
fennekin,speed,60
braixen,hp,59
braixen,attack,59
braixen,defense,58
braixen,sp-atk,90
braixen,sp-def,70
braixen,speed,73
delphox,hp,75
delphox,attack,69
delphox,defense,72
delphox,sp-atk,114
delphox,sp-def,100
delphox,speed,104
froakie,hp,41
froakie,attack,56
froakie,defense,40
froakie,sp-atk,62
froakie,sp-def,44
froakie,speed,71
frogadier,hp,54
frogadier,attack,63
frogadier,defense,52
frogadier,sp-atk,83
frogadier,sp-def,56
frogadier,speed,97
greninja,hp,72
greninja,attack,95
greninja,defense,67
greninja,sp-atk,103
greninja,sp-def,71
greninja,speed,122
greninja-battle-bond,hp,72
greninja-battle-bond,attack,95
greninja-battle-bond,defense,67
greninja-battle-bond,sp-atk,103
greninja-battle-bond,sp-def,71
greninja-battle-bond,speed,122
greninja-ash,hp,72
greninja-ash,attack,145
greninja-ash,defense,67
greninja-ash,sp-atk,153
greninja-ash,sp-def,71
greninja-ash,speed,132
bunnelby,hp,38
bunnelby,attack,36
bunnelby,defense,38
bunnelby,sp-atk,32
bunnelby,sp-def,36
bunnelby,speed,57
diggersby,hp,85
diggersby,attack,56
diggersby,defense,77
diggersby,sp-atk,50
diggersby,sp-def,77
diggersby,speed,78
fletchling,hp,45
fletchling,attack,50
fletchling,defense,43
fletchling,sp-atk,40
fletchling,sp-def,38
fletchling,speed,62
fletchinder,hp,62
fletchinder,attack,73
fletchinder,defense,55
fletchinder,sp-atk,56
fletchinder,sp-def,52
fletchinder,speed,84
talonflame,hp,78
talonflame,attack,81
talonflame,defense,71
talonflame,sp-atk,74
talonflame,sp-def,69
talonflame,speed,126
scatterbug,hp,38
scatterbug,attack,35
scatterbug,defense,40
scatterbug,sp-atk,27
scatterbug,sp-def,25
scatterbug,speed,35
spewpa,hp,45
spewpa,attack,22
spewpa,defense,60
spewpa,sp-atk,27
spewpa,sp-def,30
spewpa,speed,29
vivillon-icy-snow-pattern,hp,80
vivillon-icy-snow-pattern,attack,52
vivillon-icy-snow-pattern,defense,50
vivillon-icy-snow-pattern,sp-atk,90
vivillon-icy-snow-pattern,sp-def,50
vivillon-icy-snow-pattern,speed,89
vivillon-polar-pattern,hp,80
vivillon-polar-pattern,attack,52
vivillon-polar-pattern,defense,50
vivillon-polar-pattern,sp-atk,90
vivillon-polar-pattern,sp-def,50
vivillon-polar-pattern,speed,89
vivillon-tundra-pattern,hp,80
vivillon-tundra-pattern,attack,52
vivillon-tundra-pattern,defense,50
vivillon-tundra-pattern,sp-atk,90
vivillon-tundra-pattern,sp-def,50
vivillon-tundra-pattern,speed,89
vivillon-continental-pattern,hp,80
vivillon-continental-pattern,attack,52
vivillon-continental-pattern,defense,50
vivillon-continental-pattern,sp-atk,90
vivillon-continental-pattern,sp-def,50
vivillon-continental-pattern,speed,89
vivillon-garden-pattern,hp,80
vivillon-garden-pattern,attack,52
vivillon-garden-pattern,defense,50
vivillon-garden-pattern,sp-atk,90
vivillon-garden-pattern,sp-def,50
vivillon-garden-pattern,speed,89
vivillon-elegant-pattern,hp,80
vivillon-elegant-pattern,attack,52
vivillon-elegant-pattern,defense,50
vivillon-elegant-pattern,sp-atk,90
vivillon-elegant-pattern,sp-def,50
vivillon-elegant-pattern,speed,89
vivillon-meadow-pattern,hp,80
vivillon-meadow-pattern,attack,52
vivillon-meadow-pattern,defense,50
vivillon-meadow-pattern,sp-atk,90
vivillon-meadow-pattern,sp-def,50
vivillon-meadow-pattern,speed,89
vivillon-modern-pattern,hp,80
vivillon-modern-pattern,attack,52
vivillon-modern-pattern,defense,50
vivillon-modern-pattern,sp-atk,90
vivillon-modern-pattern,sp-def,50
vivillon-modern-pattern,speed,89
vivillon-marine-pattern,hp,80
vivillon-marine-pattern,attack,52
vivillon-marine-pattern,defense,50
vivillon-marine-pattern,sp-atk,90
vivillon-marine-pattern,sp-def,50
vivillon-marine-pattern,speed,89
vivillon-archipelago-pattern,hp,80
vivillon-archipelago-pattern,attack,52
vivillon-archipelago-pattern,defense,50
vivillon-archipelago-pattern,sp-atk,90
vivillon-archipelago-pattern,sp-def,50
vivillon-archipelago-pattern,speed,89
vivillon-high-plains-pattern,hp,80
vivillon-high-plains-pattern,attack,52
vivillon-high-plains-pattern,defense,50
vivillon-high-plains-pattern,sp-atk,90
vivillon-high-plains-pattern,sp-def,50
vivillon-high-plains-pattern,speed,89
vivillon-sandstorm-pattern,hp,80
vivillon-sandstorm-pattern,attack,52
vivillon-sandstorm-pattern,defense,50
vivillon-sandstorm-pattern,sp-atk,90
vivillon-sandstorm-pattern,sp-def,50
vivillon-sandstorm-pattern,speed,89
vivillon-river-pattern,hp,80
vivillon-river-pattern,attack,52
vivillon-river-pattern,defense,50
vivillon-river-pattern,sp-atk,90
vivillon-river-pattern,sp-def,50
vivillon-river-pattern,speed,89
vivillon-monsoon-pattern,hp,80
vivillon-monsoon-pattern,attack,52
vivillon-monsoon-pattern,defense,50
vivillon-monsoon-pattern,sp-atk,90
vivillon-monsoon-pattern,sp-def,50
vivillon-monsoon-pattern,speed,89
vivillon-savanna-pattern,hp,80
vivillon-savanna-pattern,attack,52
vivillon-savanna-pattern,defense,50
vivillon-savanna-pattern,sp-atk,90
vivillon-savanna-pattern,sp-def,50
vivillon-savanna-pattern,speed,89
vivillon-sun-pattern,hp,80
vivillon-sun-pattern,attack,52
vivillon-sun-pattern,defense,50
vivillon-sun-pattern,sp-atk,90
vivillon-sun-pattern,sp-def,50
vivillon-sun-pattern,speed,89
vivillon-ocean-pattern,hp,80
vivillon-ocean-pattern,attack,52
vivillon-ocean-pattern,defense,50
vivillon-ocean-pattern,sp-atk,90
vivillon-ocean-pattern,sp-def,50
vivillon-ocean-pattern,speed,89
vivillon-jungle-pattern,hp,80
vivillon-jungle-pattern,attack,52
vivillon-jungle-pattern,defense,50
vivillon-jungle-pattern,sp-atk,90
vivillon-jungle-pattern,sp-def,50
vivillon-jungle-pattern,speed,89
vivillon-fancy-pattern,hp,80
vivillon-fancy-pattern,attack,52
vivillon-fancy-pattern,defense,50
vivillon-fancy-pattern,sp-atk,90
vivillon-fancy-pattern,sp-def,50
vivillon-fancy-pattern,speed,89
vivillon-poke-ball-pattern,hp,80
vivillon-poke-ball-pattern,attack,52
vivillon-poke-ball-pattern,defense,50
vivillon-poke-ball-pattern,sp-atk,90
vivillon-poke-ball-pattern,sp-def,50
vivillon-poke-ball-pattern,speed,89
litleo,hp,62
litleo,attack,50
litleo,defense,58
litleo,sp-atk,73
litleo,sp-def,54
litleo,speed,72
pyroar,hp,86
pyroar,attack,68
pyroar,defense,72
pyroar,sp-atk,109
pyroar,sp-def,66
pyroar,speed,106
flabebe-red-flower,hp,44
flabebe-red-flower,attack,38
flabebe-red-flower,defense,39
flabebe-red-flower,sp-atk,61
flabebe-red-flower,sp-def,79
flabebe-red-flower,speed,42
flabebe-yellow-flower,hp,44
flabebe-yellow-flower,attack,38
flabebe-yellow-flower,defense,39
flabebe-yellow-flower,sp-atk,61
flabebe-yellow-flower,sp-def,79
flabebe-yellow-flower,speed,42
flabebe-orange-flower,hp,44
flabebe-orange-flower,attack,38
flabebe-orange-flower,defense,39
flabebe-orange-flower,sp-atk,61
flabebe-orange-flower,sp-def,79
flabebe-orange-flower,speed,42
flabebe-blue-flower,hp,44
flabebe-blue-flower,attack,38
flabebe-blue-flower,defense,39
flabebe-blue-flower,sp-atk,61
flabebe-blue-flower,sp-def,79
flabebe-blue-flower,speed,42
flabebe-white-flower,hp,44
flabebe-white-flower,attack,38
flabebe-white-flower,defense,39
flabebe-white-flower,sp-atk,61
flabebe-white-flower,sp-def,79
flabebe-white-flower,speed,42
floette-red-flower,hp,54
floette-red-flower,attack,45
floette-red-flower,defense,47
floette-red-flower,sp-atk,75
floette-red-flower,sp-def,98
floette-red-flower,speed,52
floette-yellow-flower,hp,54
floette-yellow-flower,attack,45
floette-yellow-flower,defense,47
floette-yellow-flower,sp-atk,75
floette-yellow-flower,sp-def,98
floette-yellow-flower,speed,52
floette-orange-flower,hp,54
floette-orange-flower,attack,45
floette-orange-flower,defense,47
floette-orange-flower,sp-atk,75
floette-orange-flower,sp-def,98
floette-orange-flower,speed,52
floette-blue-flower,hp,54
floette-blue-flower,attack,45
floette-blue-flower,defense,47
floette-blue-flower,sp-atk,75
floette-blue-flower,sp-def,98
floette-blue-flower,speed,52
floette-white-flower,hp,54
floette-white-flower,attack,45
floette-white-flower,defense,47
floette-white-flower,sp-atk,75
floette-white-flower,sp-def,98
floette-white-flower,speed,52
floette-eternal-flower,hp,74
floette-eternal-flower,attack,65
floette-eternal-flower,defense,67
floette-eternal-flower,sp-atk,125
floette-eternal-flower,sp-def,128
floette-eternal-flower,speed,92
florges-red-flower,hp,78
florges-red-flower,attack,65
florges-red-flower,defense,68
florges-red-flower,sp-atk,112
florges-red-flower,sp-def,154
florges-red-flower,speed,75
florges-yellow-flower,hp,78
florges-yellow-flower,attack,65
florges-yellow-flower,defense,68
florges-yellow-flower,sp-atk,112
florges-yellow-flower,sp-def,154
florges-yellow-flower,speed,75
florges-orange-flower,hp,78
florges-orange-flower,attack,65
florges-orange-flower,defense,68
florges-orange-flower,sp-atk,112
florges-orange-flower,sp-def,154
florges-orange-flower,speed,75
florges-blue-flower,hp,78
florges-blue-flower,attack,65
florges-blue-flower,defense,68
florges-blue-flower,sp-atk,112
florges-blue-flower,sp-def,154
florges-blue-flower,speed,75
florges-white-flower,hp,78
florges-white-flower,attack,65
florges-white-flower,defense,68
florges-white-flower,sp-atk,112
florges-white-flower,sp-def,154
florges-white-flower,speed,75
skiddo,hp,66
skiddo,attack,65
skiddo,defense,48
skiddo,sp-atk,62
skiddo,sp-def,57
skiddo,speed,52
gogoat,hp,123
gogoat,attack,100
gogoat,defense,62
gogoat,sp-atk,97
gogoat,sp-def,81
gogoat,speed,68
pancham,hp,67
pancham,attack,82
pancham,defense,62
pancham,sp-atk,46
pancham,sp-def,48
pancham,speed,43
pangoro,hp,95
pangoro,attack,124
pangoro,defense,78
pangoro,sp-atk,69
pangoro,sp-def,71
pangoro,speed,58
furfrou-natural-form,hp,75
furfrou-natural-form,attack,80
furfrou-natural-form,defense,60
furfrou-natural-form,sp-atk,65
furfrou-natural-form,sp-def,90
furfrou-natural-form,speed,102
furfrou-heart-trim,hp,75
furfrou-heart-trim,attack,80
furfrou-heart-trim,defense,60
furfrou-heart-trim,sp-atk,65
furfrou-heart-trim,sp-def,90
furfrou-heart-trim,speed,102
furfrou-star-trim,hp,75
furfrou-star-trim,attack,80
furfrou-star-trim,defense,60
furfrou-star-trim,sp-atk,65
furfrou-star-trim,sp-def,90
furfrou-star-trim,speed,102
furfrou-diamond-trim,hp,75
furfrou-diamond-trim,attack,80
furfrou-diamond-trim,defense,60
furfrou-diamond-trim,sp-atk,65
furfrou-diamond-trim,sp-def,90
furfrou-diamond-trim,speed,102
furfrou-debutante-trim,hp,75
furfrou-debutante-trim,attack,80
furfrou-debutante-trim,defense,60
furfrou-debutante-trim,sp-atk,65
furfrou-debutante-trim,sp-def,90
furfrou-debutante-trim,speed,102
furfrou-matron-trim,hp,75
furfrou-matron-trim,attack,80
furfrou-matron-trim,defense,60
furfrou-matron-trim,sp-atk,65
furfrou-matron-trim,sp-def,90
furfrou-matron-trim,speed,102
