move_identifier,language,name
lock-on,it,Localizza
lock-on,de,Zielschuss
lock-on,es,Fijar Blanco
lock-on,ko,록온
lock-on,zh-simp,锁定
lock-on,zh-trad,鎖定
lovely-kiss,jp-kana,あくまのキッス
lovely-kiss,jp-kanji,あくまのキッス
lovely-kiss,en,Lovely Kiss
lovely-kiss,fr,Grobisou
lovely-kiss,it,Demonbacio
lovely-kiss,de,Todeskuss
lovely-kiss,es,Beso Amoroso
lovely-kiss,ko,악마의키스
lovely-kiss,zh-simp,恶魔之吻
lovely-kiss,zh-trad,惡魔之吻
low-kick,jp-kana,けたぐり
low-kick,jp-kanji,けたぐり
low-kick,en,Low Kick
low-kick,fr,Balayage
low-kick,it,Colpo Basso
low-kick,de,Fußkick
low-kick,es,Patada Baja
low-kick,ko,안다리걸기
low-kick,zh-simp,踢倒
low-kick,zh-trad,踢倒
low-sweep,jp-kana,ローキック
low-sweep,jp-kanji,ローキック
low-sweep,en,Low Sweep
low-sweep,fr,Balayette
low-sweep,it,Calciobasso
low-sweep,de,Fußtritt
low-sweep,es,Puntapié
low-sweep,ko,로킥
low-sweep,zh-simp,下盘踢
low-sweep,zh-trad,下盤踢
lucky-chant,jp-kana,おまじない
lucky-chant,jp-kanji,おまじない
lucky-chant,en,Lucky Chant
lucky-chant,fr,Air Veinard
lucky-chant,it,Fortuncanto
lucky-chant,de,Beschwörung
lucky-chant,es,Conjuro
lucky-chant,ko,주술
lucky-chant,zh-simp,幸运咒语
lucky-chant,zh-trad,幸運咒語
lumina-crash,jp-kana,ルミナコリジョン
lumina-crash,jp-kanji,ルミナコリジョン
lumina-crash,en,Lumina Crash
lumina-crash,fr,Lumino-Impact
lumina-crash,it,Fotocollisione
lumina-crash,de,Lichteinschlag
lumina-crash,es,Fotocolisión
lumina-crash,ko,루미나콜리전
lumina-crash,zh-simp,琉光冲激
lumina-crash,zh-trad,琉光衝激
lunar-blessing,jp-kana,みかづきのいのり
lunar-blessing,jp-kanji,みかづきのいのり
lunar-blessing,en,Lunar Blessing
lunar-blessing,fr,Prière Lunaire
lunar-blessing,it,Invocaluna
lunar-blessing,de,Lunargebet
lunar-blessing,es,Plegaria Lunar
lunar-blessing,ko,초승달의기도
lunar-blessing,zh-simp,新月祈祷
lunar-blessing,zh-trad,新月祈禱
lunar-dance,jp-kana,みかづきのまい
lunar-dance,jp-kanji,みかづきのまい
lunar-dance,en,Lunar Dance
lunar-dance,fr,Danse Lune
lunar-dance,it,Lunardanza
lunar-dance,de,Lunartanz
lunar-dance,es,Danza Lunar
lunar-dance,ko,초승달춤
lunar-dance,zh-simp,新月舞
lunar-dance,zh-trad,新月舞
lunge,jp-kana,とびかかる
lunge,jp-kanji,とびかかる
lunge,en,Lunge
lunge,fr,Furie-Bond
lunge,it,Assalto
lunge,de,Anfallen
lunge,es,Plancha
lunge,ko,덤벼들기
lunge,zh-simp,猛扑
lunge,zh-trad,猛撲
luster-purge,jp-kana,ラスターパージ
luster-purge,jp-kanji,ラスターパージ
luster-purge,en,Luster Purge
luster-purge,fr,Lumi-Éclat
luster-purge,it,Abbagliante
luster-purge,de,Scheinwerfer
luster-purge,es,Resplandor
luster-purge,ko,러스터퍼지
luster-purge,zh-simp,洁净光芒
luster-purge,zh-trad,潔淨光芒
mach-punch,jp-kana,マッハパンチ
mach-punch,jp-kanji,マッハパンチ
mach-punch,en,Mach Punch
mach-punch,fr,Mach Punch
mach-punch,it,Pugnorapido
mach-punch,de,Tempohieb
mach-punch,es,Ultrapuño
mach-punch,ko,마하펀치
mach-punch,zh-simp,音速拳
mach-punch,zh-trad,音速拳
magic-coat,jp-kana,マジックコート
magic-coat,jp-kanji,マジックコート
magic-coat,en,Magic Coat
magic-coat,fr,Reflet Magik
magic-coat,it,Magivelo
magic-coat,de,Magiemantel
magic-coat,es,Capa Mágica
magic-coat,ko,매직코트
magic-coat,zh-simp,魔法反射
magic-coat,zh-trad,魔法反射
magic-powder,jp-kana,まほうのこな
magic-powder,jp-kanji,まほうのこな
magic-powder,en,Magic Powder
magic-powder,fr,Poudre Magique
magic-powder,it,Magipolvere
magic-powder,de,Magiepuder
magic-powder,es,Polvo Mágico
magic-powder,ko,마법가루
magic-powder,zh-simp,魔法粉
magic-powder,zh-trad,魔法粉
magic-room,jp-kana,マジックルーム
magic-room,jp-kanji,マジックルーム
magic-room,en,Magic Room
magic-room,fr,Zone Magique
magic-room,it,Magicozona
magic-room,de,Magieraum
magic-room,es,Zona Mágica
magic-room,ko,매직룸
magic-room,zh-simp,魔法空间
magic-room,zh-trad,魔法空間
magical-leaf,jp-kana,マジカルリーフ
magical-leaf,jp-kanji,マジカルリーフ
magical-leaf,en,Magical Leaf
magical-leaf,fr,Feuille Magik
magical-leaf,it,Fogliamagica
magical-leaf,de,Zauberblatt
magical-leaf,es,Hoja Mágica
magical-leaf,ko,매지컬리프
magical-leaf,zh-simp,魔法叶
magical-leaf,zh-trad,魔法葉
magical-torque,jp-kana,マジカルアクセル
magical-torque,jp-kanji,マジカルアクセル
magical-torque,en,Magical Torque
magical-torque,fr,Crash Magique
magical-torque,it,Turboincanto
magical-torque,de,Zauberturbo
magical-torque,es,Feerichoque
magical-torque,ko,매지컬액셀
magical-torque,zh-simp,魔法暴冲
magical-torque,zh-trad,魔法暴衝
magma-storm,jp-kana,マグマストーム
magma-storm,jp-kanji,マグマストーム
magma-storm,en,Magma Storm
magma-storm,fr,Vortex Magma
magma-storm,it,Magmaclisma
magma-storm,de,Lavasturm
magma-storm,es,Lluvia Ígnea
magma-storm,ko,마그마스톰
magma-storm,zh-simp,熔岩风暴
magma-storm,zh-trad,熔岩風暴
magnet-bomb,jp-kana,マグネットボム
magnet-bomb,jp-kanji,マグネットボム
magnet-bomb,en,Magnet Bomb
magnet-bomb,fr,Bombe Aimant
magnet-bomb,it,Bombagnete
magnet-bomb,de,Magnetbombe
magnet-bomb,es,Bomba Imán
magnet-bomb,ko,마그넷봄
magnet-bomb,zh-simp,磁铁炸弹
magnet-bomb,zh-trad,磁鐵炸彈
magnet-rise,jp-kana,でんじふゆう
magnet-rise,jp-kanji,でんじふゆう
magnet-rise,en,Magnet Rise
magnet-rise,fr,Vol Magnétik
magnet-rise,it,Magnetascesa
magnet-rise,de,Magnetflug
magnet-rise,es,Levitón
magnet-rise,ko,전자부유
magnet-rise,zh-simp,电磁飘浮
magnet-rise,zh-trad,電磁飄浮
magnetic-flux,jp-kana,じばそうさ
magnetic-flux,jp-kanji,じばそうさ
magnetic-flux,en,Magnetic Flux
magnetic-flux,fr,Magné-Contrôle
magnetic-flux,it,Controllo Polare
magnetic-flux,de,Magnetregler
magnetic-flux,es,Aura Magnética
magnetic-flux,ko,자기장조작
magnetic-flux,zh-simp,磁场操控
magnetic-flux,zh-trad,磁場操控
magnitude,jp-kana,マグニチュード
magnitude,jp-kanji,マグニチュード
magnitude,en,Magnitude
magnitude,fr,Ampleur
magnitude,it,Magnitudo
magnitude,de,Intensität
magnitude,es,Magnitud
magnitude,ko,매그니튜드
magnitude,zh-simp,震级
magnitude,zh-trad,震級
make-it-rain,jp-kana,ゴールドラッシュ
make-it-rain,jp-kanji,ゴールドラッシュ
make-it-rain,en,Make It Rain
make-it-rain,fr,Ruée d’Or
make-it-rain,it,Corsa all’Oro
make-it-rain,de,Goldrausch
make-it-rain,es,Fiebre Dorada
make-it-rain,ko,골드러시
make-it-rain,zh-simp,淘金潮
make-it-rain,zh-trad,淘金潮
malicious-moonsault,jp-kana,ハイパーダーククラッシャー
malicious-moonsault,jp-kanji,ハイパーダーククラッシャー
malicious-moonsault,en,Malicious Moonsault
malicious-moonsault,fr,Dark Body Press
malicious-moonsault,it,Iperschianto delle Tenebre
malicious-moonsault,de,Hyper Dark Crusher
malicious-moonsault,es,Hiperplancha Oscura
malicious-moonsault,ko,하이퍼다크크러셔
malicious-moonsault,zh-simp,极恶飞跃粉碎击
malicious-moonsault,zh-trad,極惡飛躍粉碎擊
malignant-chain,jp-kana,じゃどくのくさり
malignant-chain,jp-kanji,じゃどくのくさり
malignant-chain,en,Malignant Chain
malignant-chain,fr,Chaîne Malsaine
malignant-chain,it,Intossicatena
malignant-chain,de,Giftkettung
malignant-chain,es,Cadena Virulenta
malignant-chain,ko,악독사슬
malignant-chain,zh-simp,邪毒锁链
malignant-chain,zh-trad,邪毒鎖鏈
mat-block,jp-kana,たたみがえし
mat-block,jp-kanji,たたみがえし
mat-block,en,Mat Block
mat-block,fr,Tatamigaeshi
mat-block,it,Ribaltappeto
mat-block,de,Tatami-Schild
mat-block,es,Escudo Tatami
mat-block,ko,마룻바닥세워막기
mat-block,zh-simp,掀榻榻米
mat-block,zh-trad,掀榻榻米
matcha-gotcha,jp-kana,シャカシャカほう
matcha-gotcha,jp-kanji,シャカシャカほう
matcha-gotcha,en,Matcha Gotcha
matcha-gotcha,fr,Mortier Matcha
matcha-gotcha,it,Spruzzatè
matcha-gotcha,de,Quirlschuss
matcha-gotcha,es,Cañón Batidor
matcha-gotcha,ko,휘적휘적포
matcha-gotcha,zh-simp,刷刷茶炮
matcha-gotcha,zh-trad,刷刷茶炮
max-airstream,jp-kana,ダイジェット
max-airstream,jp-kanji,ダイジェット
max-airstream,en,Max Airstream
max-airstream,fr,Aéromax
max-airstream,it,Dynajet
max-airstream,de,Dyna-Düse
max-airstream,es,Maxiciclón
max-airstream,ko,다이제트
max-airstream,zh-simp,极巨飞冲
max-airstream,zh-trad,極巨飛衝
max-darkness,jp-kana,ダイアーク
max-darkness,jp-kanji,ダイアーク
max-darkness,en,Max Darkness
max-darkness,fr,Sinistromax
max-darkness,it,Dynatenebre
max-darkness,de,Dyna-Dunkel
max-darkness,es,Maxisombra
max-darkness,ko,다이아크
max-darkness,zh-simp,极巨恶霸
max-darkness,zh-trad,極巨惡霸
max-flare,jp-kana,ダイバーン
max-flare,jp-kanji,ダイバーン
max-flare,en,Max Flare
max-flare,fr,Pyromax
max-flare,it,Dynafiammata
max-flare,de,Dyna-Brand
max-flare,es,Maxignición
max-flare,ko,다이번
max-flare,zh-simp,极巨火爆
max-flare,zh-trad,極巨火爆
max-flutterby,jp-kana,ダイワーム
max-flutterby,jp-kanji,ダイワーム
max-flutterby,en,Max Flutterby
max-flutterby,fr,Insectomax
max-flutterby,it,Dynainsetto
max-flutterby,de,Dyna-Schwarm
max-flutterby,es,Maxinsecto
max-flutterby,ko,다이웜
max-flutterby,zh-simp,极巨虫蛊
max-flutterby,zh-trad,極巨蟲蠱
max-geyser,jp-kana,ダイストリーム
max-geyser,jp-kanji,ダイストリーム
max-geyser,en,Max Geyser
max-geyser,fr,Hydromax
max-geyser,it,Dynaflusso
max-geyser,de,Dyna-Flut
max-geyser,es,Maxichorro
max-geyser,ko,다이스트림
max-geyser,zh-simp,极巨水流
max-geyser,zh-trad,極巨水流
max-guard,jp-kana,ダイウォール
max-guard,jp-kanji,ダイウォール
max-guard,en,Max Guard
max-guard,fr,Gardomax
max-guard,it,Dynabarriera
max-guard,de,Dyna-Wall
max-guard,es,Maxibarrera
max-guard,ko,다이월
max-guard,zh-simp,极巨防壁
max-guard,zh-trad,極巨防壁
max-hailstorm,jp-kana,ダイアイス
max-hailstorm,jp-kanji,ダイアイス
max-hailstorm,en,Max Hailstorm
max-hailstorm,fr,Cryomax
max-hailstorm,it,Dynagelo
max-hailstorm,de,Dyna-Frost
max-hailstorm,es,Maxihelada
max-hailstorm,ko,다이아이스
max-hailstorm,zh-simp,极巨寒冰
max-hailstorm,zh-trad,極巨寒冰
max-knuckle,jp-kana,ダイナックル
max-knuckle,jp-kanji,ダイナックル
max-knuckle,en,Max Knuckle
max-knuckle,fr,Pugilomax
max-knuckle,it,Dynapugno
max-knuckle,de,Dyna-Faust
max-knuckle,es,Maxipuño
max-knuckle,ko,다이너클
max-knuckle,zh-simp,极巨拳斗
max-knuckle,zh-trad,極巨拳鬥
max-lightning,jp-kana,ダイサンダー
max-lightning,jp-kanji,ダイサンダー
max-lightning,en,Max Lightning
max-lightning,fr,Fulguromax
max-lightning,it,Dynasaetta
max-lightning,de,Dyna-Gewitter
max-lightning,es,Maxitormenta
max-lightning,ko,다이썬더
max-lightning,zh-simp,极巨闪电
max-lightning,zh-trad,極巨閃電
max-mindstorm,jp-kana,ダイサイコ
max-mindstorm,jp-kanji,ダイサイコ
max-mindstorm,en,Max Mindstorm
max-mindstorm,fr,Psychomax
max-mindstorm,it,Dynapsiche
max-mindstorm,de,Dyna-Kinese
max-mindstorm,es,Maxionda
max-mindstorm,ko,다이사이코
max-mindstorm,zh-simp,极巨超能
max-mindstorm,zh-trad,極巨超能
max-ooze,jp-kana,ダイアシッド
max-ooze,jp-kanji,ダイアシッド
max-ooze,en,Max Ooze
max-ooze,fr,Toxinomax
max-ooze,it,Dynacorrosione
max-ooze,de,Dyna-Giftschwall
max-ooze,es,Maxiácido
max-ooze,ko,다이애시드
max-ooze,zh-simp,极巨酸毒
max-ooze,zh-trad,極巨酸毒
max-overgrowth,jp-kana,ダイソウゲン
max-overgrowth,jp-kanji,ダイソウゲン
max-overgrowth,en,Max Overgrowth
max-overgrowth,fr,Phytomax
max-overgrowth,it,Dynaflora
max-overgrowth,de,Dyna-Flora
max-overgrowth,es,Maxiflora
max-overgrowth,ko,다이그래스
max-overgrowth,zh-simp,极巨草原
max-overgrowth,zh-trad,極巨草原
max-phantasm,jp-kana,ダイホロウ
max-phantasm,jp-kanji,ダイホロウ
max-phantasm,en,Max Phantasm
max-phantasm,fr,Spectromax
max-phantasm,it,Dynavuoto
max-phantasm,de,Dyna-Spuk
max-phantasm,es,Maxiespectro
max-phantasm,ko,다이할로우
max-phantasm,zh-simp,极巨幽魂
max-phantasm,zh-trad,極巨幽魂
max-quake,jp-kana,ダイアース
max-quake,jp-kanji,ダイアース
max-quake,en,Max Quake
max-quake,fr,Sismomax
max-quake,it,Dynasisma
max-quake,de,Dyna-Erdstoß
max-quake,es,Maxitemblor
max-quake,ko,다이어스
max-quake,zh-simp,极巨大地
max-quake,zh-trad,極巨大地
max-rockfall,jp-kana,ダイロック
max-rockfall,jp-kanji,ダイロック
max-rockfall,en,Max Rockfall
max-rockfall,fr,Lithomax
max-rockfall,it,Dynamacigno
max-rockfall,de,Dyna-Brocken
max-rockfall,es,Maxilito
max-rockfall,ko,다이록
max-rockfall,zh-simp,极巨岩石
max-rockfall,zh-trad,極巨岩石
max-starfall,jp-kana,ダイフェアリー
max-starfall,jp-kanji,ダイフェアリー
max-starfall,en,Max Starfall
max-starfall,fr,Enchantomax
max-starfall,it,Dynafata
max-starfall,de,Dyna-Zauber
max-starfall,es,Maxiestela
max-starfall,ko,다이페어리
max-starfall,zh-simp,极巨妖精
max-starfall,zh-trad,極巨妖精
max-steelspike,jp-kana,ダイスチル
max-steelspike,jp-kanji,ダイスチル
max-steelspike,en,Max Steelspike
max-steelspike,fr,Métallomax
max-steelspike,it,Dynametallo
max-steelspike,de,Dyna-Stahlzacken
max-steelspike,es,Maximetal
max-steelspike,ko,다이스틸
max-steelspike,zh-simp,极巨钢铁
max-steelspike,zh-trad,極巨鋼鐵
max-strike,jp-kana,ダイアタック
max-strike,jp-kanji,ダイアタック
max-strike,en,Max Strike
max-strike,fr,Normalomax
max-strike,it,Dynattacco
max-strike,de,Dyna-Angriff
max-strike,es,Maxiataque
max-strike,ko,다이어택
max-strike,zh-simp,极巨攻击
max-strike,zh-trad,極巨攻擊
max-wyrmwind,jp-kana,ダイドラグーン
max-wyrmwind,jp-kanji,ダイドラグーン
max-wyrmwind,en,Max Wyrmwind
max-wyrmwind,fr,Dracomax
max-wyrmwind,it,Dynadragone
max-wyrmwind,de,Dyna-Wyrm
max-wyrmwind,es,Maxidraco
max-wyrmwind,ko,다이드라군
max-wyrmwind,zh-simp,极巨龙骑
max-wyrmwind,zh-trad,極巨龍騎
me-first,jp-kana,さきどり
me-first,jp-kanji,さきどり
me-first,en,Me First
me-first,fr,Moi d’Abord
me-first,it,Precedenza
me-first,de,Egotrip
me-first,es,Yo Primero
me-first,ko,선취
me-first,zh-simp,抢先一步
me-first,zh-trad,搶先一步
mean-look,jp-kana,くろいまなざし
mean-look,jp-kanji,くろいまなざし
mean-look,en,Mean Look
mean-look,fr,Regard Noir
mean-look,it,Malosguardo
mean-look,de,Horrorblick
mean-look,es,Mal de Ojo
mean-look,ko,검은눈빛
mean-look,zh-simp,黑色目光
mean-look,zh-trad,黑色目光
meditate,jp-kana,ヨガのポーズ
meditate,jp-kanji,ヨガのポーズ
meditate,en,Meditate
meditate,fr,Yoga
meditate,it,Meditazione
meditate,de,Meditation
meditate,es,Meditación
meditate,ko,요가포즈
meditate,zh-simp,瑜伽姿势
meditate,zh-trad,瑜伽姿勢
mega-drain,jp-kana,メガドレイン
mega-drain,jp-kanji,メガドレイン
mega-drain,en,Mega Drain
mega-drain,fr,Méga-Sangsue
mega-drain,it,Megassorbimento
mega-drain,de,Megasauger
mega-drain,es,Megaagotar
mega-drain,ko,메가드레인
mega-drain,zh-simp,超级吸取
mega-drain,zh-trad,超級吸取
mega-kick,jp-kana,メガトンキック
mega-kick,jp-kanji,メガトンキック
mega-kick,en,Mega Kick
mega-kick,fr,Ultimawashi
mega-kick,it,Megacalcio
mega-kick,de,Megakick
mega-kick,es,Megapatada
mega-kick,ko,메가톤킥
mega-kick,zh-simp,百万吨重踢
mega-kick,zh-trad,百萬噸重踢
mega-punch,jp-kana,メガトンパンチ
mega-punch,jp-kanji,メガトンパンチ
mega-punch,en,Mega Punch
mega-punch,fr,Ultimapoing
mega-punch,it,Megapugno
mega-punch,de,Megahieb
mega-punch,es,Megapuño
mega-punch,ko,메가톤펀치
mega-punch,zh-simp,百万吨重拳
mega-punch,zh-trad,百萬噸重拳
megahorn,jp-kana,メガホーン
megahorn,jp-kanji,メガホーン
megahorn,en,Megahorn
megahorn,fr,Mégacorne
megahorn,it,Megacorno
megahorn,de,Vielender
megahorn,es,Megacuerno
megahorn,ko,메가혼
megahorn,zh-simp,超级角击
megahorn,zh-trad,超級角擊
memento,jp-kana,おきみやげ
memento,jp-kanji,おきみやげ
memento,en,Memento
memento,fr,Souvenir
memento,it,Memento
memento,de,Memento-Mori
memento,es,Legado
memento,ko,추억의선물
memento,zh-simp,临别礼物
memento,zh-trad,臨別禮物
menacing-moonraze-maelstrom,jp-kana,ムーンライトブラスター
menacing-moonraze-maelstrom,jp-kanji,ムーンライトブラスター
menacing-moonraze-maelstrom,en,Menacing Moonraze Maelstrom
menacing-moonraze-maelstrom,fr,Rayons Séléno-Explosifs
menacing-moonraze-maelstrom,it,Deflagrazione Lunare
menacing-moonraze-maelstrom,de,Geballter Mondlaser
menacing-moonraze-maelstrom,es,Deflagración Lunar
menacing-moonraze-maelstrom,ko,문라이트블래스터
menacing-moonraze-maelstrom,zh-simp,月华飞溅落灵霄
menacing-moonraze-maelstrom,zh-trad,月華飛濺落靈霄
metal-burst,jp-kana,メタルバースト
metal-burst,jp-kanji,メタルバースト
metal-burst,en,Metal Burst
metal-burst,fr,Fulmifer
metal-burst,it,Metalscoppio
metal-burst,de,Metallstoß
metal-burst,es,Represión Metal
metal-burst,ko,메탈버스트
metal-burst,zh-simp,金属爆炸
metal-burst,zh-trad,金屬爆炸
metal-claw,jp-kana,メタルクロー
metal-claw,jp-kanji,メタルクロー
metal-claw,en,Metal Claw
metal-claw,fr,Griffe Acier
metal-claw,it,Ferrartigli
metal-claw,de,Metallklaue
metal-claw,es,Garra Metal
metal-claw,ko,메탈클로
metal-claw,zh-simp,金属爪
metal-claw,zh-trad,金屬爪
metal-sound,jp-kana,きんぞくおん
metal-sound,jp-kanji,きんぞくおん
metal-sound,en,Metal Sound
metal-sound,fr,Strido-Son
metal-sound,it,Ferrostrido
metal-sound,de,Metallsound
metal-sound,es,Eco Metálico
metal-sound,ko,금속음
metal-sound,zh-simp,金属音
metal-sound,zh-trad,金屬音
meteor-assault,jp-kana,スターアサルト
meteor-assault,jp-kanji,スターアサルト
meteor-assault,en,Meteor Assault
meteor-assault,fr,Joute Astrale
meteor-assault,it,Sfolgorassalto
meteor-assault,de,Sternensturm
meteor-assault,es,Asalto Estelar
meteor-assault,ko,스타어설트
meteor-assault,zh-simp,流星突击
meteor-assault,zh-trad,流星突擊
meteor-beam,jp-kana,メテオビーム
meteor-beam,jp-kanji,メテオビーム
meteor-beam,en,Meteor Beam
meteor-beam,fr,Laser Météore
meteor-beam,it,Raggiometeora
meteor-beam,de,Meteorstrahl
meteor-beam,es,Rayo Meteórico
meteor-beam,ko,메테오빔
meteor-beam,zh-simp,流星光束
meteor-beam,zh-trad,流星光束
meteor-mash,jp-kana,コメットパンチ
meteor-mash,jp-kanji,コメットパンチ
meteor-mash,en,Meteor Mash
meteor-mash,fr,Poing Météore
meteor-mash,it,Meteorpugno
meteor-mash,de,Sternenhieb
meteor-mash,es,Puño Meteoro
meteor-mash,ko,코멧펀치
meteor-mash,zh-simp,彗星拳
meteor-mash,zh-trad,彗星拳
metronome,jp-kana,ゆびをふる
metronome,jp-kanji,ゆびをふる
metronome,en,Metronome
metronome,fr,Métronome
metronome,it,Metronomo
metronome,de,Metronom
metronome,es,Metrónomo
metronome,ko,손가락흔들기
metronome,zh-simp,挥指
metronome,zh-trad,揮指
mighty-cleave,jp-kana,パワフルエッジ
mighty-cleave,jp-kanji,パワフルエッジ
mighty-cleave,en,Mighty Cleave
mighty-cleave,fr,Lame Puissante
mighty-cleave,it,Taglio Poderoso
mighty-cleave,de,Wuchtklinge
mighty-cleave,es,Filo Potente
mighty-cleave,ko,파워풀에지
mighty-cleave,zh-simp,强刃攻击
mighty-cleave,zh-trad,強刃攻擊
milk-drink,jp-kana,ミルクのみ
milk-drink,jp-kanji,ミルクのみ
milk-drink,en,Milk Drink
milk-drink,fr,Lait à Boire
milk-drink,it,Buonlatte
milk-drink,de,Milchgetränk
milk-drink,es,Batido
milk-drink,ko,우유마시기
milk-drink,zh-simp,喝牛奶
milk-drink,zh-trad,喝牛奶
mimic,jp-kana,ものまね
mimic,jp-kanji,ものまね
mimic,en,Mimic
mimic,fr,Copie
mimic,it,Mimica
mimic,de,Mimikry
mimic,es,Mimético
mimic,ko,흉내내기
mimic,zh-simp,模仿
mimic,zh-trad,模仿
mind-blown,jp-kana,ビックリヘッド
mind-blown,jp-kanji,ビックリヘッド
mind-blown,en,Mind Blown
mind-blown,fr,Caboche-Kaboum
mind-blown,it,Sbalorditesta
mind-blown,de,Knallkopf
mind-blown,es,Cabeza Sorpresa
mind-blown,ko,깜짝헤드
mind-blown,zh-simp,惊爆大头
mind-blown,zh-trad,驚爆大頭
mind-reader,jp-kana,こころのめ
mind-reader,jp-kanji,こころのめ
mind-reader,en,Mind Reader
mind-reader,fr,Lire-Esprit
mind-reader,it,Leggimente
mind-reader,de,Willensleser
mind-reader,es,Telépata
mind-reader,ko,마음의눈
mind-reader,zh-simp,心之眼
mind-reader,zh-trad,心之眼
minimize,jp-kana,ちいさくなる
minimize,jp-kanji,ちいさくなる
minimize,en,Minimize
minimize,fr,Lilliput
minimize,it,Minimizzato
minimize,de,Komprimator
minimize,es,Reducción
minimize,ko,작아지기
minimize,zh-simp,变小
minimize,zh-trad,變小
miracle-eye,jp-kana,ミラクルアイ
miracle-eye,jp-kanji,ミラクルアイ
miracle-eye,en,Miracle Eye
miracle-eye,fr,Œil Miracle
miracle-eye,it,Miracolvista
miracle-eye,de,Wunderauge
miracle-eye,es,Gran Ojo
miracle-eye,ko,미라클아이
miracle-eye,zh-simp,奇迹之眼
miracle-eye,zh-trad,奇跡之眼
mirror-coat,jp-kana,ミラーコート
mirror-coat,jp-kanji,ミラーコート
mirror-coat,en,Mirror Coat
mirror-coat,fr,Voile Miroir
mirror-coat,it,Specchiovelo
mirror-coat,de,Spiegelcape
mirror-coat,es,Manto Espejo
mirror-coat,ko,미러코트
mirror-coat,zh-simp,镜面反射
mirror-coat,zh-trad,鏡面反射
mirror-move,jp-kana,オウムがえし
mirror-move,jp-kanji,オウムがえし
mirror-move,en,Mirror Move
mirror-move,fr,Mimique
mirror-move,it,Speculmossa
mirror-move,de,Spiegeltrick
mirror-move,es,Espejo
mirror-move,ko,따라하기
mirror-move,zh-simp,鹦鹉学舌
mirror-move,zh-trad,鸚鵡學舌
mirror-shot,jp-kana,ミラーショット
mirror-shot,jp-kanji,ミラーショット
mirror-shot,en,Mirror Shot
mirror-shot,fr,Miroi-Tir
mirror-shot,it,Cristalcolpo
mirror-shot,de,Spiegelsalve
mirror-shot,es,Disparo Espejo
mirror-shot,ko,미러샷
mirror-shot,zh-simp,镜光射击
mirror-shot,zh-trad,鏡光射擊
mist,jp-kana,しろいきり
mist,jp-kanji,しろいきり
mist,en,Mist
mist,fr,Brume
mist,it,Nebbia
mist,de,Weißnebel
mist,es,Neblina
mist,ko,흰안개
mist,zh-simp,白雾
mist,zh-trad,白霧
mist-ball,jp-kana,ミストボール
mist-ball,jp-kanji,ミストボール
mist-ball,en,Mist Ball
mist-ball,fr,Ball’Brume
mist-ball,it,Foschisfera
mist-ball,de,Nebelball
mist-ball,es,Bola Neblina
mist-ball,ko,미스트볼
mist-ball,zh-simp,薄雾球
mist-ball,zh-trad,薄霧球
misty-explosion,jp-kana,ミストバースト
misty-explosion,jp-kanji,ミストバースト
misty-explosion,en,Misty Explosion
misty-explosion,fr,Explo-Brume
misty-explosion,it,Nebbioscoppio
misty-explosion,de,Nebelexplosion
misty-explosion,es,Bruma Explosiva
misty-explosion,ko,미스트버스트
misty-explosion,zh-simp,薄雾炸裂
misty-explosion,zh-trad,薄霧炸裂
misty-terrain,jp-kana,ミストフィールド
misty-terrain,jp-kanji,ミストフィールド
misty-terrain,en,Misty Terrain
misty-terrain,fr,Champ Brumeux
misty-terrain,it,Campo Nebbioso
misty-terrain,de,Nebelfeld
misty-terrain,es,Campo de Niebla
misty-terrain,ko,미스트필드
misty-terrain,zh-simp,薄雾场地
misty-terrain,zh-trad,薄霧場地
moonblast,jp-kana,ムーンフォース
moonblast,jp-kanji,ムーンフォース
moonblast,en,Moonblast
moonblast,fr,Pouvoir Lunaire
moonblast,it,Forza Lunare
moonblast,de,Mondgewalt
moonblast,es,Fuerza Lunar
moonblast,ko,문포스
moonblast,zh-simp,月亮之力
moonblast,zh-trad,月亮之力
moongeist-beam,jp-kana,シャドーレイ
moongeist-beam,jp-kanji,シャドーレイ
moongeist-beam,en,Moongeist Beam
moongeist-beam,fr,Rayon Spectral
moongeist-beam,it,Raggio d’Ombra
moongeist-beam,de,Schattenstrahl
moongeist-beam,es,Rayo Umbrío
moongeist-beam,ko,섀도레이
moongeist-beam,zh-simp,暗影之光
moongeist-beam,zh-trad,暗影之光
moonlight,jp-kana,つきのひかり
moonlight,jp-kanji,つきのひかり
moonlight,en,Moonlight
moonlight,fr,Rayon Lune
moonlight,it,Lucelunare
moonlight,de,Mondschein
moonlight,es,Luz Lunar
moonlight,ko,달빛
moonlight,zh-simp,月光
moonlight,zh-trad,月光
morning-sun,jp-kana,あさのひざし
morning-sun,jp-kanji,あさのひざし
morning-sun,en,Morning Sun
morning-sun,fr,Aurore
morning-sun,it,Mattindoro
morning-sun,de,Morgengrauen
morning-sun,es,Sol Matinal
morning-sun,ko,아침햇살
morning-sun,zh-simp,晨光
morning-sun,zh-trad,晨光
mortal-spin,jp-kana,キラースピン
mortal-spin,jp-kanji,キラースピン
mortal-spin,en,Mortal Spin
mortal-spin,fr,Toupie Éclat
mortal-spin,it,Glitturbine
mortal-spin,de,Letalwirbler
mortal-spin,es,Giro Mortífero
mortal-spin,ko,킬러스핀
mortal-spin,zh-simp,晶光转转
mortal-spin,zh-trad,晶光轉轉
mountain-gale,jp-kana,ひょうざんおろし
mountain-gale,jp-kanji,ひょうざんおろし
